session,roll_num,date,issue,question,result,title
115,376,25-Jul,H R 6311,On Passage,P,Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018
115,375,25-Jul,H R 6311,On Motion to Recommit with Instructions,F,Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018
115,374,25-Jul,H R 5864,"On Motion to Suspend the Rules and Pass, as Amended",P,VA Hospitals Establishing Leadership Performance Act
115,373,25-Jul,S 1182,"On Motion to Suspend the Rules and Pass, as Amended",P,The American Legion 100th Anniversary Commemorative Coin Act
115,372,24-Jul,H R 184,On Passage,P,Protect Medical Innovation Act
115,371,24-Jul,H RES 1011,On Agreeing to the Resolution,P,"Providing for consideration for H.R. 184, the Protect Medical Innovation Act of 2017; and H.R. 6311, the Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018"
115,370,24-Jul,H RES 1011,On Ordering the Previous Question,P,"Providing for consideration for H.R. 184, the Protect Medical Innovation Act of 2017; and H.R. 6311, the Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018"
115,369,24-Jul,H RES 1012,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 6199, the Restoring Access to Medication and Modernizing Health Savings Accounts Act of 2018; providing for proceedings during the period from July 27, 2018, through September 3, 2018"
115,368,24-Jul,H RES 1012,On Ordering the Previous Question,P,"Providing for consideration of H.R. 6199, the Restoring Access to Medication and Modernizing Health Savings Accounts Act of 2018; providing for proceedings during the period from July 27, 2018, through September 3, 2018"
115,367,23-Jul,H R 4881,"On Motion to Suspend the Rules and Pass, as Amended",P,Precision Agriculture Connectivity Act
115,366,23-Jul,H R 2345,"On Motion to Suspend the Rules and Pass, as Amended",P,National Suicide Hotline Improvement Act
115,365,19-Jul,H R 6147,On Passage,P,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,364,19-Jul,H R 6147,On Motion to Recommit with Instructions,F,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,363,19-Jul,H CON RES 119,On Agreeing to the Resolution,P,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy
115,362,18-Jul,H R 6147,On Agreeing to the Amendment,F,McHenry of North Carolina Amendment No. 87
115,361,18-Jul,H R 6147,On Agreeing to the Amendment,A,Rothfus of Pennsylvania Amendment No. 85
115,360,18-Jul,H R 6147,On Agreeing to the Amendment,A,Meadows of North Carolina Amendment No. 84
115,359,18-Jul,H R 6147,On Agreeing to the Amendment,A,Palmer of Alabama Amendment No. 83
115,358,18-Jul,H R 6147,On Agreeing to the Amendment,F,Carbajal of California Amendment No. 81
115,357,18-Jul,H R 6147,On Agreeing to the Amendment,A,Smith of Missouri Amendment No. 70
115,356,18-Jul,H R 6147,On Agreeing to the Amendment,F,Jody B. Hice of Georgia Amendment No. 69
115,355,18-Jul,H R 6147,On Agreeing to the Amendment,F,Gosar of Arizona Amendment No. 63
115,354,18-Jul,H R 6147,On Agreeing to the Amendment,A,Pearce of New Mexico Amendment No. 62
115,353,18-Jul,H R 6147,On Agreeing to the Amendment,F,Pearce of New Mexico Amendment No. 60
115,352,18-Jul,H R 6147,On Agreeing to the Amendment,F,Gallego of Arizona Amendment No. 51
115,351,18-Jul,H R 6147,On Agreeing to the Amendment,A,Goodlatte of Virginia Amendment No. 50
115,350,18-Jul,H R 6147,On Agreeing to the Amendment,A,Lamborn of Colorado Amendment No. 49
115,349,18-Jul,H R 6147,On Agreeing to the Amendment,A,Lamborn of Colorado Amendment No. 48
115,348,18-Jul,H R 6147,On Agreeing to the Amendment,A,McMorris Rodgers of Washington Amendment No. 46
115,347,18-Jul,H R 6147,On Agreeing to the Amendment,A,Mullin of Oklahoma Amendment No. 44
115,346,18-Jul,H R 6147,On Agreeing to the Amendment,A,Mullin of Oklahoma Amendment No. 43
115,345,18-Jul,H R 6147,On Agreeing to the Amendment,F,"Grothman of Wisconsin Amendment No. 39, as Modified"
115,344,18-Jul,H R 6147,On Agreeing to the Amendment,F,Adams of North Carolina Amendment No. 29
115,343,18-Jul,H R 6147,On Agreeing to the Amendment,A,OHalleran of Arizona Amendment No. 27
115,342,18-Jul,H R 6147,On Agreeing to the Amendment,F,Grijalva of Arizona Amendment No. 25
115,341,18-Jul,H R 6147,On Agreeing to the Amendment,F,Biggs of Arizona Amendment No. 1
115,340,18-Jul,H RES 1001,On Agreeing to the Resolution,P,"Providing for consideration of H.Con.Res. 119, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy"
115,339,18-Jul,H RES 1001,On Ordering the Previous Question,P,"Providing for consideration of H.Con.Res. 119, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy"
115,338,18-Jul,H R 1037,"On Motion to Suspend the Rules and Pass, as Amended",P,"To authorize the National Emergency Medical Services Memorial Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes"
115,337,18-Jul,H RES 990,"On Motion to Suspend the Rules and Agree, as Amended",P,Supporting the officers and personnel who carry out the important mission of the United States Immigration and Customs Enforcement
115,336,18-Jul,H R 2,On Motion to Instruct Conferees,P,Agriculture and Nutrition Act of 2018
115,335,17-Jul,H R 4989,On Motion to Suspend the Rules and Pass,P,Protecting Diplomats from Surveillance Through Consumer Devices Act
115,334,17-Jul,H R 3030,"On Motion to Suspend the Rules and Pass, as Amended",P,Elie Wiesel Genocide and Atrocities Prevention Act of 2018
115,333,17-Jul,S 488,"On Motion to Suspend the Rules and Pass, as Amended",P,JOBS and Investor Confidence Act of 2018
115,332,17-Jul,H RES 996,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 6147) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,331,17-Jul,H RES 996,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 6147) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,330,16-Jul,H R 4960,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 511 East Walnut Street in Columbia, Missouri, as the Spc. Sterling William Wyatt Post Office Building."
115,329,16-Jul,H R 4946,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 1075 North Tustin Street in Orange, California, as the Specialist Trevor A. WinE Post Office"
115,328,13-Jul,H R 50,On Passage,P,Unfunded Mandates Information and Transparency Act
115,327,13-Jul,H R 50,On Motion to Recommit with Instructions,F,Unfunded Mandates Information and Transparency Act
115,326,12-Jul,H R 6237,On Passage,P,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019
115,325,12-Jul,H R 3281,On Passage,P,Reclamation Title Transfer and Non-Federal Infrastructure Incentivization Act
115,324,12-Jul,H R 3281,On Motion to Recommit with Instructions,F,Reclamation Title Transfer and Non-Federal Infrastructure Incentivization Act
115,323,12-Jul,H RES 989,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 6237) to authorize appropriations for fiscal years 2018 and 2019 for intelligence and intelligence-related activities of the United States Government, Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes"
115,322,12-Jul,H RES 989,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 6237) to authorize appropriations for fiscal years 2018 and 2019 for intelligence and intelligence-related activities of the United States Government, Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes"
115,321,11-Jul,H R 200,On Passage,P,Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
115,320,11-Jul,H R 200,On Motion to Recommit with Instructions,F,Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
115,319,11-Jul,H RES 985,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 50) Unfunded Mandates Information and Transparency Act and providing for consideration of the bill (H.R. 3281) Reclamation Title Transfer and Non-Federal Infrastructure Incentivization Act
115,318,11-Jul,H RES 985,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 50) Unfunded Mandates Information and Transparency Act and providing for consideration of the bill (H.R. 3281) Reclamation Title Transfer and Non-Federal Infrastructure Incentivization Act
115,317,11-Jul,H RES 965,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 200) Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
115,316,11-Jul,H RES 965,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 200) Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
115,315,10-Jul,H R 5749,"On Motion to Suspend the Rules and Pass, as Amended",P,Options Markets Stability Act
115,314,10-Jul,H R 5793,On Motion to Suspend the Rules and Pass,P,Housing Choice Voucher Mobility Demonstration Act
115,313,28-Jun,H R 6157,On Passage,P,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes"
115,312,28-Jun,H R 6157,On Motion to Recommit with Instructions,F,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes"
115,311,28-Jun,H R 6157,On Agreeing to the Amendment,F,Courtney of Connecticut Amendment No. 29
115,310,28-Jun,H R 6157,On Agreeing to the Amendment,F,Foster of Illinois Amendment No. 24
115,309,28-Jun,H R 6157,On Agreeing to the Amendment,A,Clark of Massachusetts Amendment No. 15
115,308,28-Jun,H R 6157,On Agreeing to the Amendment,F,Gallagher of Wisconsin Amendment No. 8
115,307,28-Jun,H R 6157,On Agreeing to the Amendment,F,Gallagher of Wisconsin Amendment No. 7
115,306,28-Jun,H RES 970,On Agreeing to the Resolution,P,"Insisting that the Department of Justice fully comply with the requests, including subpoenas, of the Permanent Select Committee on Intelligence and the subpoena issued by the Committee on the Judiciary relating to potential violations of FISA by personnel of the Department of Justice and related matters"
115,305,28-Jun,H RES 971,On Agreeing to the Resolution,P,"Providing for consideration of H.Res. 970, insisting that the Department of Justice fully comply with the requests, including subpoenas, of the Permanent Select Committee on Intelligence and the subpoena issued by the Committee on the Judiciary relating to potential violations of FISA"
115,304,28-Jun,H RES 971,On Ordering the Previous Question,P,"Providing for consideration of H.Res. 970, insisting that the Department of Justice fully comply with the requests, including subpoenas, of the Permanent Select Committee on Intelligence and the subpoena issued by the Committee on the Judiciary relating to potential violations of FISA"
115,303,27-Jun,H R 6157,On Agreeing to the Amendment,F,Poe of Texas Part A Amendment No. 20
115,302,27-Jun,H R 6157,On Agreeing to the Amendment,F,Langevin of Rhode Island Part A Amendment No. 9
115,301,27-Jun,H R 5515,On Closing Portions of the Conference,P,National Defense Authorization Act FY 2019
115,300,27-Jun,H R 5515,On Motion to Instruct Conferees,F,National Defense Authorization Act FY 2019
115,299,27-Jun,H RES 964,On Agreeing to the Resolution,P,"Providing for further consideration of the bill (H.R. 6157) making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes, and providing for proceedings during the period from June 29, 2018, through July 9, 2018"
115,298,27-Jun,H RES 964,On Ordering the Previous Question,P,"Providing for further consideration of the bill (H.R. 6157) making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes, and providing for proceedings during the period from June 29, 2018, through July 9, 2018"
115,297,27-Jun,H R 6136,On Passage,F,Border Security and Immigration Reform Act of 2018
115,296,27-Jun,H R 6136,On Motion to Recommit with Instructions,F,Border Security and Immigration Reform Act of 2018
115,295,26-Jun,H R 5841,"On Motion to Suspend the Rules and Pass, as Amended",P,Foreign Investment Risk Review Modernization Act
115,294,26-Jun,H R 2083,On Passage,P,Endangered Salmon and Fisheries Predation Prevention Act
115,293,26-Jun,H R 4294,"On Motion to Suspend the Rules and Pass, as Amended",P,Prevention of Private Information Dissemination Act of 2017
115,292,26-Jun,H RES 961,On Agreeing to the Resolution,P,"Providing for consideration of the bill H.R. 6157, making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes; and the bill H.R. 2083, the Endangered Salmon and Fisheries Predation Prevention Act."
115,291,26-Jun,H RES 961,On Ordering the Previous Question,P,"Providing for consideration of the bill H.R. 6157, making appropriations for the Department of Defense for the fiscal year ending September 30, 2019, and for other purposes; and the bill H.R. 2083, the Endangered Salmon and Fisheries Predation Prevention Act."
115,290,25-Jun,H R 5783,"On Motion to Suspend the Rules and Pass, as Amended",P,Cooperate with Law Enforcement Agencies and Watch Act of 2018
115,289,25-Jun,H R 299,"On Motion to Suspend the Rules and Pass, as Amended",P,Blue Water Navy Vietnam Veterans Act
115,288,22-Jun,H R 6,On Passage,P,Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act
115,287,22-Jun,H R 6,On Motion to Recommit with Instructions,F,Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act
115,286,21-Jun,H RES 953,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 6136) to amend the immigration laws and provide for border security, and for other purposes"
115,285,21-Jun,H RES 953,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 6136) to amend the immigration laws and provide for border security, and for other purposes"
115,284,21-Jun,H R 2,On Passage,P,Agriculture and Nutrition Act of 2018
115,283,21-Jun,H R 2,On Motion to Reconsider,P,Agriculture and Nutrition Act of 2018
115,282,21-Jun,H R 4760,On Passage,F,Securing Americas Future Act of 2018
115,281,21-Jun,H R 4760,On Motion to Recommit with Instructions,F,Securing Americas Future Act of 2018
115,280,21-Jun,H RES 954,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4760, the Securing Americas Future Act of 2018"
115,279,21-Jun,H RES 954,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4760, the Securing Americas Future Act of 2018"
115,278,20-Jun,H R 6082,On Passage,P,Overdose Prevention and Patient Safety Act
115,277,20-Jun,H R 6082,On Motion to Recommit with Instructions,F,Overdose Prevention and Patient Safety Act
115,276,20-Jun,H R 5797,On Passage,P,Individuals in Medicaid Deserve Care that is Appropriate and Responsible in its Execution Act
115,275,20-Jun,H R 5797,On Motion to Recommit with Instructions,F,Individuals in Medicaid Deserve Care that is Appropriate and Responsible in its Execution Act
115,274,20-Jun,H RES 949,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 6) Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act;providing for consideration of the bill (H.R. 5797) IMD CARE Act;providing for consideration of the bill (H.R. 6082) Overdose Prevention and Patient Safety Act
115,273,20-Jun,H RES 949,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 6) Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act;providing for consideration of the bill (H.R. 5797) IMD CARE Act;providing for consideration of the bill (H.R. 6082) Overdose Prevention and Patient Safety Act
115,272,20-Jun,MOTION,On Motion to Fix the Convening Time,P, 
115,271,19-Jun,JOURNAL,On Approving the Journal,P, 
115,270,19-Jun,H R 5676,"On Motion to Suspend the Rules and Pass, as Amended",P,Stop Excessive Narcotics in our Retirement Communities Protection Act of 2018
115,269,19-Jun,H R 5687,"On Motion to Suspend the Rules and Pass, as Amended",P,Securing Opioids and Unused Narcotics with Deliberate Disposal and Packaging Act of 2018
115,268,15-Jun,H R 2851,On Passage,P,Stop the Importation and Trafficking of Synthetic Analogues Act
115,267,15-Jun,H R 2851,On Agreeing to the Amendment,A,Thornberry of Texas Part A Amendment No. 4
115,266,14-Jun,H R 5735,On Passage,P,THRIVE Act
115,265,14-Jun,H R 5788,On Passage,P,Securing the International Mail Against Opioids Act
115,264,13-Jun,H R 5891,On Motion to Suspend the Rules and Pass,P,Improving the Federal Response to Families Impacted by Substance Use Disorder Act
115,263,13-Jun,H R 5890,On Motion to Suspend the Rules and Pass,P,Assisting States Implementation of Plans of Safe Care Act
115,262,13-Jun,H RES 934,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 2851) Stop the Importation and Trafficking of Synthetic Analogues Act; providing for consideration of the bill (H.R. 5735) THRIVE Act; and providing for consideration of (H.R. 5788) Securing the International Mail Against Opioids Act
115,261,13-Jun,H RES 934,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 2851) Stop the Importation and Trafficking of Synthetic Analogues Act; providing for consideration of the bill (H.R. 5735) THRIVE Act; and providing for consideration of (H.R. 5788) Securing the International Mail Against Opioids Act
115,260,12-Jun,JOURNAL,On Approving the Journal,P, 
115,259,12-Jun,H R 5041,"On Motion to Suspend the Rules and Pass, as Amended",P,Safe Disposal of Unused Medication Act
115,258,12-Jun,H R 5327,"On Motion to Suspend the Rules and Pass, as Amended",P,Comprehensive Opioid Recovery Centers Act
115,257,8-Jun,H R 5895,On Passage,P,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,256,8-Jun,H R 5895,On Motion to Recommit with Instructions,F,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2019, and for other purposes"
115,255,8-Jun,H R 5895,On Agreeing to the Amendment,F,Takano of California Part B Amendment No. 16
115,254,8-Jun,H R 5895,On Agreeing to the Amendment,A,Meadows of North Carolina Part B Amendment No. 15
115,253,8-Jun,H R 5895,On Agreeing to the Amendment,A,Gohmert of Texas Part B Amendment No. 10
115,252,7-Jun,H R 5895,On Agreeing to the Amendment,F,Norman of South Carolina Part B Amendment No. 39
115,251,7-Jun,H R 5895,On Agreeing to the Amendment,F,Blackburn of Tennessee Part B Amendment No. 34
115,250,7-Jun,H R 5895,On Agreeing to the Amendment,F,Lowenthal of California Part B Amendment No. 31
115,249,7-Jun,H R 5895,On Agreeing to the Amendment,F,Gosar of Arizona Part B Amendment No. 29
115,248,7-Jun,H R 5895,On Agreeing to the Amendment,F,Connolly of Virginia Part B Amendment No. 27
115,247,7-Jun,H R 5895,On Agreeing to the Amendment,F,Lee of California Part B Amendment No. 26
115,246,7-Jun,H R 5895,On Agreeing to the Amendment,F,Gosar of Arizona Part B Amendment No. 24
115,245,7-Jun,H R 5895,On Agreeing to the Amendment,F,Beyer of Virginia Part B Amendment No. 18
115,244,7-Jun,H R 5895,On Agreeing to the Amendment,F,Tsongas of Massachusetts Part B Amendment No. 13
115,243,7-Jun,H R 3,On Passage,P,Spending Cuts to Expired and Unnecessary Programs Act
115,242,7-Jun,JOURNAL,On Approving the Journal,P, 
115,241,7-Jun,H RES 923,On Agreeing to the Resolution,P,Providing for further consideration of the bill (H.R. 5895) making appropriations for energy and water development and related agencies; and providing for consideration of the bill (H.R. 3) the Spending Cuts to Expired and Unnecessary Programs Act
115,240,7-Jun,H RES 923,On Ordering the Previous Question,P,Providing for further consideration of the bill (H.R. 5895) making appropriations for energy and water development and related agencies; and providing for consideration of the bill (H.R. 3) the Spending Cuts to Expired and Unnecessary Programs Act
115,239,6-Jun,H R 3249,On Motion to Concur in the Senate Amendment,P,Project Safe Neighborhoods Grant Program Authorization Act of 2018
115,238,6-Jun,H R 8,On Passage,P,Water Resources Development Act of 2018
115,237,6-Jun,H R 8,On Motion to Recommit with Instructions,F,Water Resources Development Act of 2018
115,236,6-Jun,JOURNAL,On Approving the Journal,P, 
115,235,6-Jun,H RES 918,On Agreeing to the Resolution,P,Providing for consideration of the Senate amendment to the bill (H.R. 3249) Project Safe Neighborhoods Grant Program; providing for consideration of (H.R. 8) the Water Resources Development Act; and providing for consideration of (H.R. 5895) Energy and Water Development and Related Agencies Appropriations Act
115,234,6-Jun,H RES 918,On Ordering the Previous Question,P,Providing for consideration of the Senate amendment to the bill (H.R. 3249) Project Safe Neighborhoods Grant Program; providing for consideration of (H.R. 8) the Water Resources Development Act; and providing for consideration of (H.R. 5895) Energy and Water Development and Related Agencies Appropriations Act
115,233,5-Jun,H R 5655,On Motion to Suspend the Rules and Pass,P,Camp Nelson Heritage National Monument Act
115,232,5-Jun,H R 2991,"On Motion to Suspend the Rules and Pass, as Amended",P,Susquehanna National Heritage Area Act
115,231,5-Jun,H R 5005,On Motion to Suspend the Rules and Pass,P,"To direct the Secretary of the Interior to conduct a special resource study to determine the suitability and feasibility of establishing the birthplace of James Weldon Johnson in Jacksonville, Florida, as a unit of the National Park System"
115,230,24-May,H R 5515,On Passage,P,National Defense Authorization Act FY 2019
115,229,24-May,H R 5515,Table the Appeal of the Ruling of the Chair,P,National Defense Authorization Act FY 2019
115,228,23-May,H R 5515,On Agreeing to the Amendment,F,Polis of Colorado Amendment No. 50
115,227,23-May,H R 5515,On Agreeing to the Amendment,A,Engel of New York Amendment No. 43
115,226,23-May,H R 5515,On Agreeing to the Amendment,F,Tenney of New York Amendment No. 19
115,225,23-May,H R 5515,On Agreeing to the Amendment,F,McKinley of West Virginia Amendment No. 13
115,224,23-May,H R 5515,On Agreeing to the Amendment,A,McGovern of Massachusetts Amendment No. 10
115,223,23-May,H R 5515,On Agreeing to the Amendment,A,Amodei of Nevada Amendment No. 8
115,222,23-May,H R 5515,On Agreeing to the Amendment,F,Garamendi of California Amendment No. 5
115,221,23-May,H R 5515,On Agreeing to the Amendment,F,Aguilar of California Amendment No. 4
115,220,23-May,H R 5515,On Agreeing to the Amendment,F,Gabbard of Hawaii Amendment No. 3
115,219,23-May,H R 5515,On Agreeing to the Amendment,F,Nolan of Minnesota Amendment No. 2
115,218,23-May,H RES 908,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 5515) National Defense Authorization Act for Fiscal Year 2019, and for providing for proceedings during the period from May 25, 2018, through June 4, 2018"
115,217,23-May,H RES 908,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 5515) National Defense Authorization Act for Fiscal Year 2019, and for providing for proceedings during the period from May 25, 2018, through June 4, 2018"
115,216,22-May,S 2155,On Passage,P,"Economic Growth, Regulatory Relief, and Consumer Protection Act"
115,215,22-May,H R 5682,"On Motion to Suspend the Rules and Pass, as Amended",P,FIRST STEP Act
115,214,22-May,S 204,On Passage,P,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act"
115,213,22-May,S 204,On Motion to Recommit with Instructions,F,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act"
115,212,22-May,JOURNAL,On Approving the Journal,P, 
115,211,22-May,H RES 905,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 5515, NDAA FY, 2019; providing for consideration of S. 204, Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2017, and providing for consideration of S. 2155, the Economic Growth, Regulatory Relief, and Consumer Protection Act"
115,210,22-May,H RES 905,On Ordering the Previous Question,P,"Providing for consideration of H.R. 5515, NDAA FY, 2019; providing for consideration of S. 204, Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2017, and providing for consideration of S. 2155, the Economic Growth, Regulatory Relief, and Consumer Protection Act"
115,209,21-May,H R 3832,"On Motion to Suspend the Rules and Pass, as Amended",P,Veterans Opioid Abuse Prevention Act
115,208,21-May,H R 4451,"On Motion to Suspend the Rules and Pass, as Amended",P,Homeless Veterans Reintegration Programs Reauthorization Act of 2018
115,207,21-May,H R 4830,"On Motion to Suspend the Rules and Pass, as Amended",P,Servicemembers Improved Transition through Reforms for Ensuring Progress Act
115,206,18-May,JOURNAL,On Approving the Journal,P, 
115,205,18-May,H R 2,On Passage,F,Agriculture and Nutrition Act of 2018
115,204,18-May,H R 2,On Motion to Recommit with Instructions,F,Agriculture and Nutrition Act of 2018
115,203,18-May,H R 2,On Agreeing to the Amendment,A,Banks of Indiana Amendment No. 31
115,202,18-May,H R 2,On Agreeing to the Amendment,A,Roskam of Illinois Amendment No. 28
115,201,18-May,H R 2,On Agreeing to the Amendment,F,Massie of Kentucky Amendment No. 25
115,200,18-May,H R 2,On Agreeing to the Amendment,F,Russell of Oklahoma Amendment No. 17
115,199,17-May,H R 2,On Agreeing to the Amendment,A,Young of Alaska Part C Amendment No. 14
115,198,17-May,H R 2,On Agreeing to the Amendment,A,Westerman of Arkansas Part C Amendment No. 13
115,197,17-May,H R 2,On Agreeing to the Amendment,F,Biggs of Arizona Amendment No. 16
115,196,17-May,H R 2,On Agreeing to the Amendment,A,Faso of New York Amendment No. 13
115,195,17-May,H R 2,On Agreeing to the Amendment,F,McClintock of California Amendment No. 8
115,194,17-May,H R 2,On Agreeing to the Amendment,F,McClintock of California Amendment No. 3
115,193,17-May,H R 2,On Agreeing to the Amendment,F,Foxx of North Carolina Amendment No. 1
115,192,17-May,JOURNAL,On Approving the Journal,P, 
115,191,17-May,H RES 900,On Agreeing to the Resolution,P,"Providing for further consideration of H.R. 2, the Agriculture and Nutrition Act"
115,190,17-May,H RES 900,On Ordering the Previous Question,P,"Providing for further consideration of H.R. 2, the Agriculture and Nutrition Act"
115,189,16-May,S 2372,On Passage,P,Veterans Cemetery Benefit Correction Act
115,188,16-May,H R 5698,On Passage,P,Protect and Serve Act of 2018
115,187,16-May,S 35,On Motion to Suspend the Rules and Pass,P,Black Hills National Cemetery Boundary Expansion Act
115,186,16-May,H RES 891,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 5698), Protect and Serve Act; providing for consideration of the bill (S. 2372), Veterans Cemetery Benefit Correction Act; and providing for consideration of the bill (H.R. 2), Agriculture and Nutrition Act"
115,185,16-May,H RES 891,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 5698), Protect and Serve Act; providing for consideration of the bill (S. 2372), Veterans Cemetery Benefit Correction Act; and providing for consideration of the bill (H.R. 2), Agriculture and Nutrition Act"
115,184,16-May,H RES 891,On Consideration of the Resolution,P,"Providing for consideration of the bill (H.R. 5698), Protect and Serve Act; providing for consideration of the bill (S. 2372), Veterans Cemetery Benefit Correction Act; and providing for consideration of the bill (H.R. 2), Agriculture and Nutrition Act"
115,183,15-May,H RES 285,On Motion to Suspend the Rules and Agree,P,Expressing the sense of the United States House of Representatives that Congress and the President should empower the creation of police and community alliances designed to enhance and improve communication and collaboration between members of the law enforcment community and the public they serve
115,182,15-May,H R 4854,On Motion to Suspend the Rules and Pass,P,"To amend the DNA Analysis Backlog Elimination Act of 2000 to provide additional resources to State and local prosecutors, and for other purposes"
115,181,15-May,H R 613,On Motion to Suspend the Rules and Pass,P,Lieutenant Osvaldo Albarati Correctional Officer Self-Protection Act
115,180,10-May,JOURNAL,On Approving the Journal,P, 
115,179,10-May,H R 3053,On Passage,P,Nuclear Waste Policy Amendments Act
115,178,10-May,H R 3053,On Agreeing to the Amendment,F,Titus of Nevada Amendment No. 3
115,177,9-May,H R 5645,On Passage,P,Standard Merger and Acquisition Reviews Through Equal Rules Act
115,176,9-May,H R 5645,On Motion to Recommit with Instructions,F,Standard Merger and Acquisition Reviews Through Equal Rules Act
115,175,9-May,H R 2152,On Passage,P,Citizens Right to Know Act
115,174,9-May,H RES 879,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 3053) to amend the Nuclear Waste Policy Act of 1982, and for other purposes"
115,173,9-May,H RES 879,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 3053) to amend the Nuclear Waste Policy Act of 1982, and for other purposes"
115,172,8-May,H RES 878,On Motion to Table,P, 
115,171,8-May,S J RES 57,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to Indirect Auto Lending and Compliance with the Equal Credit Opportunity Act"
115,170,8-May,H RES 872,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 5645, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2018; H.R. 2152, the Citizens Right to Know Act; and S.J.Res. 57, providing for congressional disapproval of the rule relating to Indirect Auto Lending and Compliance with the Equal Credit Opportunity Act"
115,169,8-May,H RES 872,On Ordering the Previous Question,P,"Providing for consideration of H.R. 5645, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2018; H.R. 2152, the Citizens Right to Know Act; and S.J.Res. 57, providing for congressional disapproval of the rule relating to Indirect Auto Lending and Compliance with the Equal Credit Opportunity Act"
