Committee,Subcommittee,Name,Title
Senate Committee on Finance,Health Care,Thomas R. Carper,
Senate Committee on Finance,Health Care,Benjamin L. Cardin,
Senate Committee on Finance,Health Care,Sherrod Brown,
Senate Committee on Finance,Health Care,Robert P. Casey Jr.,
Senate Committee on Finance,Health Care,Mark R. Warner,
Senate Committee on Finance,Health Care,Sheldon Whitehouse,
Senate Committee on Finance,Health Care,Margaret Wood Hassan,
Senate Committee on Finance,Health Care,Catherine Cortez Masto,
Senate Committee on Finance,Health Care,Ron Wyden,Ex Officio
Senate Committee on Finance,Taxation and IRS Oversight,John Thune,Chairman
Senate Committee on Finance,Taxation and IRS Oversight,Mike Crapo,
Senate Committee on Finance,Taxation and IRS Oversight,Michael B. Enzi,
Senate Committee on Finance,Taxation and IRS Oversight,John Cornyn,
Senate Committee on Finance,Taxation and IRS Oversight,Richard Burr,
Senate Committee on Finance,Taxation and IRS Oversight,Rob Portman,
Senate Committee on Finance,Taxation and IRS Oversight,Pat Toomey,
Senate Committee on Finance,Taxation and IRS Oversight,Mark R. Warner,Ranking Member
Senate Committee on Finance,Taxation and IRS Oversight,Robert Menendez,
Senate Committee on Finance,Taxation and IRS Oversight,Thomas R. Carper,
Senate Committee on Finance,Taxation and IRS Oversight,Benjamin L. Cardin,
Senate Committee on Finance,Taxation and IRS Oversight,Michael F. Bennet,
Senate Committee on Finance,Taxation and IRS Oversight,Sheldon Whitehouse,
Senate Committee on Finance,Taxation and IRS Oversight,Ron Wyden,Ex Officio
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Tim Scott,Chairman
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Chuck Grassley,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Mike Crapo,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Pat Roberts,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Michael B. Enzi,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",John Cornyn,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Richard Burr,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Steve Daines,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Michael F. Bennet,Ranking Member
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Ron Wyden,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Maria Cantwell,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Thomas R. Carper,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Sheldon Whitehouse,
Senate Committee on Finance,"Energy, Natural Resources, and Infrastructure",Margaret Wood Hassan,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",John Cornyn,Chairman
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Mike Crapo,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Pat Roberts,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",John Thune,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Rob Portman,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Pat Toomey,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Tim Scott,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Bill Cassidy,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Steve Daines,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Todd Young,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Chuck Grassley,Ex Officio
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Robert P. Casey Jr.,Ranking Member
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Ron Wyden,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Debbie Stabenow,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Maria Cantwell,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Robert Menendez,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Benjamin L. Cardin,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Sherrod Brown,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Mark R. Warner,
Senate Committee on Finance,"International Trade, Customs, and Global Competitiveness",Catherine Cortez Masto,
Senate Committee on Finance,Fiscal Responsibility and Economic Growth,Bill Cassidy,Chairman
Senate Committee on Finance,Fiscal Responsibility and Economic Growth,Tim Scott,
Senate Committee on Finance,Fiscal Responsibility and Economic Growth,James Lankford,
Senate Committee on Finance,Fiscal Responsibility and Economic Growth,Margaret Wood Hassan,Ranking Member
Senate Committee on Finance,Fiscal Responsibility and Economic Growth,Ron Wyden,
Senate Committee on Foreign Relations,,James E. Risch,Chairman
Senate Committee on Foreign Relations,,Marco Rubio,
Senate Committee on Foreign Relations,,Ron Johnson,
Senate Committee on Foreign Relations,,Cory Gardner,
Senate Committee on Foreign Relations,,Mitt Romney,
Senate Committee on Foreign Relations,,Lindsey Graham,
Senate Committee on Foreign Relations,,John Barrasso,
Senate Committee on Foreign Relations,,Rob Portman,
Senate Committee on Foreign Relations,,Rand Paul,
Senate Committee on Foreign Relations,,Todd Young,
Senate Committee on Foreign Relations,,Ted Cruz,
Senate Committee on Foreign Relations,,Robert Menendez,Ranking Member
Senate Committee on Foreign Relations,,Benjamin L. Cardin,
Senate Committee on Foreign Relations,,Jeanne Shaheen,
Senate Committee on Foreign Relations,,Christopher A. Coons,
Senate Committee on Foreign Relations,,Tom Udall,
Senate Committee on Foreign Relations,,Christopher Murphy,
Senate Committee on Foreign Relations,,Tim Kaine,
Senate Committee on Foreign Relations,,Edward J. Markey,
Senate Committee on Foreign Relations,,Jeff Merkley,
Senate Committee on Foreign Relations,,Cory A. Booker,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Ron Johnson,Chairman
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,John Barrasso,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Rob Portman,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Rand Paul,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Mitt Romney,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,James E. Risch,Ex Officio
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Jeanne Shaheen,Ranking Member
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Christopher Murphy,Ranking Member
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Benjamin L. Cardin,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Christopher A. Coons,
Senate Committee on Foreign Relations,Europe and Regional Security Cooperation,Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Cory Gardner,Chairman
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Marco Rubio,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Ron Johnson,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Todd Young,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",James E. Risch,Ex Officio
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Edward J. Markey,Ranking Member
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Christopher A. Coons,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Jeff Merkley,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Tom Udall,
Senate Committee on Foreign Relations,"East Asia, the Pacific, and International Cybersecurity Policy",Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Marco Rubio,Chairman
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Rob Portman,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Ted Cruz,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Cory Gardner,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",John Barrasso,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",James E. Risch,Ex Officio
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Benjamin L. Cardin,Ranking Member
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Tom Udall,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Jeanne Shaheen,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Tim Kaine,
Senate Committee on Foreign Relations,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Womens Issues",Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Mitt Romney,Chairman
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Ted Cruz,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Lindsey Graham,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Cory Gardner,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Rand Paul,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",James E. Risch,Ex Officio
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Christopher Murphy,Ranking Member
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Benjamin L. Cardin,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Jeanne Shaheen,
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Tim Kaine,Ranking Member
Senate Committee on Foreign Relations,"Near East, South Asia, Central Asia, and Counterterrorism",Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,Africa and Global Health Policy,Lindsey Graham,Chairman
Senate Committee on Foreign Relations,Africa and Global Health Policy,Rob Portman,
Senate Committee on Foreign Relations,Africa and Global Health Policy,Ron Johnson,
Senate Committee on Foreign Relations,Africa and Global Health Policy,Ted Cruz,
Senate Committee on Foreign Relations,Africa and Global Health Policy,James E. Risch,Ex Officio
Senate Committee on Foreign Relations,Africa and Global Health Policy,Tim Kaine,Ranking Member
Senate Committee on Foreign Relations,Africa and Global Health Policy,Christopher A. Coons,
Senate Committee on Foreign Relations,Africa and Global Health Policy,Cory A. Booker,Ranking Member
Senate Committee on Foreign Relations,Africa and Global Health Policy,Christopher Murphy,
Senate Committee on Foreign Relations,Africa and Global Health Policy,Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Todd Young,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Rand Paul,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Rob Portman,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Marco Rubio,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",James E. Risch,Ex Officio
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Cory A. Booker,Ranking Member
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Edward J. Markey,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Jeff Merkley,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Tom Udall,
Senate Committee on Foreign Relations,"State Department and USAID Management, International Operations, and Bilateral International Development",Robert Menendez,Ex Officio
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Todd Young,Chairman
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Mitt Romney,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Rand Paul,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",John Barrasso,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Lindsey Graham,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",James E. Risch,Ex Officio
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Jeff Merkley,Ranking Member
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Tom Udall,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Edward J. Markey,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Cory A. Booker,
Senate Committee on Foreign Relations,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",Robert Menendez,Ex Officio
Senate Committee on Homeland Security and Governmental Affairs,,Ron Johnson,Chairman
Senate Committee on Homeland Security and Governmental Affairs,,Rob Portman,
Senate Committee on Homeland Security and Governmental Affairs,,Rand Paul,
Senate Committee on Homeland Security and Governmental Affairs,,James Lankford,
Senate Committee on Homeland Security and Governmental Affairs,,Mitt Romney,
Senate Committee on Homeland Security and Governmental Affairs,,Rick Scott,
Senate Committee on Homeland Security and Governmental Affairs,,Michael B. Enzi,
Senate Committee on Homeland Security and Governmental Affairs,,Josh Hawley,
Senate Committee on Homeland Security and Governmental Affairs,,Gary C. Peters,Ranking Member
Senate Committee on Homeland Security and Governmental Affairs,,Thomas R. Carper,
Senate Committee on Homeland Security and Governmental Affairs,,Margaret Wood Hassan,
Senate Committee on Homeland Security and Governmental Affairs,,Kamala D. Harris,
Senate Committee on Homeland Security and Governmental Affairs,,Kyrsten Sinema,
Senate Committee on Homeland Security and Governmental Affairs,,Jacky Rosen,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Rob Portman,Chairman
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Rand Paul,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,James Lankford,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Mitt Romney,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Josh Hawley,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Ron Johnson,Ex Officio
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Thomas R. Carper,Ranking Member
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Margaret Wood Hassan,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Kamala D. Harris,
Senate Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Jacky Rosen,
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Rand Paul,Chairman
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Rick Scott,
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Michael B. Enzi,
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Josh Hawley,
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Ron Johnson,Ex Officio
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Margaret Wood Hassan,Ranking Member
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Kamala D. Harris,
Senate Committee on Homeland Security and Governmental Affairs,Federal Spending Oversight and Emergency Management,Kyrsten Sinema,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,James Lankford,Chairman
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Rob Portman,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Mitt Romney,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Rick Scott,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Michael B. Enzi,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Ron Johnson,Ex Officio
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Kyrsten Sinema,Ex Officio
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Thomas R. Carper,
Senate Committee on Homeland Security and Governmental Affairs,Regulatory Affairs and Federal Management,Jacky Rosen,
"Senate Committee on Health, Education, Labor, and Pensions",,Lamar Alexander,Chairman
"Senate Committee on Health, Education, Labor, and Pensions",,Michael B. Enzi,
"Senate Committee on Health, Education, Labor, and Pensions",,Richard Burr,
"Senate Committee on Health, Education, Labor, and Pensions",,Rand Paul,
"Senate Committee on Health, Education, Labor, and Pensions",,Susan M. Collins,
"Senate Committee on Health, Education, Labor, and Pensions",,Bill Cassidy,
"Senate Committee on Health, Education, Labor, and Pensions",,Pat Roberts,
"Senate Committee on Health, Education, Labor, and Pensions",,Lisa Murkowski,
"Senate Committee on Health, Education, Labor, and Pensions",,Tim Scott,
"Senate Committee on Health, Education, Labor, and Pensions",,Mitt Romney,
"Senate Committee on Health, Education, Labor, and Pensions",,Mike Braun,
"Senate Committee on Health, Education, Labor, and Pensions",,Patty Murray,Ranking Member
"Senate Committee on Health, Education, Labor, and Pensions",,Bernard Sanders,
"Senate Committee on Health, Education, Labor, and Pensions",,Robert P. Casey Jr.,
"Senate Committee on Health, Education, Labor, and Pensions",,Tammy Baldwin,
"Senate Committee on Health, Education, Labor, and Pensions",,Christopher Murphy,
"Senate Committee on Health, Education, Labor, and Pensions",,Elizabeth Warren,
"Senate Committee on Health, Education, Labor, and Pensions",,Tim Kaine,
"Senate Committee on Health, Education, Labor, and Pensions",,Margaret Wood Hassan,
"Senate Committee on Health, Education, Labor, and Pensions",,Tina Smith,
"Senate Committee on Health, Education, Labor, and Pensions",,Doug Jones,
"Senate Committee on Health, Education, Labor, and Pensions",,Jacky Rosen,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Rand Paul,Chairman
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Lisa Murkowski,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Richard Burr,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Bill Cassidy,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Pat Roberts,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Tim Scott,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Mitt Romney,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Lamar Alexander,Ex Officio
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Robert P. Casey Jr.,Ranking Member
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Bernard Sanders,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Christopher Murphy,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Tim Kaine,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Margaret Wood Hassan,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Tina Smith,
"Senate Committee on Health, Education, Labor, and Pensions",Children and Families,Patty Murray,Ex Officio
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Tim Scott,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Rand Paul,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Mitt Romney,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Mike Braun,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Richard Burr,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Bill Cassidy,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Lamar Alexander,Ex Officio
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Tammy Baldwin,Ranking Member
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Robert P. Casey Jr.,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Elizabeth Warren,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Tina Smith,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Doug Jones,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Jacky Rosen,
"Senate Committee on Health, Education, Labor, and Pensions",Employment and Workplace Safety,Patty Murray,Ex Officio
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Michael B. Enzi,Chairman
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Richard Burr,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Susan M. Collins,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Bill Cassidy,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Pat Roberts,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Mitt Romney,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Mike Braun,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Lisa Murkowski,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Tim Scott,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Lamar Alexander,Ex Officio
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Bernard Sanders,Ranking Member
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Tammy Baldwin,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Christopher Murphy,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Elizabeth Warren,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Tim Kaine,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Margaret Wood Hassan,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Doug Jones,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Jacky Rosen,
"Senate Committee on Health, Education, Labor, and Pensions",Primary Health and Retirement Security,Patty Murray,Ex Officio
Senate Committee on the Judiciary,,Lindsey Graham,Chairman
Senate Committee on the Judiciary,,Chuck Grassley,
Senate Committee on the Judiciary,,John Cornyn,
Senate Committee on the Judiciary,,Mike Lee,
Senate Committee on the Judiciary,,Ted Cruz,
Senate Committee on the Judiciary,,Ben Sasse,
Senate Committee on the Judiciary,,Josh Hawley,
Senate Committee on the Judiciary,,Thom Tillis,
Senate Committee on the Judiciary,,Joni Ernst,
Senate Committee on the Judiciary,,Mike Crapo,
Senate Committee on the Judiciary,,John Kennedy,
Senate Committee on the Judiciary,,Marsha Blackburn,
Senate Committee on the Judiciary,,Dianne Feinstein,Ranking Member
Senate Committee on the Judiciary,,Patrick J. Leahy,
Senate Committee on the Judiciary,,Richard J. Durbin,
Senate Committee on the Judiciary,,Sheldon Whitehouse,
Senate Committee on the Judiciary,,Amy Klobuchar,
Senate Committee on the Judiciary,,Christopher A. Coons,
Senate Committee on the Judiciary,,Richard Blumenthal,
Senate Committee on the Judiciary,,Mazie K. Hirono,
Senate Committee on the Judiciary,,Cory A. Booker,
Senate Committee on the Judiciary,,Kamala D. Harris,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Mike Lee,Chairman
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Chuck Grassley,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Josh Hawley,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Mike Crapo,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Marsha Blackburn,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Amy Klobuchar,Ranking Member
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Patrick J. Leahy,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Richard Blumenthal,
Senate Committee on the Judiciary,"Antitrust, Competition Policy and Consumer Rights",Cory A. Booker,
Senate Committee on the Judiciary,Border Security and Immigration,John Cornyn,Chairman
Senate Committee on the Judiciary,Border Security and Immigration,Lindsey Graham,
Senate Committee on the Judiciary,Border Security and Immigration,Chuck Grassley,
Senate Committee on the Judiciary,Border Security and Immigration,Mike Lee,
Senate Committee on the Judiciary,Border Security and Immigration,Ted Cruz,
Senate Committee on the Judiciary,Border Security and Immigration,Josh Hawley,
Senate Committee on the Judiciary,Border Security and Immigration,Thom Tillis,
Senate Committee on the Judiciary,Border Security and Immigration,Joni Ernst,
Senate Committee on the Judiciary,Border Security and Immigration,John Kennedy,
Senate Committee on the Judiciary,Border Security and Immigration,Richard J. Durbin,Ranking Member
Senate Committee on the Judiciary,Border Security and Immigration,Dianne Feinstein,
Senate Committee on the Judiciary,Border Security and Immigration,Patrick J. Leahy,
Senate Committee on the Judiciary,Border Security and Immigration,Amy Klobuchar,
Senate Committee on the Judiciary,Border Security and Immigration,Christopher A. Coons,
Senate Committee on the Judiciary,Border Security and Immigration,Richard Blumenthal,
Senate Committee on the Judiciary,Border Security and Immigration,Mazie K. Hirono,
Senate Committee on the Judiciary,Border Security and Immigration,Cory A. Booker,
Senate Committee on the Judiciary,the Constitution,Ted Cruz,Chairman
Senate Committee on the Judiciary,the Constitution,John Cornyn,
Senate Committee on the Judiciary,the Constitution,Mike Lee,
Senate Committee on the Judiciary,the Constitution,Ben Sasse,
Senate Committee on the Judiciary,the Constitution,Mike Crapo,
Senate Committee on the Judiciary,the Constitution,Marsha Blackburn,
Senate Committee on the Judiciary,the Constitution,Mazie K. Hirono,Ranking Member
Senate Committee on the Judiciary,the Constitution,Richard J. Durbin,
Senate Committee on the Judiciary,the Constitution,Sheldon Whitehouse,
Senate Committee on the Judiciary,the Constitution,Christopher A. Coons,
Senate Committee on the Judiciary,the Constitution,Kamala D. Harris,
Senate Committee on the Judiciary,Crime and Terrorism,Josh Hawley,Chairman
Senate Committee on the Judiciary,Crime and Terrorism,Lindsey Graham,Chairman
Senate Committee on the Judiciary,Crime and Terrorism,John Cornyn,
Senate Committee on the Judiciary,Crime and Terrorism,Ted Cruz,
Senate Committee on the Judiciary,Crime and Terrorism,Thom Tillis,
Senate Committee on the Judiciary,Crime and Terrorism,Joni Ernst,
Senate Committee on the Judiciary,Crime and Terrorism,John Kennedy,
Senate Committee on the Judiciary,Crime and Terrorism,Sheldon Whitehouse,Ranking Member
Senate Committee on the Judiciary,Crime and Terrorism,Dianne Feinstein,
Senate Committee on the Judiciary,Crime and Terrorism,Richard J. Durbin,
Senate Committee on the Judiciary,Crime and Terrorism,Amy Klobuchar,
