Committee,Subcommittee,Name,Title
Senate Committee on the Judiciary,Crime and Terrorism,Christopher A. Coons,
Senate Committee on the Judiciary,Crime and Terrorism,Cory A. Booker,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Ben Sasse,Chairman
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Chuck Grassley,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Thom Tillis,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Joni Ernst,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Mike Crapo,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",John Kennedy,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Richard Blumenthal,Ranking Member
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Patrick J. Leahy,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Sheldon Whitehouse,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Amy Klobuchar,
Senate Committee on the Judiciary,"Oversight, Agency Action, Federal Rights and Federal Courts",Mazie K. Hirono,
Senate Committee on Rules and Administration,,Roy Blunt,Chairman
Senate Committee on Rules and Administration,,Mitch McConnell,
Senate Committee on Rules and Administration,,Lamar Alexander,
Senate Committee on Rules and Administration,,Pat Roberts,
Senate Committee on Rules and Administration,,Richard C. Shelby,
Senate Committee on Rules and Administration,,Ted Cruz,
Senate Committee on Rules and Administration,,Shelley Moore Capito,
Senate Committee on Rules and Administration,,Roger F. Wicker,
Senate Committee on Rules and Administration,,Deb Fischer,
Senate Committee on Rules and Administration,,Cindy Hyde-Smith,
Senate Committee on Rules and Administration,,Amy Klobuchar,Ranking Member
Senate Committee on Rules and Administration,,Dianne Feinstein,
Senate Committee on Rules and Administration,,Charles E. Schumer,
Senate Committee on Rules and Administration,,Richard J. Durbin,
Senate Committee on Rules and Administration,,Tom Udall,
Senate Committee on Rules and Administration,,Mark R. Warner,
Senate Committee on Rules and Administration,,Patrick J. Leahy,
Senate Committee on Rules and Administration,,Angus S. King Jr.,
Senate Committee on Rules and Administration,,Catherine Cortez Masto,
Senate Committee on Small Business and Entrepreneurship,,Marco Rubio,Chairman
Senate Committee on Small Business and Entrepreneurship,,James E. Risch,
Senate Committee on Small Business and Entrepreneurship,,Rand Paul,
Senate Committee on Small Business and Entrepreneurship,,Tim Scott,
Senate Committee on Small Business and Entrepreneurship,,Joni Ernst,
Senate Committee on Small Business and Entrepreneurship,,James M. Inhofe,
Senate Committee on Small Business and Entrepreneurship,,Todd Young,
Senate Committee on Small Business and Entrepreneurship,,John Kennedy,
Senate Committee on Small Business and Entrepreneurship,,Mitt Romney,
Senate Committee on Small Business and Entrepreneurship,,Josh Hawley,
Senate Committee on Small Business and Entrepreneurship,,Benjamin L. Cardin,Ranking Member
Senate Committee on Small Business and Entrepreneurship,,Maria Cantwell,
Senate Committee on Small Business and Entrepreneurship,,Jeanne Shaheen,
Senate Committee on Small Business and Entrepreneurship,,Edward J. Markey,
Senate Committee on Small Business and Entrepreneurship,,Cory A. Booker,
Senate Committee on Small Business and Entrepreneurship,,Christopher A. Coons,
Senate Committee on Small Business and Entrepreneurship,,Mazie K. Hirono,
Senate Committee on Small Business and Entrepreneurship,,Tammy Duckworth,
Senate Committee on Small Business and Entrepreneurship,,Jacky Rosen,
Senate Committee on Veterans Affairs,,Jerry Moran,
Senate Committee on Veterans Affairs,,John Boozman,
Senate Committee on Veterans Affairs,,Bill Cassidy,
Senate Committee on Veterans Affairs,,Mike Rounds,
Senate Committee on Veterans Affairs,,Thom Tillis,
Senate Committee on Veterans Affairs,,Dan Sullivan,
Senate Committee on Veterans Affairs,,Marsha Blackburn,
Senate Committee on Veterans Affairs,,Kevin Cramer,
Senate Committee on Veterans Affairs,,Jon Tester,Ranking Member
Senate Committee on Veterans Affairs,,Patty Murray,
Senate Committee on Veterans Affairs,,Bernard Sanders,
Senate Committee on Veterans Affairs,,Sherrod Brown,
Senate Committee on Veterans Affairs,,Richard Blumenthal,
Senate Committee on Veterans Affairs,,Mazie K. Hirono,
Senate Committee on Veterans Affairs,,Joe Manchin III,
Senate Committee on Veterans Affairs,,Kyrsten Sinema,
"Senate Committee on Commerce, Science, and Transportation",Security,Dan Sullivan,Chairman
"Senate Committee on Commerce, Science, and Transportation",Security,Roy Blunt,
"Senate Committee on Commerce, Science, and Transportation",Security,Ted Cruz,
"Senate Committee on Commerce, Science, and Transportation",Security,Deb Fischer,
"Senate Committee on Commerce, Science, and Transportation",Security,Marsha Blackburn,
"Senate Committee on Commerce, Science, and Transportation",Security,Mike Lee,
"Senate Committee on Commerce, Science, and Transportation",Security,Ron Johnson,
"Senate Committee on Commerce, Science, and Transportation",Security,Todd Young,
"Senate Committee on Commerce, Science, and Transportation",Security,Rick Scott,
"Senate Committee on Commerce, Science, and Transportation",Security,Roger F. Wicker,Ex Officio
"Senate Committee on Commerce, Science, and Transportation",Security,Edward J. Markey,Ranking Member
"Senate Committee on Commerce, Science, and Transportation",Security,Amy Klobuchar,
"Senate Committee on Commerce, Science, and Transportation",Security,Richard Blumenthal,
"Senate Committee on Commerce, Science, and Transportation",Security,Brian Schatz,
"Senate Committee on Commerce, Science, and Transportation",Security,Tom Udall,
"Senate Committee on Commerce, Science, and Transportation",Security,Tammy Duckworth,
"Senate Committee on Commerce, Science, and Transportation",Security,Kyrsten Sinema,
"Senate Committee on Commerce, Science, and Transportation",Security,Jacky Rosen,
"Senate Committee on Commerce, Science, and Transportation",Security,Maria Cantwell,Ex Officio
Senate Committee on the Judiciary,Intellectual Property,Thom Tillis,Chairman
Senate Committee on the Judiciary,Intellectual Property,Lindsey Graham,
Senate Committee on the Judiciary,Intellectual Property,Chuck Grassley,
Senate Committee on the Judiciary,Intellectual Property,John Cornyn,
Senate Committee on the Judiciary,Intellectual Property,Mike Lee,
Senate Committee on the Judiciary,Intellectual Property,Ben Sasse,
Senate Committee on the Judiciary,Intellectual Property,Mike Crapo,
Senate Committee on the Judiciary,Intellectual Property,Marsha Blackburn,
Senate Committee on the Judiciary,Intellectual Property,Christopher A. Coons,Ranking Member
Senate Committee on the Judiciary,Intellectual Property,Patrick J. Leahy,
Senate Committee on the Judiciary,Intellectual Property,Richard J. Durbin,
Senate Committee on the Judiciary,Intellectual Property,Sheldon Whitehouse,
Senate Committee on the Judiciary,Intellectual Property,Richard Blumenthal,
Senate Committee on the Judiciary,Intellectual Property,Mazie K. Hirono,
Senate Committee on the Judiciary,Intellectual Property,Kamala D. Harris,
