names,descriptions,statuses,bill_committees,sponsors
H.R.6382,Clarity on Small Business Participation in Category Management Act of 2018,Passed House,Small Business | Senate,"Rep. Adams, Alma S. [D-NC-12]"
H.R.6381,Occupation of Guam Remembrance Act,Introduced,Natural Resources,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]"
H.R.6380,Crowdfunding Amendments Act,Introduced,Financial Services,"Rep. McHenry, Patrick T. [R-NC-10]"
H.R.6379,National Flood Insurance Program Extension Act of 2018,Introduced,Financial Services,"Rep. MacArthur, Thomas [R-NJ-3]"
H.R.6378,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2018,Passed House,Energy and Commerce; Judiciary; Veterans' Affairs; Homeland Security,"Rep. Brooks, Susan W. [R-IN-5]"
H.R.6377,Save Community Newspaper Act of 2018,Introduced,Education and the Workforce; Ways and Means,"Rep. Paulsen, Erik [R-MN-3]"
H.R.6376,Senior Executive Service Accountability Act,Introduced,Oversight and Government,"Rep. Walberg, Tim [R-MI-7]"
H.R.6375,GROW American Jobs Act of 2018,Introduced,Energy and Commerce,"Rep. Ruiz, Raul [D-CA-36]"
H.R.6374,Fitness Information Transparency Act of 2018,Passed House,Homeland Security | Senate,"Rep. Perry, Scott [R-PA-4]"
H.R.6373,Promoting National Service and Reducing Unemployment Act,Introduced,Appropriations,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6372,To require the Secretary of Health and Human Services issue regulations to ensure due process rights for physicians furnishing emergency medical services.,Introduced,Energy and Commerce,"Rep. Collins, Chris [R-NY-27]"
H.R.6371,Community Integration Act of 2018,Introduced,Energy and Commerce,"Rep. Cartwright, Matt [D-PA-17]"
H.R.6370,Targeting Rogue and Opaque Letters Act of 2018,Introduced,Energy and Commerce,"Rep. Burgess, Michael C. [R-TX-26]"
H.R.6369,Expanding Contracting Opportunities for Small Businesses Act of 2018,Passed House,Small Business | Senate,"Rep. Marshall, Roger W. [R-KS-1]"
H.R.6368,Encouraging Small Business Innovators,Passed House,"Small Business; Oversight and Government; Science, Space, and Technology | Senate","Rep. Espaillat, Adriano [D-NY-13]"
H.R.6367,Incentivizing Fairness in Subcontracting Act,Passed House,Small Business | Senate,"Rep. Lawson, Al, Jr. [D-FL-5]"
H.R.6366,Darren Drake Act,Introduced,Homeland Security,"Rep. Gottheimer, Josh [D-NJ-5]"
H.R.6365,Treaty of Guadalupe-Hidalgo Land Claims Act of 2018,Introduced,Natural Resources,"Rep. Pearce, Stevan [R-NM-2]"
H.R.6364,LAMP Act of 2018,Introduced,Natural Resources,"Rep. Young, Don [R-AK-At Large]"
H.R.6363,Protecting Immigrant Communities from Consumer Fraud Act of 2018,Introduced,Judiciary; Energy and Commerce,"Rep. Velazquez, Nydia M. [D-NY-7]"
H.R.6362,Invasive Fish and Wildlife Prevention Act of 2018,Introduced,Natural Resources; Judiciary; Ways and Means; Budget,"Rep. Stefanik, Elise M. [R-NY-21]"
H.R.6361,Establishing a Humane Immigration Enforcement System Act,Introduced,Judiciary; Ways and Means; Homeland Security,"Rep. Pocan, Mark [D-WI-2]"
H.R.6360,PREDICTS Act of 2018,Introduced,Natural Resources,"Rep. Norman, Ralph [R-SC-5]"
H.R.6359,"To direct the head of each department and agency of the United States to submit annual reports to Congress on the security clearances to individuals by reason of the individuals' affiliation with hate groups, and for other purposes.",Introduced,Oversight and Government,"Rep. Krishnamoorthi, Raja [D-IL-8]"
H.R.6358,Gay and Trans Panic Defense Prohibition Act of 2018,Introduced,Judiciary,"Rep. Kennedy, Joseph P., III [D-MA-4]"
H.R.6357,"To direct the Comptroller General of the United States to assess and make recommendations related to disaster medical assistance teams, and for other purposes.",Introduced,Energy and Commerce,"Rep. Bilirakis, Gus M. [R-FL-12]"
H.R.6356,LIST Act of 2018,Introduced,Natural Resources,"Rep. Biggs, Andy [R-AZ-5]"
H.R.6355,Providing ESA Timing Improvements That Increase Opportunities for Nonlisting Act of 2018,Introduced,Natural Resources,"Rep. Westerman, Bruce [R-AR-4]"
H.R.6354,STORAGE Act of 2018,Introduced,Natural Resources,"Rep. Gosar, Paul A. [R-AZ-4]"
H.R.6353,To amend the Foreign Intelligence Surveillance Act of 1978 to prohibit the United States Government from accessing and using information of United States persons collected under section 702 of such Act without a warrant.,Introduced,Judiciary; Intelligence (Permanent),"Rep. Roe, David P. [R-TN-1]"
H.R.6352,Know Before You Owe Private Education Loan Act of 2018,Introduced,Education and the Workforce; Financial Services,"Rep. Polis, Jared [D-CO-2]"
H.R.6351,Advancing U.S. Civil Nuclear Competitiveness and Jobs Act,Introduced,Foreign Affairs; Energy and Commerce,"Rep. Johnson, Bill [R-OH-6]"
H.R.6350,AMBER Alert Nationwide Act of 2018,Introduced,Judiciary; Appropriations,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]"
H.R.6349,Improving Middle Class Access to Higher Education Act,Introduced,Education and the Workforce,"Rep. Kinzinger, Adam [R-IL-16]"
H.R.6348,Small Business ACE Act,Became Law,Small Business | Senate,"Rep. Curtis, John R. [R-UT-3]"
H.R.6347,7(a) Real Estate Appraisal Harmonization Act,Became Law,Small Business | Senate,"Rep. Evans, Dwight [D-PA-2]"
H.R.6346,Weigh Habitats Offsetting Locational Effects Act of 2018,Introduced,Natural Resources,"Rep. Johnson, Mike [R-LA-4]"
H.R.6345,Ensuring Meaningful Petition Outreach While Enhancing Rights of States Act of 2018,Introduced,Natural Resources,"Rep. Pearce, Stevan [R-NM-2]"
H.R.6344,LOCAL Act of 2018,Introduced,Natural Resources,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.6343,INPATIENT Act of 2018,Introduced,Energy and Commerce; Ways and Means,"Rep. Huizenga, Bill [R-MI-2]"
H.R.6342,"To make revisions in title 51, United States Code, as necessary to keep the title current, and to make technical amendments to improve the United States Code.",Introduced,Judiciary,"Rep. Smith, Lamar [R-TX-21]"
H.R.6341,Protect Medicare for Seniors Act of 2018,Introduced,Ways and Means; Energy and Commerce,"Rep. Walz, Timothy J. [D-MN-1]"
H.R.6340,Capping Prescription Costs Act of 2018,Introduced,Energy and Commerce,"Rep. Rosen, Jacky [D-NV-3]"
H.R.6339,To prohibit the use of Federal funds by the Department of Health and Human Services to award a grant for any virtual reality platform designed to teach children in China how to cross the street.,Introduced,Energy and Commerce; Ways and Means; Education and the Workforce; Natural Resources,"Rep. Norman, Ralph [R-SC-5]"
H.R.6338,"To prohibit the use of Federal funds by the National Endowment for the Arts to award a grant for South Dakota State University's ""Historic Hobo Day"".",Introduced,Education and the Workforce,"Rep. Norman, Ralph [R-SC-5]"
H.R.6337,To amend the Trade Expansion Act of 1962 to require Congressional approval before the President adjusts imports that are determined to threaten to impair national security.,Introduced,Ways and Means; Rules,"Rep. Gallagher, Mike [R-WI-8]"
H.R.6336,Fair Access for Farmers and Ranchers Act of 2018,Introduced,Agriculture,"Rep. Fudge, Marcia L. [D-OH-11]"
H.R.6335,"To designate the facility of the United States Postal Service located at 322 Main Street in Oakville, Connecticut, as the ""Oakville Veterans Memorial Post Office"".",Became Law,Oversight and Government,"Rep. Esty, Elizabeth H. [D-CT-5]"
H.R.6334,High School CODES Act,Introduced,Education and the Workforce,"Rep. Cardenas, Tony [D-CA-29]"
H.R.6333,Tax Identity Protection Act,Introduced,Ways and Means,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"
H.R.6332,Improving Strategies to Counter Weapons Proliferation Act,Passed House,Financial Services | Senate,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.6331,Daylight Act,Introduced,Energy and Commerce,"Rep. Bishop, Rob [R-UT-1]"
H.R.6330,Small Business Runway Extension Act of 2018,Became Law,Small Business | Senate,"Rep. Knight, Stephen [R-CA-25]"
H.R.6329,Family Business Legacy Act of 2018,Introduced,Ways and Means,"Rep. Noem, Kristi L. [R-SD-At Large]"
H.R.6328,Advancing Procurement Technical Assistance Centers Act,Introduced,Armed Services,"Rep. Espaillat, Adriano [D-NY-13]"
H.R.6327,Divisional Realignment for the Eastern District of Arkansas Act of 2018,Introduced,Judiciary,"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"
H.R.6326,Reunite Separated Families Act of 2018,Introduced,Judiciary,"Rep. Capuano, Michael E. [D-MA-7]"
H.R.6325,Continue American Safety Act (CASA),Introduced,Judiciary,"Rep. Jackson Lee, Sheila [D-TX-18]"
H.R.6324,Middle Market IPO Underwriting Cost Act,Introduced,Financial Services,"Rep. Himes, James A. [D-CT-4]"
H.R.6323,Senior Security Act of 2018,Introduced,Financial Services,"Rep. Gottheimer, Josh [D-NJ-5]"
H.R.6322,Enhancing Multi-Class Share Disclosures Act,Introduced,Financial Services,"Rep. Meeks, Gregory W. [D-NY-5]"
H.R.6321,Investment Adviser Regulatory Flexibility Improvement Act,Introduced,Financial Services,"Rep. Moore, Gwen [D-WI-4]"
H.R.6320,Promoting Transparent Standards for Corporate Insiders Act,Introduced,Financial Services,"Rep. Waters, Maxine [D-CA-43]"
H.R.6319,Expanding Investment in Small Businesses Act,Introduced,Financial Services,"Rep. Hultgren, Randy [R-IL-14]"
H.R.6318,"To amend section 275(a) of the Immigration and Nationality Act to change the first commission of one of the criminal offenses described in that section from a misdemeanor to a felony, and for other purposes.",Introduced,Judiciary; Education and the Workforce; Ways and Means; Appropriations,"Rep. Black, Diane [R-TN-6]"
H.R.6317,Primary Care Enhancement Act of 2018,Introduced,Ways and Means,"Rep. Paulsen, Erik [R-MN-3]"
H.R.6316,Small Business Advocacy Improvements Act of 2018,Passed House,Small Business | Senate,"Rep. Comer, James [R-KY-1]"
H.R.6315,Jeanette Acosta Invest in Women's Health Act of 2018,Introduced,Energy and Commerce,"Rep. Gomez, Jimmy [D-CA-34]"
H.R.6314,Health Savings Act of 2018,Introduced,Ways and Means,"Rep. Burgess, Michael C. [R-TX-26]"
H.R.6313,Responsible Additions and Increases to Sustain Employee Health Benefits Act of 2018,Introduced,Ways and Means,"Rep. Stivers, Steve [R-OH-15]"
H.R.6312,PHIT Act,Introduced,Ways and Means,"Rep. Smith, Jason [R-MO-8]"
H.R.6311,Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018,Passed House,Energy and Commerce; Ways and Means,"Rep. Roskam, Peter J. [R-IL-6]"
H.R.6310,Primary Care Enhancement Act of 2018,Introduced,Ways and Means,"Rep. Paulsen, Erik [R-MN-3]"
H.R.6309,Allowing Working Seniors to Keep Their Health Savings Accounts Act of 2018,Introduced,Ways and Means,"Rep. Paulsen, Erik [R-MN-3]"
H.R.6308,Historical Record Exemption Act of 2018,Introduced,Armed Services,"Rep. Tonko, Paul [D-NY-20]"
H.R.6307,Finger Lakes National Heritage Area Study Act,Introduced,Natural Resources,"Rep. Reed, Tom [R-NY-23]"
H.R.6306,Health Care Security Act of 2018,Introduced,Ways and Means,"Rep. Paulsen, Erik [R-MN-3]"
H.R.6305,Bipartisan HSA Improvement Act of 2018,Introduced,Ways and Means,"Rep. Kelly, Mike [R-PA-3]"
H.R.6304,Reunifying Separated Families Act of 2018,Introduced,Judiciary; Homeland Security,"Rep. Crist, Charlie [D-FL-13]"
H.R.6303,Common Sense Maritime and Consumer Services Protection Act,Introduced,07/05/2018 Referred to the Subcommittee on Coast Guard and Maritime Transportation. (All Actions),"Rep. Posey, Bill [R-FL-8]"
H.R.6302,Cormorant Relief Act,Introduced,Natural Resources,"Rep. Bergman, Jack [R-MI-1]"
H.R.6301,Promoting High-Value Health Care Through Flexibility for High Deductible Health Plans Act of 2018,Introduced,Ways and Means,"Rep. Roskam, Peter J. [R-IL-6]"
H.R.6300,National Ocean Policy Act of 2018,Introduced,Natural Resources,"Rep. Panetta, Jimmy [D-CA-20]"
H.R.6299,Nevada Lands Bill Technical Corrections Act of 2018,Passed House,Natural Resources; Oversight and Government | Senate,"Rep. Amodei, Mark E. [R-NV-2]"
H.R.6298,High School Voter Empowerment Act of 2018,Introduced,House Administration; Education and the Workforce,"Rep. Wilson, Frederica S. [D-FL-24]"
H.R.6297,Assault Weapons Ban and Regulatory Reform Act of 2018,Introduced,Judiciary,"Rep. Wilson, Frederica S. [D-FL-24]"
H.R.6296,REPAY Act,Introduced,Foreign Affairs,"Rep. Speier, Jackie [D-CA-14]"
H.R.6295,Cut the Perks Act,Introduced,Oversight and Government,"Rep. Sinema, Kyrsten [D-AZ-9]"
H.R.6294,REVAMP Act,Introduced,Energy and Commerce,"Rep. Shimkus, John [R-IL-15]"
H.R.6293,Right to Petition Congress Act,Introduced,House Administration; Rules,"Rep. Ruiz, Raul [D-CA-36]"
H.R.6292,Nonprofit Property Protection Act,Introduced,Financial Services,"Rep. Ross, Dennis A. [R-FL-15]"
H.R.6291,Efficient Drug Disposal Act of 2018,Introduced,Energy and Commerce,"Rep. Rice, Tom [R-SC-7]"
H.R.6290,Public Employee Pension Transparency Act,Introduced,Ways and Means,"Rep. Nunes, Devin [R-CA-22]"
H.R.6289,District of Columbia Board of Zoning Adjustment Home Rule Act,Introduced,Oversight and Government,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6288,COASTS Act,Introduced,"Natural Resources; Science, Space, and Technology","Rep. Moulton, Seth [D-MA-6]"
H.R.6287,9/11 Memorial Act,Became Law,Natural Resources,"Rep. MacArthur, Thomas [R-NJ-3]"
H.R.6286,Bus Act of 2018,Introduced,Energy and Commerce,"Rep. Lujan, Ben Ray [D-NM-3]"
H.R.6285,VETS Act,Introduced,Veterans' Affairs,"Rep. Lawson, Al, Jr. [D-FL-5]"
H.R.6284,Better Pay and Lifetime Earnings for Teenage Girls through Adulthood Act,Introduced,Education and the Workforce,"Rep. Lawrence, Brenda L. [D-MI-14]"
H.R.6283,To amend the Internal Revenue Code of 1986 to allow individuals only enrolled in Medicare Part A to contribute to health savings accounts.,Introduced,Ways and Means,"Rep. Latta, Robert E. [R-OH-5]"
H.R.6282,Stop Postal Closures Act,Introduced,Oversight and Government,"Rep. Huffman, Jared [D-CA-2]"
H.R.6281,Veterans FAIR Act of 2018,Introduced,Armed Services,"Rep. Gonzalez, Vicente [D-TX-15]"
H.R.6280,Parent PLUS Loan Improvement Act of 2018,Introduced,Education and the Workforce,"Rep. Fudge, Marcia L. [D-OH-11]"
H.R.6279,Anti-Bullying and Harassment Act of 2018,Introduced,Education and the Workforce,"Rep. Davis, Danny K. [D-IL-7]"
H.R.6278,AVERT Future Gun Violence Act,Introduced,Judiciary,"Rep. Clark, Katherine M. [D-MA-5]"
H.R.6277,Main Street Tax Certainty Act,Introduced,Ways and Means,"Rep. Bishop, Mike [R-MI-8]"
H.R.6276,Strengthening Pensions through Investment in Infrastructure Act,Introduced,Ways and Means,"Rep. Bishop, Mike [R-MI-8]"
H.R.6275,Federal Employees Paid Parental Leave Act of 2018,Introduced,Oversight and Government; House Administration,"Rep. Comstock, Barbara [R-VA-10]"
H.R.6274,Electric CARS Act of 2018,Introduced,Ways and Means,"Rep. Welch, Peter [D-VT-At Large]"
H.R.6273,"To amend the Public Health Service Act to ensure appropriate care by certain 340B covered entities for victims of sexual assault, and for other purposes.",Introduced,Energy and Commerce,"Rep. Walters, Mimi [R-CA-45]"
H.R.6272,Chronic Wasting Disease Transmission in Cervidae Study Act,Introduced,Agriculture; Natural Resources,"Rep. Abraham, Ralph Lee [R-LA-5]"
H.R.6271,Fulfilling Obligations to Families of the Fallen Act,Introduced,Veterans' Affairs,"Rep. Hunter, Duncan D. [R-CA-50]"
H.R.6270,NEAR Act of 2018,Introduced,"Science, Space, and Technology; Natural Resources","Rep. Posey, Bill [R-FL-8]"
H.R.6269,NEATSA Act,Introduced,Energy and Commerce; Ways and Means,"Rep. LaHood, Darin [R-IL-18]"
H.R.6268,PURSE Act,Introduced,Oversight and Government,"Rep. Gosar, Paul A. [R-AZ-4]"
H.R.6267,COAST Research Act,Introduced,"Science, Space, and Technology","Rep. Bonamici, Suzanne [D-OR-1]"
H.R.6266,Enhancing Public Access to Feminine Hygiene Products Act,Introduced,Transportation and Infrastructure,"Rep. Watson Coleman, Bonnie [D-NJ-12]"
H.R.6265,PreCheck is PreCheck Act of 2018,Passed House,Homeland Security | Senate,"Rep. Katko, John [R-NY-24]"
H.R.6264,Restoring America's Leadership in Innovation Act of 2018,Introduced,Judiciary,"Rep. Massie, Thomas [R-KY-4]"
H.R.6263,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,Introduced,Financial Services; House Administration,"Rep. Black, Diane [R-TN-6]"
H.R.6262,Mitigating Attacks on Diplomats Act,Introduced,Foreign Affairs,"Rep. Wilson, Joe [R-SC-2]"
H.R.6261,Improving Choices in Health Care Coverage Act,Introduced,Energy and Commerce,"Rep. Budd, Ted [R-NC-13]"
H.R.6260,Restoring Oversight for Members of Congress Act,Introduced,Oversight and Government,"Rep. Castro, Joaquin [D-TX-20]"
H.R.6259,Make Education Local Act of 2018,Introduced,Education and the Workforce,"Rep. Lesko, Debbie [R-AZ-8]"
H.R.6258,"Financial Services and General Government Appropriations Act, 2019",Introduced,Appropriations,"Rep. Graves, Tom [R-GA-14]"
H.R.6257,Give Judge Venckiene Her Day in Court Act,Introduced,Judiciary,"Rep. Hultgren, Randy [R-IL-14]"
H.R.6256,Congressional Access to Children's Detention Facilities Act,Introduced,Judiciary; Homeland Security,"Rep. Wasserman Schultz, Debbie [D-FL-23]"
H.R.6255,"To amend title 18, United States Code, to establish measures to combat invasive lionfish, and for other purposes.",Introduced,Judiciary; Natural Resources,"Rep. Soto, Darren [D-FL-9]"
H.R.6254,Compassionate Calling and Immigrant Family Reunification Act of 2018,Introduced,Energy and Commerce,"Rep. Pallone, Frank, Jr. [D-NJ-6]"
H.R.6253,To prohibit the Department of Health and Human Services from using any Federal funds to conduct or support a video contest on the Internet or by means of other media.,Introduced,Energy and Commerce; Ways and Means; Education and the Workforce; Natural Resources,"Rep. Norman, Ralph [R-SC-5]"
H.R.6252,Lead-Safe Housing for Kids Act of 2018,Introduced,Financial Services,"Rep. McEachin, A. Donald [D-VA-4]"
H.R.6251,Social Security Administration Fairness Act,Introduced,Ways and Means; Budget; Rules; Energy and Commerce,"Rep. Larson, John B. [D-CT-1]"
H.R.6250,Skills Investment Act of 2018,Introduced,Ways and Means,"Rep. Kilmer, Derek [D-WA-6]"
H.R.6249,REFUSE Act,Introduced,Judiciary; House Administration,"Rep. Kaptur, Marcy [D-OH-9]"
H.R.6248,Fairness in Political Advertising Act of 2018,Introduced,Energy and Commerce,"Rep. Kaptur, Marcy [D-OH-9]"
H.R.6247,XXXXXXX Act of 2018,Introduced,Ways and Means,"Rep. Hultgren, Randy [R-IL-14]"
H.R.6246,Puerto Rico Admission Act of 2018,Introduced,Natural Resources,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]"
H.R.6245,Congressional Oversight Act,Introduced,Oversight and Government,"Rep. Gonzalez, Vicente [D-TX-15]"
H.R.6244,"To designate the United States courthouse located at 300 South Fourth Street in Minneapolis, Minnesota, as the ""Diana E. Murphy United States Courthouse"".",Introduced,"06/28/2018 Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management. (All Actions)","Rep. Emmer, Tom [R-MN-6]"
H.R.6243,Leave No Americans Behind Act of 2018,Introduced,Foreign Affairs,"Rep. Dingell, Debbie [D-MI-12]"
H.R.6242,Tribal TANF Fairness Act of 2018,Introduced,Ways and Means,"Rep. Cook, Paul [R-CA-8]"
H.R.6241,Denying Chinese Investors Access to U.S. Small Business Aid Act,Introduced,Small Business,"Rep. Collins, Chris [R-NY-27]"
H.R.6240,Drug Discount Accountability Act,Introduced,Energy and Commerce,"Rep. Collins, Chris [R-NY-27]"
H.R.6239,DISCLOSE Act of 2018,Introduced,House Administration; Ways and Means; Financial Services; Oversight and Government,"Rep. Cicilline, David N. [D-RI-1]"
H.R.6238,Public Service Freedom to Negotiate Act of 2018,Introduced,Education and the Workforce,"Rep. Cartwright, Matt [D-PA-17]"
H.R.6237,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,Passed House,Intelligence (Permanent); Ways and Means,"Rep. Nunes, Devin [R-CA-22]"
H.R.6236,Family Unity Rights and Protection Act,Introduced,Judiciary; Ways and Means; Armed Services,"Rep. Bass, Karen [D-CA-37]"
H.R.6235,Securing Airspace For Emergency Responders Act,Introduced,Judiciary,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.6234,Veterans Legal Support Act of 2018,Introduced,Veterans' Affairs,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6233,Family Poverty is Not Child Neglect Act,Introduced,Education and the Workforce,"Rep. Moore, Gwen [D-WI-4]"
H.R.6232,Preventing Family Separation for Immigrants with Disabilities Act,Introduced,Judiciary; Homeland Security,"Rep. Maloney, Sean Patrick [D-NY-18]"
H.R.6231,Care Packages for Our Heroes Act of 2018,Introduced,Oversight and Government,"Rep. MacArthur, Thomas [R-NJ-3]"
H.R.6230,Fairness for Farm Workers Act,Introduced,Education and the Workforce,"Rep. Grijalva, Raul M. [D-AZ-3]"
H.R.6229,National Institute of Standards and Technology Reauthorization Act of 2018,Passed House,"Science, Space, and Technology | Senate","Rep. Comstock, Barbara [R-VA-10]"
H.R.6228,To amend the Internal Revenue Code of 1986 to make permanent the increase in the estate and gift tax exemption made by Public Law 115-97.,Introduced,Ways and Means,"Rep. Marchant, Kenny [R-TX-24]"
H.R.6227,National Quantum Initiative Act,Became Law,"Science, Space, and Technology | Senate","Rep. Smith, Lamar [R-TX-21]"
H.R.6226,American Space Situational Awareness and Framework for Entity Management Act,Introduced,"Science, Space, and Technology; Budget","Rep. Smith, Lamar [R-TX-21]"
H.R.6225,Medicare Home Health Flexibility Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Smith, Jason [R-MO-8]"
H.R.6224,Protect European Energy Security Act,Introduced,Foreign Affairs; Intelligence (Permanent),"Rep. Heck, Denny [D-WA-10]"
H.R.6223,Child Advocate Program Reauthorization Act,Introduced,Judiciary,"Rep. Meng, Grace [D-NY-6]"
H.R.6222,Better Care for Kids Act,Introduced,Judiciary,"Rep. Meng, Grace [D-NY-6]"
H.R.6221,Carson City Mint 150th Anniversary Commemorative Coin Act of 2018,Introduced,Financial Services,"Rep. Amodei, Mark E. [R-NV-2]"
H.R.6220,Restoring Fair Housing Protections Eliminated by HUD Act of 2018,Introduced,Judiciary; Financial Services,"Rep. Waters, Maxine [D-CA-43]"
H.R.6219,Georgia Support Act,Passed House,Foreign Affairs; Judiciary; Ways and Means | Senate,"Rep. Poe, Ted [R-TX-2]"
H.R.6218,Give Judge Venckiene Her Day in Court Act,Introduced,Judiciary,"Rep. Smith, Christopher H. [R-NJ-4]"
H.R.6217,"To designate the facility of the United States Postal Service located at 241 N 4th Street in Grand Junction, Colorado, as the ""Deputy Sheriff Derek Geer Post Office Building"".",Became Law,Oversight and Government,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.6216,"To designate the facility of the United States Postal Service located at 3025 Woodgate Road in Montrose, Colorado, as the ""Sergeant David Kinterknecht Post Office"".",Became Law,Oversight and Government,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.6215,District of Columbia Zoning Commission Home Rule Act,Introduced,Oversight and Government,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6214,Paul Laurence Dunbar Commemorative Coin Act,Introduced,Financial Services,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6213,History and Tradition Protection Act of 2018,Introduced,Judiciary,"Rep. Johnson, Mike [R-LA-4]"
H.R.6212,Imported Seafood Safety Standards Act,Introduced,Energy and Commerce,"Rep. Higgins, Clay [R-LA-3]"
H.R.6211,Puerto Rico Data Collection Equality Act of 2018,Introduced,Natural Resources; Energy and Commerce; Oversight and Government; Education and the Workforce; Agriculture; Judiciary; Financial Services,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]"
H.R.6210,"To amend title 5, United States Code, to provide authority to the Administrator of the Drug Enforcement Administration to provide a cash award to Administration employees with foreign language skills, and for other purposes.",Introduced,Oversight and Government,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]"
H.R.6209,"To amend the Fair Housing Act to provide that it is unlawful for any person engaging in a residential real estate-related transaction to discriminate against any person in making available such a transaction, or in the terms or conditions of such a transaction, because all or part of the person's income derives from a source located in Puerto Rico or any other territory of the United States, and for other purposes.",Introduced,Judiciary,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]"
H.R.6208,Puerto Rico Flexibility in Food Assistance Act of 2018,Introduced,Agriculture,"Rep. Velazquez, Nydia M. [D-NY-7]"
H.R.6207,Democratic Republic of the Congo Democracy and Accountability Act of 2018,Passed House,Foreign Affairs | Senate,"Rep. Smith, Christopher H. [R-NJ-4]"
H.R.6206,Coast Guard Blue Technology Center of Expertise Act,Introduced,1020,"Rep. Garamendi, John [D-CA-3]"
H.R.6205,DOSE Act,Introduced,Energy and Commerce; Judiciary,"Rep. Young, Don [R-AK-At Large]"
H.R.6204,Families First Act of 2018,Introduced,Judiciary; Foreign Affairs,"Rep. Sessions, Pete [R-TX-32]"
H.R.6203,Endometrial Cancer Research and Education Act of 2018,Introduced,Energy and Commerce,"Rep. Scott, David [D-GA-13]"
H.R.6202,"To allow States to elect to observe year-round daylight saving time, and for other purposes.",Introduced,Energy and Commerce,"Rep. Rogers, Mike D. [R-AL-3]"
H.R.6201,To require the Secretary of Health and Human Services to establish a National Advisory Committee on Individuals with Disabilities in All-Hazards Emergencies.,Introduced,Energy and Commerce,"Rep. Langevin, James R. [D-RI-2]"
H.R.6200,Transportation Workforce Modernization Act,Introduced,Transportation and Infrastructure,"Rep. Johnson, Eddie Bernice [D-TX-30]"
H.R.6199,Restoring Access to Medication and Modernizing Health Savings Accounts Act of 2018,Passed House,Ways and Means,"Rep. Jenkins, Lynn [R-KS-2]"
H.R.6198,Countering Weapons of Mass Destruction Act of 2018,Passed House,Homeland Security; Energy and Commerce | Senate,"Rep. Donovan, Daniel M., Jr. [R-NY-11]"
H.R.6197,Rescuing Animals With Rewards Act of 2018,Passed House,Foreign Affairs | Senate,"Rep. Donovan, Daniel M., Jr. [R-NY-11]"
H.R.6196,ALLERGY Act,Introduced,Education and the Workforce,"Rep. Cartwright, Matt [D-PA-17]"
H.R.6195,Protect Kids and Parents Act,Introduced,Judiciary,"Rep. Brat, Dave [R-VA-7]"
H.R.6194,REAL Reform Act of 2018,Introduced,Transportation and Infrastructure; Financial Services,"Rep. Barletta, Lou [R-PA-11]"
H.R.6193,Central America Family Protection and Reunification Act,Introduced,Foreign Affairs; Judiciary,"Rep. Engel, Eliot L. [D-NY-16]"
H.R.6192,Credit Services Protection Act of 2018,Introduced,Financial Services; Energy and Commerce,"Rep. Royce, Edward R. [R-CA-39]"
H.R.6191,For the relief of Alejandra Juarez.,Introduced,Judiciary,"Rep. Soto, Darren [D-FL-9]"
H.R.6190,Keep Families Together and Enforce the Law Act,Introduced,Judiciary,"Rep. Webster, Daniel [R-FL-11]"
H.R.6189,Payroll Fraud Prevention Act of 2018,Introduced,Education and the Workforce; Ways and Means,"Rep. Takano, Mark [D-CA-41]"
H.R.6188,Prevent Election Hacking Act of 2018,Introduced,House Administration,"Rep. Quigley, Mike [D-IL-5]"
H.R.6187,District of Columbia Courts Home Rule Act,Introduced,Oversight and Government,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.6186,Minority Bank Advisory Committee Act of 2018,Introduced,Financial Services,"Rep. Meeks, Gregory W. [D-NY-5]"
H.R.6185,Johnson-O'Malley Supplemental Indian Education Program Modernization Act,Introduced,Education and the Workforce,"Rep. McCollum, Betty [D-MN-4]"
H.R.6184,Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2018,Introduced,Education and the Workforce,"Rep. Matsui, Doris O. [D-CA-6]"
