names,descriptions,statuses,bill_committees,sponsors
H.R.7401,Strengthening Refugee Resettlement Act,Introduced,Judiciary; Foreign Affairs; Ways and Means,"Rep. Ellison, Keith [D-MN-5]"
H.R.7400,Making continuing appropriations for the Coast Guard.,Introduced,Appropriations,"Rep. Wild, Susan [D-PA-15]"
H.R.7399,Inaugural Fund Integrity Act,Introduced,House Administration; Oversight and Government,"Rep. Scanlon, Mary Gay [D-PA-7]"
H.R.7398,SPA Act,Introduced,House Administration,"Rep. Foster, Bill [D-IL-11]"
H.R.7397,"To provide further additional continuing appropriations for fiscal year 2019, and for other purposes.",Introduced,Appropriations; Budget,"Rep. Hoyer, Steny H. [D-MD-5]"
H.R.7396,Border Security and Child Safety Act,Introduced,Judiciary; Homeland Security,"Rep. Torres, Norma J. [D-CA-35]"
H.R.7395,"To direct the Secretary of Health and Human Services to allow delivery of medical supplies by unmanned aerial systems, and for other purposes.",Introduced,Energy and Commerce; Ways and Means; Natural Resources,"Rep. Meadows, Mark [R-NC-11]"
H.R.7394,"To prohibit the Federal financial regulators from requiring compliance with the accounting standards update of the Financial Accounting Standards Board related to current expected credit loss (""CECL""), to require the Securities and Exchange Commission to take certain impacts of a proposed accounting principle into consideration before accepting the principle, and for other purposes.",Introduced,Financial Services; Agriculture,"Rep. Luetkemeyer, Blaine [R-MO-3]"
H.R.7393,Medicaid Quality Care Act,Introduced,Energy and Commerce,"Rep. Faso, John J. [R-NY-19]"
H.R.7392,TRACED Act,Introduced,Energy and Commerce,"Rep. Babin, Brian [R-TX-36]"
H.R.7391,Rural Hospital Freedom and Flexibility Act of 2018,Introduced,Ways and Means; Energy and Commerce,"Rep. Arrington, Jodey C. [R-TX-19]"
H.R.7390,Violence Against Women Extension Act of 2018,Introduced,Judiciary; Energy and Commerce; Education and the Workforce; Financial Services; Natural Resources; Foreign Affairs,"Rep. Jackson Lee, Sheila [D-TX-18]"
H.R.7389,Federal Permitting Reform and Jobs Act,Introduced,Natural Resources,"Rep. Marino, Tom [R-PA-10]"
H.R.7388,National Flood Insurance Program Competition and Extension Act of 2018,Failed House,Financial Services,"Rep. MacArthur, Thomas [R-NJ-3]"
H.R.7387,Crooked River Ranch Fire Protection Act,Introduced,Natural Resources,"Rep. Walden, Greg [R-OR-2]"
H.R.7386,Faster Access to Federal Student Aid Act of 2018,Introduced,Ways and Means; Education and the Workforce,"Rep. Walberg, Tim [R-MI-7]"
H.R.7385,Disaster Housing Assistance Program Accountability Act,Introduced,Transportation and Infrastructure,"Rep. Titus, Dina [D-NV-1]"
H.R.7384,UIGHUR Act of 2018,Introduced,Foreign Affairs; Oversight and Government; Judiciary,"Rep. Sherman, Brad [D-CA-30]"
H.R.7383,"Too Big To Fail, Too Big To Exist Act",Introduced,Financial Services,"Rep. Sherman, Brad [D-CA-30]"
H.R.7382,Fannie Mae and Freddie Mac Lobbying Regulation Act of 2018,Introduced,Financial Services,"Rep. Royce, Edward R. [R-CA-39]"
H.R.7381,Protect our Girls Act of 2018,Introduced,Judiciary,"Rep. Perry, Scott [R-PA-4]"
H.R.7380,Post-Disaster Assistance Online Accountability Act,Introduced,Transportation and Infrastructure; Small Business; Financial Services,"Rep. Meadows, Mark [R-NC-11]"
H.R.7379,American Agriculture First Act,Introduced,Agriculture,"Rep. Meadows, Mark [R-NC-11]"
H.R.7378,Guidance Clarity Act of 2018,Introduced,Oversight and Government,"Rep. Luetkemeyer, Blaine [R-MO-3]"
H.R.7377,Children of Fallen Servicemembers AMT Relief Act,Introduced,Ways and Means,"Rep. Larsen, Rick [D-WA-2]"
H.R.7376,The Earning Experience Act of 2018,Introduced,Education and the Workforce,"Rep. Kilmer, Derek [D-WA-6]"
H.R.7375,SHELTER Act of 2018,Introduced,Ways and Means; Natural Resources; Financial Services; Budget,"Rep. Jones, Brenda [D-MI-13]"
H.R.7374,Minimum Wage Fairness Act of 2018,Introduced,Education and the Workforce; Oversight and Government; Financial Services,"Rep. Jones, Brenda [D-MI-13]"
H.R.7373,To amend the Internal Revenue Code of 1986 to provide an exemption from FIRPTA for interests held by certain foreign insurance companies.,Introduced,Ways and Means,"Rep. Holding, George [R-NC-2]"
H.R.7372,Protect SNAP Act,Introduced,Agriculture,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7371,"To provide that the Social Security Administration pay fees associated with obtaining a birth certificate or State identification card for purposes of obtaining a replacement social security card for certain victims of domestic violence, and for other purposes.",Introduced,Ways and Means,"Rep. Crist, Charlie [D-FL-13]"
H.R.7370,Spam Calls Task Force Act of 2018,Introduced,Energy and Commerce,"Rep. Crist, Charlie [D-FL-13]"
H.R.7369,DEA Notification Act of 2018,Introduced,Energy and Commerce; Ways and Means; Judiciary,"Rep. Bilirakis, Gus M. [R-FL-12]"
H.R.7368,Federal Employee Retroactive Pay Fairness Act,Introduced,Oversight and Government,"Rep. Beyer, Donald S., Jr. [D-VA-8]"
H.R.7367,"To designate a peak in the State of Washington as ""Mount Cleator"".",Introduced,Natural Resources,"Rep. Beyer, Donald S., Jr. [D-VA-8]"
H.R.7366,RAMP Act,Introduced,Judiciary,"Rep. Issa, Darrell E. [R-CA-49]"
H.R.7365,"To require the Federal Communications Commission to approve or deny a license transfer application within 180 days of submission, and for other purposes.",Introduced,Energy and Commerce,"Rep. Flores, Bill [R-TX-17]"
H.R.7364,Financial Protection for Our Military Families Act,Introduced,Financial Services; Armed Services,"Rep. Barr, Andy [R-KY-6]"
H.R.7363,Biased Algorithm Deterrence Act of 2018,Introduced,Energy and Commerce,"Rep. Gohmert, Louie [R-TX-1]"
H.R.7362,Pay our Doctors Act of 2018,Introduced,Appropriations,"Rep. Mullin, Markwayne [R-OK-2]"
H.R.7361,To amend the Internal Revenue Code of 1986 to allow exclusion of gain or loss on like-kind exchanges of virtual currency.,Introduced,Ways and Means,"Rep. Budd, Ted [R-NC-13]"
H.R.7360,Shut Down Child Prison Camps Act,Introduced,Judiciary,"Rep. Chu, Judy [D-CA-27]"
H.R.7359,Voter Information and Access Act of 2018,Introduced,Judiciary,"Rep. Moore, Gwen [D-WI-4]"
H.R.7358,Tax Fairness for Americans Abroad Act of 2018,Introduced,Ways and Means,"Rep. Holding, George [R-NC-2]"
H.R.7357,Automated Mobility Act of 2018,Introduced,"Transportation and Infrastructure; Energy and Commerce; Education and the Workforce; Financial Services; Science, Space, and Technology","Rep. Lipinski, Daniel [D-IL-3]"
H.R.7356,Token Taxonomy Act,Introduced,Financial Services; Ways and Means,"Rep. Davidson, Warren [R-OH-8]"
H.R.7355,PRRADA,Introduced,Judiciary,"Rep. Velazquez, Nydia M. [D-NY-7]"
H.R.7354,Small Business Lending Fairness Act,Introduced,Financial Services,"Rep. Velazquez, Nydia M. [D-NY-7]"
H.R.7353,Training Highly Skilled Americans Act of 2018,Introduced,"Education and the Workforce; Judiciary; Science, Space, and Technology","Rep. Titus, Dina [D-NV-1]"
H.R.7352,Performance-Based Building Act of 2018,Introduced,Veterans' Affairs,"Rep. Shuster, Bill [R-PA-9]"
H.R.7351,Nuclear Cooperation Agreements Reform Act of 2018,Introduced,Foreign Affairs; Rules,"Rep. Sherman, Brad [D-CA-30]"
H.R.7350,No Nuclear Weapons for Saudi Arabia Act of 2018,Introduced,Foreign Affairs,"Rep. Sherman, Brad [D-CA-30]"
H.R.7349,Savings Account for Every American Act of 2018,Introduced,Ways and Means; Oversight and Government,"Rep. Sessions, Pete [R-TX-32]"
H.R.7348,Affordable Drug Manufacturing Act of 2018,Introduced,Energy and Commerce,"Rep. Schakowsky, Janice D. [D-IL-9]"
H.R.7347,USE IT Act,Introduced,"Energy and Commerce; Science, Space, and Technology; Natural Resources; Transportation and Infrastructure; Ways and Means","Rep. Peters, Scott H. [D-CA-52]"
H.R.7346,Low-Wage Federal Contractor Employee Back Pay Act of 2018,Introduced,Oversight and Government,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.7345,National Commission to Combat Workplace Sexual Harassment Act,Introduced,Education and the Workforce,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.7344,To reauthorize tuition assistance programs under the District of Columbia College Access Act of 1999.,Introduced,Oversight and Government,"Rep. Meadows, Mark [R-NC-11]"
H.R.7343,"To require the Federal Communications Commission and the Federal Trade Commission to jointly establish a robocaller bounty pilot program, and for other purposes.",Introduced,Energy and Commerce,"Rep. Graves, Garret [R-LA-6]"
H.R.7342,Stop Subsidizing Childhood Obesity Act,Introduced,Ways and Means; Education and the Workforce,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7341,SWEET Act,Introduced,Ways and Means; Energy and Commerce,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7340,Medicare Advantage Bill of Rights Act of 2018,Introduced,Ways and Means; Energy and Commerce,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7339,Medicare for America Act of 2018,Introduced,Ways and Means; Energy and Commerce; Education and the Workforce; Natural Resources; Judiciary,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7338,Safe Food Act of 2018,Introduced,Energy and Commerce; Agriculture,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7337,Stop Tobacco Sales to Youth Act of 2018,Introduced,Judiciary,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7336,Pathogen Reduction and Testing Reform Act of 2018,Introduced,Agriculture,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7335,Fairness and Opportunities for Married Households With Student Loans Act,Introduced,Ways and Means,"Rep. Davis, Danny K. [D-IL-7]"
H.R.7334,Sunset Inefficient and Unaccountable Government Act,Introduced,Oversight and Government,"Rep. Byrne, Bradley [R-AL-1]"
H.R.7333,FEMA Modernization Act of 2018,Introduced,Transportation and Infrastructure; Small Business; Energy and Commerce; Education and the Workforce; Judiciary; Financial Services; Homeland Security,"Rep. Jackson Lee, Sheila [D-TX-18]"
H.R.7332,Protect American Taxpayers and Secure Border Act,Introduced,Judiciary; Homeland Security,"Rep. Jackson Lee, Sheila [D-TX-18]"
H.R.7331,"To designate the facility of the United States Postal Service located at 11158 Highway 146 North in Hardin, Texas, as the ""Lucas Lowe Post Office"".",Introduced,Oversight and Government,"Rep. Babin, Brian [R-TX-36]"
H.R.7330,Agriculture Research Integrity Act of 2018,Introduced,Agriculture,"Rep. Pingree, Chellie [D-ME-1]"
H.R.7329,"To make technical corrections to provisions of law enacted by the Frank LoBiondo Coast Guard Authorization Act of 2018, and for other purposes.",Passed House,12/21/2018 Received in the Senate. (All Actions),"Rep. Shuster, Bill [R-PA-9]"
H.R.7328,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2018,Passed House,Energy and Commerce; Veterans' Affairs; Judiciary; Homeland Security,"Rep. Brooks, Susan W. [R-IN-5]"
H.R.7327,Strengthening and Enhancing Cyber-capabilities by Utilizing Risk Exposure Technology Act,Became Law,Oversight and Government; Homeland Security,"Rep. Hurd, Will [R-TX-23]"
H.R.7326,Effective Prosecution of Possession of Biological Toxins and Agents Act of 2018,Introduced,Judiciary,"Rep. Ratcliffe, John [R-TX-4]"
H.R.7325,Border Bonds for America Act of 2018,Introduced,Ways and Means; Homeland Security,"Rep. Palazzo, Steven M. [R-MS-4]"
H.R.7324,Preserving Access to Orphan Drugs Act of 2018,Introduced,Ways and Means; Energy and Commerce,"Rep. Kelly, Mike [R-PA-3]"
H.R.7323,Independent and Community Bank Shareholders Protection Act,Introduced,Financial Services,"Rep. Jenkins, Lynn [R-KS-2]"
H.R.7322,To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to ensure that unmet needs after a major disaster are met.,Introduced,Transportation and Infrastructure,"Rep. Graves, Garret [R-LA-6]"
H.R.7321,Blocking Iran Illicit Finance Act,Introduced,Foreign Affairs; Financial Services; Judiciary; Ways and Means; Oversight and Government,"Rep. Gallagher, Mike [R-WI-8]"
H.R.7320,Trauma-Informed Schools Act of 2018,Introduced,Education and the Workforce,"Rep. Clark, Katherine M. [D-MA-5]"
H.R.7319,"To amend the Federal Assets Sale and Transfer Act of 2016 to provide flexibility with respect to the leaseback of certain Federal real property, and for other purposes.",Became Law,Transportation and Infrastructure,"Rep. Barletta, Lou [R-PA-11]"
H.R.7318,"To amend the Federal Assets Sale and Transfer Act of 2016 to ensure that the Public Buildings Reform Board has adequate time to carry out the responsibilities of the Board, and for other purposes.",Became Law,Transportation and Infrastructure,"Rep. Barletta, Lou [R-PA-11]"
H.R.7317,Performance-based Building Act of 2018,Introduced,Veterans' Affairs; Transportation and Infrastructure,"Rep. Shuster, Bill [R-PA-9]"
H.R.7316,"To make technical corrections to provisions of law enacted by the Frank LoBiondo Coast Guard Authorization Act of 2018, and for other purposes.",Introduced,Transportation and Infrastructure,"Rep. Shuster, Bill [R-PA-9]"
H.R.7315,Protecting American Communities from Wildfire Act,Introduced,Natural Resources; Agriculture,"Rep. Westerman, Bruce [R-AR-4]"
H.R.7314,Guatemala Rule of Law Accountability Act,Introduced,Foreign Affairs; Judiciary,"Rep. Torres, Norma J. [D-CA-35]"
H.R.7313,Advancing Grid Storage Act of 2018,Introduced,"Energy and Commerce; Science, Space, and Technology","Rep. Takano, Mark [D-CA-41]"
H.R.7312,Battery Storage Innovation Act,Introduced,"Energy and Commerce; Science, Space, and Technology","Rep. Takano, Mark [D-CA-41]"
H.R.7311,S.T.O.R.A.G.E. Act,Introduced,"Energy and Commerce; Science, Space, and Technology","Rep. Takano, Mark [D-CA-41]"
H.R.7310,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to authorize the Attorney General to make grants to States and units of local government to deploy and implement gunfire detection and location technology, and for other purposes.",Introduced,Judiciary,"Rep. Sensenbrenner, F. James, Jr. [R-WI-5]"
H.R.7309,"To authorize the Every Word We Utter Monument to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",Introduced,Natural Resources,"Rep. Polis, Jared [D-CO-2]"
H.R.7308,Increased Transparency in 501(c)(4) Organizations Act of 2018,Introduced,Ways and Means,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.7307,Ronald V. Dellums Memorial Fellowship for Women of Color in STEAM and National Security Act,Introduced,Education and the Workforce; Armed Services,"Rep. Lee, Barbara [D-CA-13]"
H.R.7306,Democracy Dollars Act,Introduced,House Administration; Ways and Means,"Rep. Khanna, Ro [D-CA-17]"
H.R.7305,Choices for Increased Mobility Act of 2018,Introduced,Energy and Commerce; Ways and Means,"Rep. Johnson, Sam [R-TX-3]"
H.R.7304,"To authorize the Secretary of the Treasury to issue Border Wall Bonds, and for other purposes.",Introduced,Ways and Means,"Rep. Harris, Andy [R-MD-1]"
H.R.7303,Protecting Financial Aid for Students and Taxpayers Act,Introduced,Education and the Workforce,"Rep. Grijalva, Raul M. [D-AZ-3]"
H.R.7302,PRIDE Act,Introduced,Education and the Workforce,"Rep. Grijalva, Raul M. [D-AZ-3]"
H.R.7301,Physician Education for Fistula Treatment Act,Introduced,Foreign Affairs,"Rep. DeLauro, Rosa L. [D-CT-3]"
H.R.7300,Taxpayer Penalty Protection Act of 2018,Introduced,Ways and Means,"Rep. Chu, Judy [D-CA-27]"
H.R.7299,ASSURE Act of 2018,Introduced,Financial Services; Veterans' Affairs; Armed Services; Oversight and Government,"Rep. Cartwright, Matt [D-PA-17]"
H.R.7298,Connect America's Capital Act,Introduced,Transportation and Infrastructure,"Rep. Brat, Dave [R-VA-7]"
H.R.7297,"Earl N. Williams, Sr., First Chance Act",Introduced,Education and the Workforce,"Rep. Davis, Danny K. [D-IL-7]"
H.R.7296,Protecting Foster Youth Resources to Promote Self-Sufficiency Act,Introduced,Ways and Means,"Rep. Davis, Danny K. [D-IL-7]"
H.R.7295,Medical Records Access Fairness Act,Introduced,Energy and Commerce,"Rep. Foster, Bill [D-IL-11]"
H.R.7294,Accountable Capitalism Act,Introduced,Energy and Commerce; Ways and Means; Financial Services; House Administration; Education and the Workforce,"Rep. Lujan, Ben Ray [D-NM-3]"
H.R.7293,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the ""Louise and Bob Slaughter Post Office"".",Passed House,Oversight and Government,"Rep. Morelle, Joseph D. [D-NY-25]"
H.R.7292,Megan Rondini and Leah Griffin Sexual Assault Victims Protection Act of 2018,Introduced,Energy and Commerce; Ways and Means; Judiciary,"Rep. Poe, Ted [R-TX-2]"
H.R.7291,GLOBE Act of 2018,Introduced,Foreign Affairs; Judiciary,"Rep. Titus, Dina [D-NV-1]"
H.R.7290,Global Health Security Act of 2018,Introduced,Foreign Affairs; Armed Services; Intelligence (Permanent),"Rep. Connolly, Gerald E. [D-VA-11]"
H.R.7289,Fairness for Every Driver Act,Introduced,Ways and Means,"Rep. Smith, Jason [R-MO-8]"
H.R.7288,Veterans' Right to Breathe Act,Introduced,Veterans' Affairs,"Rep. Ruiz, Raul [D-CA-36]"
H.R.7287,Jennifer Kepner HOPE Act,Introduced,Veterans' Affairs,"Rep. Ruiz, Raul [D-CA-36]"
H.R.7286,21st Century American Service Act,Introduced,Education and the Workforce; Ways and Means,"Rep. Moulton, Seth [D-MA-6]"
H.R.7285,Refugee Sanitation Facility Safety Act of 2018,Introduced,Foreign Affairs,"Rep. Meng, Grace [D-NY-6]"
H.R.7284,PFAS Detection Act of 2018,Introduced,Natural Resources,"Rep. Kildee, Daniel T. [D-MI-5]"
H.R.7283,Internet of Things (IoT) Federal Cybersecurity Improvement Act of 2018,Introduced,"Oversight and Government; Science, Space, and Technology","Rep. Kelly, Robin L. [D-IL-2]"
H.R.7282,PRISM Act,Introduced,Natural Resources,"Rep. Grijalva, Raul M. [D-AZ-3]"
H.R.7281,Driver and Officer Safety Education Act,Introduced,Transportation and Infrastructure,"Rep. Green, Al [D-TX-9]"
H.R.7280,"To direct the Architect of the Capitol to install a commemorative plaque next to each office previously used by a Member of Congress who became President of the United States, and for other purposes.",Introduced,House Administration,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]"
H.R.7279,Water Infrastructure Improvement Act,Became Law,Transportation and Infrastructure,"Rep. Gibbs, Bob [R-OH-7]"
H.R.7278,To amend the Employee Retirement Income Security Act of 1974.,Introduced,Education and the Workforce,"Rep. Estes, Ron [R-KS-4]"
H.R.7277,Prevention of Unconstitutional War with Iran Act of 2018,Introduced,Foreign Affairs; Armed Services,"Rep. Eshoo, Anna G. [D-CA-18]"
H.R.7276,"To prohibit the Social Security Administration from reinstating the reconsideration level of appeal for disability determinations in the 10 prototype States, and for other purposes.",Introduced,Ways and Means,"Rep. Boyle, Brendan F. [D-PA-13]"
H.R.7275,MAPLE Act of 2018,Introduced,Judiciary,"Rep. Blumenauer, Earl [D-OR-3]"
H.R.7274,Keeping Guns From Criminals Act,Introduced,Judiciary,"Rep. Beyer, Donald S., Jr. [D-VA-8]"
H.R.7273,Forever GI Bill Housing Payment Fulfillment Act of 2018,Introduced,Veterans' Affairs,"Rep. Barr, Andy [R-KY-6]"
H.R.7272,Mobile Health Record Act of 2018,Introduced,Energy and Commerce; Ways and Means,"Rep. Brooks, Susan W. [R-IN-5]"
H.R.7271,Public-Private Partnership Advisory Council to End Human Trafficking Act,Introduced,Foreign Affairs; Judiciary,"Rep. Curtis, John R. [R-UT-3]"
H.R.7270,COASTAL Implementation Act of 2018,Introduced,"Science, Space, and Technology; Natural Resources; Financial Services","Rep. Weber, Randy K., Sr. [R-TX-14]"
H.R.7269,"Social Security Trustees Report Accountability, Transparency, and Improvement Act of 2018",Introduced,Ways and Means,"Rep. Johnson, Sam [R-TX-3]"
H.R.7268,Humane Retirement Act,Introduced,Energy and Commerce,"Rep. Rice, Kathleen M. [D-NY-4]"
H.R.7267,Political Accountability and Transparency Act,Introduced,House Administration,"Rep. Rice, Kathleen M. [D-NY-4]"
H.R.7266,To require the Secretary of Health and Human Services to consider the Margaret R. Pardee Memorial Hospital as a covered entity for purposes of the 340B drug discount program.,Introduced,Energy and Commerce,"Rep. Meadows, Mark [R-NC-11]"
H.R.7265,NASA Enhanced Use Leasing Extension Act of 2018,Introduced,"Science, Space, and Technology","Rep. Palazzo, Steven M. [R-MS-4]"
H.R.7264,"Making further additional continuing appropriations for fiscal year 2019, and for other purposes.",Introduced,Appropriations,"Rep. Lowey, Nita M. [D-NY-17]"
H.R.7263,SAFE Act of 2018,Introduced,Agriculture; Natural Resources,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.7262,American Housing and Economic Mobility Act of 2018,Introduced,Financial Services; Ways and Means; Judiciary; Education and the Workforce,"Rep. Richmond, Cedric L. [D-LA-2]"
H.R.7261,Social Security Benefit Payments Choice Act of 2018,Introduced,Ways and Means,"Rep. Johnson, Sam [R-TX-3]"
H.R.7260,Limousine Safety Modernization Act,Introduced,Energy and Commerce,"Rep. Faso, John J. [R-NY-19]"
H.R.7259,Dental Loan Repayment Assistance Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Clarke, Yvette D. [D-NY-9]"
H.R.7258,"To recognize and honor the service of individuals who served in the United States Cadet Nurse Corps during World War II, and for other purposes.",Introduced,Veterans' Affairs; Armed Services,"Rep. Bustos, Cheri [D-IL-17]"
H.R.7257,President George H. W. Bush and Barbara Bush Dollar Coin Act,Introduced,Financial Services,"Rep. Poliquin, Bruce [R-ME-2]"
H.R.7256,"To implement recommendations related to the safety of amphibious passenger vessels, and for other purposes.",Introduced,Transportation and Infrastructure,"Rep. Carson, Andre [D-IN-7]"
H.R.7255,Telecommunications Denial Order Enforcement Act,Introduced,Foreign Affairs,"Rep. Gallagher, Mike [R-WI-8]"
H.R.7254,Keeping the Promise to American Public Servants Act of 2018,Introduced,Ways and Means,"Rep. Heck, Denny [D-WA-10]"
H.R.7253,REMOVE Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Smith, Jason [R-MO-8]"
H.R.7252,FAIR Map Act,Introduced,Judiciary,"Rep. McNerney, Jerry [D-CA-9]"
H.R.7251,Hatch-Waxman Integrity Act of 2018,Introduced,Energy and Commerce; Financial Services,"Rep. Flores, Bill [R-TX-17]"
H.R.7250,Prior Authorization Process Improvement Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Kelly, Mike [R-PA-3]"
H.R.7249,Better Prior Authorization Notification Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Reed, Tom [R-NY-23]"
H.R.7248,Reducing Administrative Burden and Becoming Increasingly Transparent Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Marchant, Kenny [R-TX-24]"
H.R.7247,Incentivizing Shared Risk in Medicare Advantage Act,Introduced,Ways and Means; Energy and Commerce,"Rep. Brady, Kevin [R-TX-8]"
H.R.7246,Hudson-Mohawk River Basin Act,Introduced,Natural Resources; Transportation and Infrastructure,"Rep. Tonko, Paul [D-NY-20]"
H.R.7245,"Venezuela Humanitarian Relief, Reconstruction, and Rule of Law Act of 2018",Introduced,Foreign Affairs; Judiciary; Financial Services,"Rep. Sires, Albio [D-NJ-8]"
H.R.7244,Flagstaff Federal Reversion Relief Act,Introduced,Natural Resources,"Rep. O'Halleran, Tom [D-AZ-1]"
H.R.7243,"To amend Public Law 115-217 to change the address of the postal facility designated by such Public Law in honor of Sergeant First Class Alwyn Crendall Cashe, and for other purposes.",Became Law,Oversight and Government,"Rep. Murphy, Stephanie N. [D-FL-7]"
H.R.7242,Disaster Recovery and Opportunity Act of 2018,Introduced,Ways and Means,"Rep. Meadows, Mark [R-NC-11]"
H.R.7241,SuperPAC Elimination Act of 2018,Introduced,House Administration,"Rep. Meadows, Mark [R-NC-11]"
H.R.7240,"To designate the Manhattan Campus of the New York Harbor Health Care System of the Department of Veterans Affairs as the ""Margaret Cochran Corbin Campus of the New York Harbor Health Care System"".",Introduced,Veterans' Affairs,"Rep. Maloney, Carolyn B. [D-NY-12]"
H.R.7239,Securing Social Security Numbers Act,Introduced,Energy and Commerce; Ways and Means,"Rep. Lofgren, Zoe [D-CA-19]"
H.R.7238,Veterans and Servicemembers Employment Rights and Housing Act of 2018,Introduced,Education and the Workforce; Judiciary,"Rep. Kilmer, Derek [D-WA-6]"
H.R.7237,Reserve Component DD-214 Act of 2018,Introduced,Armed Services,"Rep. Kelly, Trent [R-MS-1]"
H.R.7236,Radiofrequency Radiation Site Safety Information Act of 2018,Introduced,Energy and Commerce,"Rep. Hunter, Duncan D. [R-CA-50]"
H.R.7235,Lifelong Learning and Training Account Act of 2018,Introduced,Ways and Means,"Rep. DelBene, Suzan K. [D-WA-1]"
H.R.7234,Holding Foreign Companies Accountable Act,Introduced,Financial Services,"Rep. Conaway, K. Michael [R-TX-11]"
H.R.7233,Creating Access to Residency Education Act of 2018,Introduced,Energy and Commerce,"Rep. Castor, Kathy [D-FL-14]"
H.R.7232,Wildlife Corridors Conservation Act of 2018,Introduced,Natural Resources; Armed Services; Agriculture; Transportation and Infrastructure,"Rep. Beyer, Donald S., Jr. [D-VA-8]"
H.R.7231,Methane Rule Relief Act of 2018,Introduced,Energy and Commerce,"Rep. Thompson, Glenn [R-PA-5]"
H.R.7230,"To designate the facility of the United States Postal Service located at 226 West Main Street in Lake City, South Carolina, as the ""Postmaster Frazier B. Baker Post Office"".",Became Law,Oversight and Government,"Rep. Clyburn, James E. [D-SC-6]"
H.R.7229,Student Rights Act of 2018,Introduced,Education and the Workforce,"Rep. Brat, Dave [R-VA-7]"
H.R.7228,Reproductive Rights are Human Rights Act of 2018,Introduced,Foreign Affairs,"Rep. Clark, Katherine M. [D-MA-5]"
H.R.7227,Taxpayer First Act of 2018,Passed House,Ways and Means; Financial Services,"Rep. Jenkins, Lynn [R-KS-2]"
H.R.7226,Good Samaritan Remediation of Orphan Hardrock Mines Act of 2018,Introduced,Transportation and Infrastructure; Energy and Commerce; Natural Resources,"Rep. Tipton, Scott  R. [R-CO-3]"
H.R.7225,U.S. Virtual Currency Market and Regulatory Competitiveness Act of 2018,Introduced,Financial Services; Agriculture,"Rep. Soto, Darren [D-FL-9]"
H.R.7224,Virtual Currency Consumer Protection Act of 2018,Introduced,Financial Services; Agriculture,"Rep. Soto, Darren [D-FL-9]"
H.R.7223,Right Rebate Act of 2018,Introduced,Energy and Commerce; Ways and Means,"Rep. Schrader, Kurt [D-OR-5]"
H.R.7222,Megan Rondini Sexual Assault Victims Protection Act of 2018,Introduced,Energy and Commerce; Ways and Means; Judiciary,"Rep. Poe, Ted [R-TX-2]"
H.R.7221,SUBS Act,Introduced,Oversight and Government,"Rep. Peters, Scott H. [D-CA-52]"
H.R.7220,PARIS Climate Act,Introduced,Foreign Affairs,"Rep. McEachin, A. Donald [D-VA-4]"
H.R.7219,No Guns for Terrorists Act of 2018,Introduced,Judiciary,"Rep. Lofgren, Zoe [D-CA-19]"
H.R.7218,Missing Persons and Unidentified Remains Act of 2018,Introduced,Judiciary; Homeland Security,"Rep. Gonzalez, Vicente [D-TX-15]"
H.R.7217,IMPROVE Act,Passed House,Energy and Commerce; Ways and Means,"Rep. Barton, Joe [R-TX-6]"
H.R.7216,To require the Director of the Court Services and Offender Supervision Agency for the District of Columbia and the Director of the District of Columbia Pretrial Services Agency to reside in the District of Columbia.,Introduced,Oversight and Government,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.7215,Federal Government Advertising Equity Accountability Act,Introduced,Budget,"Rep. Norton, Eleanor Holmes [D-DC-At Large]"
H.R.7214,Cybersecurity Education Integration Act,Introduced,Education and the Workforce,"Rep. Langevin, James R. [D-RI-2]"
H.R.7213,Countering Weapons of Mass Destruction Act of 2018,Became Law,Homeland Security; Energy and Commerce,"Rep. Donovan, Daniel M., Jr. [R-NY-11]"
H.R.7212,Violence Against Women Health Act of 2018,Introduced,Energy and Commerce,"Rep. Dingell, Debbie [D-MI-12]"
