names,descriptions,statuses,bill_committees,sponsors
S.3155,Protect Our Food From Phthalate Contamination Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Feinstein, Dianne [D-CA]"
S.3154,Restoring Oversight for Members of Congress Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Wyden, Ron [D-OR]"
S.3153,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,Introduced,Intelligence,"Sen. Burr, Richard [R-NC]"
S.3152,BUILD Career and Technical Education Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Merkley, Jeff [D-OR]"
S.3151,Public Service Freedom to Negotiate Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hirono, Mazie K. [D-HI]"
S.3150,DISCLOSE Act of 2018,Introduced,Rules and Administration,"Sen. Whitehouse, Sheldon [D-RI]"
S.3149,DO NOT Call Act,Introduced,"Commerce, Science, and Transportation","Sen. Cortez Masto, Catherine  [D-NV]"
S.3148,Denying Chinese Investors Access to U.S. Small Business Aid Act of 2018,Introduced,Small Business and Entrepreneurship,"Sen. Rubio, Marco [R-FL]"
S.3147,Social Security Administration Fairness Act,Introduced,Finance,"Sen. Sanders, Bernard [I-VT]"
S.3146,Flood Prevention Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Carper, Thomas R. [D-DE]"
S.3145,Skills Investment Act of 2018,Introduced,Finance,"Sen. Klobuchar, Amy [D-MN]"
S.3144,Strengthening Aviation Security Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. McCaskill, Claire [D-MO]"
S.3143,National Quantum Initiative Act,Introduced,"Commerce, Science, and Transportation","Sen. Thune, John [R-SD]"
S.3142,North Korea Policy Oversight Act of 2018,Introduced,Foreign Relations,"Sen. Menendez, Robert [D-NJ]"
S.3141,Career and Technical Education Research and Outreach Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Klobuchar, Amy [D-MN]"
S.3140,SALE Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Inhofe, James M. [R-OK]"
S.3139,TRIP Act,Passed Senate,"Banking, Housing, and Urban Affairs | House","Sen. Crapo, Mike [R-ID]"
S.3138,AQUAA Act,Introduced,"Commerce, Science, and Transportation","Sen. Wicker, Roger F. [R-MS]"
S.3137,Reforming Government Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Johnson, Ron [R-WI]"
S.3136,"""Hello Girls"" Congressional Gold Medal Act of 2018",Introduced,"Banking, Housing, and Urban Affairs","Sen. Tester, Jon [D-MT]"
S.3135,Gun Owner Registration Information Protection Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Hyde-Smith, Cindy [R-MS]"
S.3134,Air and Health Quality Empowerment Zone Designation Act of 2018,Introduced,Environment and Public Works,"Sen. Harris, Kamala D. [D-CA]"
S.3133,Solar Farm Fairness Act,Introduced,Energy and Natural Resources,"Sen. Harris, Kamala D. [D-CA]"
S.3132,Securing Airspace for Emergency Responders Act of 2018,Introduced,Judiciary,"Sen. Gardner, Cory [R-CO]"
S.3131,Fairness for Farm Workers Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Harris, Kamala D. [D-CA]"
S.3130,SIT-REP Act of 2018,Introduced,Veterans' Affairs,"Sen. Warren, Elizabeth [D-MA]"
S.3129,Equity in Career and Technical Education Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hirono, Mazie K. [D-HI]"
S.3128,A bill to reauthorize the National Flood Insurance Program.,Introduced,"Banking, Housing, and Urban Affairs","Sen. Kennedy, John [R-LA]"
S.3127,Bot Disclosure and Accountability Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Feinstein, Dianne [D-CA]"
S.3126,Retain Innovation and Manufacturing Excellence (RIME) Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Whitehouse, Sheldon [D-RI]"
S.3125,Restoring Returning Workers Act of 2018,Introduced,Judiciary,"Sen. Rounds, Mike  [R-SD]"
S.3124,Help Encourage a Lifetime of Public Service Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Heitkamp, Heidi [D-ND]"
S.3123,Fair Maps Act of 2018,Introduced,Judiciary,"Sen. Bennet, Michael F. [D-CO]"
S.3122,High School CODES Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Cantwell, Maria [D-WA]"
S.3121,Water Infrastructure Transparency Act,Introduced,Environment and Public Works,"Sen. Paul, Rand [R-KY]"
S.3120,HEAL Act of 2018,Introduced,Finance,"Sen. Hatch, Orrin G. [R-UT]"
S.3119,Endangered Salmon Predation Prevention Act,Became Law,"Commerce, Science, and Transportation","Sen. Risch, James E. [R-ID]"
S.3118,Mens Rea Reform Act of 2018,Introduced,Judiciary,"Sen. Hatch, Orrin G. [R-UT]"
S.3117,Fair Access for Farmers and Ranchers Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Jones, Doug  [D-AL]"
S.3116,PRIDE Voting Act,Introduced,Rules and Administration,"Sen. Menendez, Robert [D-NJ]"
S.3115,Rural HOMES Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Merkley, Jeff [D-OR]"
S.3114,Combat Valley Fever Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Harris, Kamala D. [D-CA]"
S.3113,Dairy Business Innovation Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Baldwin, Tammy [D-WI]"
S.3112,Dignity for Detained Immigrants Act of 2018,Introduced,Judiciary,"Sen. Booker, Cory A. [D-NJ]"
S.3111,"Department of State, Foreign Operations, and Related Programs Permanent General Provisions Act of 2018",Introduced,Foreign Relations,"Sen. Graham, Lindsey [R-SC]"
S.3110,Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hirono, Mazie K. [D-HI]"
S.3109,"Department of Homeland Security Appropriations Act, 2019",Introduced,Appropriations,"Sen. Capito, Shelley Moore [R-WV]"
S.3108,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2019",Introduced,Appropriations,"Sen. Graham, Lindsey [R-SC]"
S.3107,"Financial Services and General Government Appropriations Act, 2019",Introduced,Appropriations,"Sen. Lankford, James [R-OK]"
S.3106,Higher Education Mental Health Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Casey, Robert P., Jr. [D-PA]"
S.3105,Pharmaceutical Origin Transparency Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. McCaskill, Claire [D-MO]"
S.3104,Expanded SUTA Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Tester, Jon [D-MT]"
S.3103,Growing American Food Exports Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Young, Todd C. [R-IN]"
S.3102,Student Empowerment Act,Introduced,Finance,"Sen. Cruz, Ted [R-TX]"
S.3101,Free Career and Technical Education for High School Students Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3100,Mountains to Sound Greenway National Heritage Area Act,Introduced,06/21/2018 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 478. (All Actions),"Sen. Cantwell, Maria [D-WA]"
S.3099,Strengthening Antibiotic Oversight Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3098,"A bill to amend title 5, United States Code, to clarify the sources of the authority to issue regulations regarding certifications and other criteria applicable to legislative branch employees under the Wounded Warriors Federal Leave Act.",Introduced,Homeland Security and Governmental Affairs,"Sen. Hyde-Smith, Cindy [R-MS]"
S.3097,"A bill to direct the Secretary of the Treasury to report on tax compliance with respect to non-employer business income, and for other purposes.",Introduced,Finance,"Sen. Warner, Mark R. [D-VA]"
S.3096,"A bill to allow the Coast Guard to issue a certificate of documentation with a coastwise endorsement for the vessel OLIVER HAZARD PERRY, and for other purposes.",Introduced,"Commerce, Science, and Transportation","Sen. Whitehouse, Sheldon [D-RI]"
S.3095,Building a Health Care Workforce for the Future Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Reed, Jack [D-RI]"
S.3094,Transportation Worker Identification Credential Accountability Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Sullivan, Dan  [R-AK]"
S.3093,Keep Families Together and Enforce the Law Act,Introduced,06/21/2018 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477. (All Actions),"Sen. Tillis, Thom [R-NC]"
S.3092,Emergency SNAP Lapse Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Kennedy, John [R-LA]"
S.3091,Protect Kids and Parents Act,Introduced,Judiciary,"Sen. Cruz, Ted [R-TX]"
S.3090,Save Voters Act,Introduced,Rules and Administration,"Sen. Klobuchar, Amy [D-MN]"
S.3089,Veterans' Compensation Cost-of-Living Adjustment Act of 2018,Introduced,Veterans' Affairs,"Sen. Isakson, Johnny [R-GA]"
S.3088,Energy Jobs for our Heroes Act of 2018,Introduced,Energy and Natural Resources,"Sen. Duckworth, Tammy [D-IL]"
S.3087,Living Shorelines Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Harris, Kamala D. [D-CA]"
S.3086,PRO Sports Act,Introduced,Finance,"Sen. Ernst, Joni  [R-IA]"
S.3085,Federal Acquisition Supply Chain Security Act of 2018,Passed Senate,Homeland Security and Governmental Affairs,"Sen. McCaskill, Claire [D-MO]"
S.3084,Congressional Access to Children's Detention Facilities Act,Introduced,Judiciary,"Sen. Merkley, Jeff [D-OR]"
S.3083,Career and Technical Education for Adult Learners Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Reed, Jack [D-RI]"
S.3082,PARTNERS Act,Introduced,Judiciary,"Sen. Baldwin, Tammy [D-WI]"
S.3081,Supporting Useful Career Counseling in Elementary and Secondary Schools (SUCCESS) Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Peters, Gary C. [D-MI]"
S.3080,"Food Security, Housing, and Sanitation Improvements in Rural, Remote, and Frontier Areas Act of 2018",Introduced,"Agriculture, Nutrition, and Forestry","Sen. Murkowski, Lisa [R-AK]"
S.3079,Medicare Secondary Payer and Workers' Compensation Settlement Agreements Act of 2018,Introduced,Finance,"Sen. Portman, Rob [R-OH]"
S.3078,Stopping Bad Robocalls Act,Introduced,"Commerce, Science, and Transportation","Sen. Markey, Edward J. [D-MA]"
S.3077,Fair Pay and Safe Workplaces Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Smith, Tina  [D-MN]"
S.3076,National Commission of the Federal Response to Natural Disasters in Puerto Rico Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3075,Children's Budget Act,Introduced,Budget,"Sen. Menendez, Robert [D-NJ]"
S.3074,Focus on Children Act,Introduced,Budget,"Sen. Harris, Kamala D. [D-CA]"
S.3073,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Murkowski, Lisa [R-AK]"
S.3072,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Moran, Jerry [R-KS]"
S.3071,"Legislative Branch Appropriations Act, 2019",Introduced,Appropriations,"Sen. Daines, Steve [R-MT]"
S.3070,Financial Institution Living Will Improvement Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Rounds, Mike  [R-SD]"
S.3069,Jackson Gulch Rehabilitation Project Modification Act,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3068,All-American Flag Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Brown, Sherrod [D-OH]"
S.3067,Promoting Access to Diabetic Shoes Act,Introduced,Finance,"Sen. Brown, Sherrod [D-OH]"
S.3066,Reverse Transfer Efficiency Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Warner, Mark R. [D-VA]"
S.3065,Protecting JOBs Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Rubio, Marco [R-FL]"
S.3064,Workers' Freedom to Negotiate Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Murray, Patty [D-WA]"
S.3063,Health Insurance Tax Relief Act of 2018,Introduced,Finance,"Sen. Barrasso, John [R-WY]"
S.3062,VET-2-FARM Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Smith, Tina  [D-MN]"
S.3061,Apprenticeship Hubs Across America Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Coons, Christopher A. [D-DE]"
S.3060,A bill to repeal section 2141 of the Revised Statutes to remove the prohibition on certain alcohol manufacturing on Indian lands.,Introduced,Indian Affairs,"Sen. Cantwell, Maria [D-WA]"
S.3059,Smart Choices Act,Introduced,Finance,"Sen. Jones, Doug  [D-AL]"
S.3058,Historic Tax Credit Enhancement Act,Introduced,Finance,"Sen. Cassidy, Bill [R-LA]"
S.3057,STOP Act of 2018,Introduced,Finance,"Sen. Portman, Rob [R-OH]"
S.3056,North American Energy Infrastructure Act,Introduced,Energy and Natural Resources,"Sen. Hoeven, John [R-ND]"
S.3055,Disaster Victims Passport and ID Relief Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Harris, Kamala D. [D-CA]"
S.3054,Stark Administrative Simplification Act of 2018,Introduced,Finance,"Sen. Perdue, David [R-GA]"
S.3053,CHIP Mental Health and Addiction Parity Act,Introduced,Finance,"Sen. Stabenow, Debbie [D-MI]"
S.3052,"Heavy Truck, Tractor, and Trailer Retail Federal Excise Tax Repeal Act of 2018",Introduced,Finance,"Sen. Gardner, Cory [R-CO]"
S.3051,Modernizing Agricultural Transportation Act,Introduced,"Commerce, Science, and Transportation","Sen. Hoeven, John [R-ND]"
S.3050,21st Century Integrated Digital Experience Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Portman, Rob [R-OH]"
S.3049,Protecting American Votes and Elections Act of 2018,Introduced,Rules and Administration,"Sen. Wyden, Ron [D-OR]"
S.3048,Examining Opioid Treatment Infrastructure Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Manchin, Joe, III [D-WV]"
S.3047,OPIOID Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. McCaskill, Claire [D-MO]"
S.3046,Tribal Food Sovereignty Act of 2018,Introduced,Indian Affairs,"Sen. Smith, Tina  [D-MN]"
S.3045,Cooperate with Law Enforcement Agencies and Watch Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Cotton, Tom [R-AR]"
S.3044,National Defense Accelerator Network Act of 2018,Introduced,Armed Services,"Sen. Rounds, Mike  [R-SD]"
S.3043,United States Transportation Command Infrastructure Assessment Act of 2018,Introduced,Armed Services,"Sen. Rounds, Mike  [R-SD]"
S.3042,Agriculture Improvement Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Roberts, Pat [R-KS]"
S.3041,Disaster Recovery Reform Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Johnson, Ron [R-WI]"
S.3040,Credit Access and Inclusion Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Scott, Tim [R-SC]"
S.3039,Using Data To Help Protect Children and Families Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Young, Todd C. [R-IN]"
S.3038,SAVE Right Whales Act,Introduced,"Commerce, Science, and Transportation","Sen. Booker, Cory A. [D-NJ]"
S.3037,NIST Plumbing Research Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Duckworth, Tammy [D-IL]"
S.3036,Keep Families Together Act,Introduced,Judiciary,"Sen. Feinstein, Dianne [D-CA]"
S.3035,B-47 Ridge Designation Act,Introduced,Energy and Natural Resources,"Sen. Daines, Steve [R-MT]"
S.3034,Rural Jobs and Investment Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Gillibrand, Kirsten E. [D-NY]"
S.3033,COUNT Victims Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Harris, Kamala D. [D-CA]"
S.3032,STATES Act,Introduced,Judiciary,"Sen. Warren, Elizabeth [D-MA]"
S.3031,Federal Personal Property Management Act of 2018,Became Law,Homeland Security and Governmental Affairs,"Sen. Peters, Gary C. [D-MI]"
S.3030,Tribal School Federal Insurance Parity Act,Introduced,Indian Affairs,"Sen. Thune, John [R-SD]"
S.3029,PREEMIE Reauthorization Act of 2018,Became Law,"Health, Education, Labor, and Pensions | House","Sen. Alexander, Lamar [R-TN]"
S.3028,Americans Giving Care to Elders (AGE) Act of 2018,Introduced,Finance,"Sen. Klobuchar, Amy [D-MN]"
S.3027,Modernizing Congressional Reporting Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. McCaskill, Claire [D-MO]"
S.3026,Aircraft Maintenance Outsourcing Disclosure Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. McCaskill, Claire [D-MO]"
S.3025,Fraud Reduction Through Photographic Identification Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Kennedy, John [R-LA]"
S.3024,"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Boozman, John [R-AR]"
S.3023,"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Collins, Susan M. [R-ME]"
S.3022,Protecting American Solar Jobs Act,Introduced,Finance,"Sen. Heinrich, Martin [D-NM]"
S.3021,America's Water Infrastructure Act of 2018,Became Law,Environment and Public Works,"Sen. Klobuchar, Amy [D-MN]"
S.3020,International Human Rights Defense Act of 2018,Introduced,Foreign Relations,"Sen. Markey, Edward J. [D-MA]"
S.3019,Accurate Labels Act,Introduced,"Commerce, Science, and Transportation","Sen. Moran, Jerry [R-KS]"
S.3018,Degrees Not Debt Act of 2018,Introduced,Finance,"Sen. Heinrich, Martin [D-NM]"
S.3017,Federal Permitting Reform and Jobs Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Portman, Rob [R-OH]"
S.3016,Action for Dental Health Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.3015,Water Affordability Act,Introduced,Environment and Public Works,"Sen. Harris, Kamala D. [D-CA]"
S.3014,Rural Physician Workforce Production Act of 2018,Introduced,Finance,"Sen. Gardner, Cory [R-CO]"
S.3013,A bill to amend the Trade Expansion Act of 1962 to require Congressional approval before the President adjusts imports that are determined to threaten to impair national security.,Introduced,Finance,"Sen. Corker, Bob [R-TN]"
S.3012,Water Technology Acceleration Act,Introduced,Environment and Public Works,"Sen. Baldwin, Tammy [D-WI]"
S.3011,American Oil for American Families Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Menendez, Robert [D-NJ]"
S.3010,SPECTRUM NOW Act,Introduced,"Commerce, Science, and Transportation","Sen. Wicker, Roger F. [R-MS]"
S.3009,Regulatory Certainty Act of 2018,Introduced,Environment and Public Works,"Sen. Capito, Shelley Moore [R-WV]"
S.3008,Dr. Todd Graham Pain Management Improvement Act of 2018,Introduced,Finance,"Sen. Young, Todd C. [R-IN]"
S.3007,AMIGOS Act,Introduced,Judiciary,"Sen. Whitehouse, Sheldon [D-RI]"
S.3006,Keep Buying American Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Stabenow, Debbie [D-MI]"
S.3005,Urban Agriculture Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Stabenow, Debbie [D-MI]"
S.3004,Small Business Audit Correction Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Cotton, Tom [R-AR]"
S.3003,Inspector General Access Act of 2018,Introduced,Judiciary,"Sen. Lee, Mike [R-UT]"
S.3002,Blair Holt Firearm Owner Licensing and Record of Sale Act of 2018,Introduced,Judiciary,"Sen. Duckworth, Tammy [D-IL]"
S.3001,Contra Costa Canal Transfer Act,Introduced,Energy and Natural Resources,"Sen. Feinstein, Dianne [D-CA]"
S.3000,Patient Advocacy Transparency Act,Introduced,Finance,"Sen. McCaskill, Claire [D-MO]"
S.2999,National Cybersecurity Exercise Act of 2018,Introduced,Armed Services,"Sen. Rounds, Mike  [R-SD]"
S.2998,Quantum Computing Research Act of 2018,Introduced,Armed Services,"Sen. Harris, Kamala D. [D-CA]"
S.2997,Carbon Utilization Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Bennet, Michael F. [D-CO]"
S.2996,Housing Victims of Major Disasters Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Warren, Elizabeth [D-MA]"
S.2995,Promoting Rural Exports Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Klobuchar, Amy [D-MN]"
S.2994,EMPOWER Act-Part I,Introduced,"Health, Education, Labor, and Pensions","Sen. Harris, Kamala D. [D-CA]"
S.2993,A bill to amend the Farm Security and Rural Investment Act of 2002 to include energy storage as renewable energy under the Rural Energy for America Program.,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Bennet, Michael F. [D-CO]"
S.2992,Secure Every Child Under the Right Equipment Standards Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Menendez, Robert [D-NJ]"
S.2991,Promoting Cybersecurity for Rural Electric Utilities Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Bennet, Michael F. [D-CO]"
S.2990,Big Cat Public Safety Act,Introduced,Environment and Public Works,"Sen. Blumenthal, Richard [D-CT]"
S.2989,COVER Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Bennet, Michael F. [D-CO]"
S.2988,EMPOWER Act - Part 2,Introduced,Finance,"Sen. Harris, Kamala D. [D-CA]"
S.2987,John S. McCain National Defense Authorization Act for Fiscal Year 2019,Introduced,Armed Services,"Sen. Inhofe, James M. [R-OK]"
S.2986,CREATE Graduates Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Casey, Robert P., Jr. [D-PA]"
S.2985,A bill to require a report on imprisonment of political prisoners in China.,Introduced,Foreign Relations,"Sen. Cruz, Ted [R-TX]"
S.2984,Strengthening American Communities Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Cardin, Benjamin L. [D-MD]"
S.2983,Defending Essential Flights and Ensuring National Security Efforts (DEFENSE) Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Merkley, Jeff [D-OR]"
S.2982,TAA for Automation Act of 2018,Introduced,Finance,"Sen. Donnelly, Joe [D-IN]"
S.2981,Opioid Overdose Reduction Act of 2018,Introduced,Judiciary,"Sen. Markey, Edward J. [D-MA]"
S.2980,Integrated Missile Defense Act of 2018,Introduced,Armed Services,"Sen. Sullivan, Dan  [R-AK]"
S.2979,Spending Cuts to Expired and Unnecessary Programs Act,Introduced,Appropriations; Budget,"Sen. Lee, Mike [R-UT]"
S.2978,Conservation Reserve Enhancement Program Improvement Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Casey, Robert P., Jr. [D-PA]"
S.2977,Aeronautics Innovation Act,Introduced,"Commerce, Science, and Transportation","Sen. Warner, Mark R. [D-VA]"
S.2976,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Hoeven, John [R-ND]"
S.2975,"Energy and Water Development and Related Agencies Appropriations Act, 2019",Introduced,Appropriations,"Sen. Alexander, Lamar [R-TN]"
S.2974,Crime Gun Tracing Modernization Act,Introduced,Judiciary,"Sen. Leahy, Patrick J. [D-VT]"
S.2973,Kelsey Smith Act,Introduced,"Commerce, Science, and Transportation","Sen. Roberts, Pat [R-KS]"
S.2972,Prioritizing Help to Businesses Act,Introduced,Judiciary,"Sen. Thune, John [R-SD]"
S.2971,PACE Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Booker, Cory A. [D-NJ]"
S.2970,RURAL Broadband Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Daines, Steve [R-MT]"
S.2969,Rural Water Infrastructure Improvement Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Baldwin, Tammy [D-WI]"
S.2968,Department of Energy and Nuclear Regulatory Commission Whistleblower Protection Act of 2018,Introduced,Energy and Natural Resources,"Sen. Duckworth, Tammy [D-IL]"
S.2967,Journalist Protection Act,Introduced,Judiciary,"Sen. Blumenthal, Richard [D-CT]"
S.2966,Stop Secret Foreign Interference in Elections Act,Introduced,Finance,"Sen. Whitehouse, Sheldon [D-RI]"
S.2965,Clean Slate for Kids Online Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Durbin, Richard J. [D-IL]"
S.2964,Seeds for the Future Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Baldwin, Tammy [D-WI]"
S.2963,End the Cyprus Arms Embargo Act,Introduced,Foreign Relations,"Sen. Menendez, Robert [D-NJ]"
S.2962,Taiwan International Participation Act of 2018,Introduced,Foreign Relations,"Sen. Gardner, Cory [R-CO]"
S.2961,Victims of Child Abuse Act Reauthorization Act of 2018,Became Law,Judiciary,"Sen. Blunt, Roy [R-MO]"
S.2960,Access to Infertility Treatment and Care Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.2959,Office of Rural Broadband Act,Introduced,"Commerce, Science, and Transportation","Sen. Hoeven, John [R-ND]"
S.2958,A bill to require the Federal Communications Commission to make the provision of Wi-Fi access on school buses eligible for E-rate support.,Introduced,"Commerce, Science, and Transportation","Sen. Udall, Tom [D-NM]"
S.2957,PAST Act,Introduced,"Commerce, Science, and Transportation","Sen. Crapo, Mike [R-ID]"
S.2956,Patients First Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Wicker, Roger F. [R-MS]"
S.2955,MAP Broadband Act,Introduced,"Commerce, Science, and Transportation","Sen. Wicker, Roger F. [R-MS]"
S.2954,Guardians of America's Freedom Medal Act,Introduced,Armed Services,"Sen. Menendez, Robert [D-NJ]"
S.2953,Expanding Access to Capital for Rural Job Creators Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Jones, Doug  [D-AL]"
S.2952,Congressional Accountability Act of 1995 Reform Act,Passed Senate,05/29/2018 Held at the desk. (All Actions),"Sen. Klobuchar, Amy [D-MN]"
S.2951,ESCAPE Act,Introduced,"Commerce, Science, and Transportation","Sen. Markey, Edward J. [D-MA]"
S.2950,Veteran Entrepreneurs Act of 2018,Introduced,Finance,"Sen. Casey, Robert P., Jr. [D-PA]"
S.2949,Joint Electromagnetic Spectrum Operations Readiness Act of 2018,Introduced,Armed Services,"Sen. Perdue, David [R-GA]"
S.2948,Payment Integrity Information Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. McCaskill, Claire [D-MO]"
S.2947,Caddo Lake National Heritage Area Act of 2018,Introduced,Energy and Natural Resources,"Sen. Cassidy, Bill [R-LA]"
S.2946,Anti-Terrorism Clarification Act of 2018,Became Law,Judiciary,"Sen. Grassley, Chuck [R-IA]"
S.2945,Housing Choice Voucher Mobility Demonstration Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Young, Todd C. [R-IN]"
S.2944,PAPER Act of 2018,Introduced,Rules and Administration,"Sen. Cassidy, Bill [R-LA]"
S.2943,Tribal Employment and Jobs Protection Act,Introduced,Finance,"Sen. Daines, Steve [R-MT]"
S.2942,Migratory Bird Framework and Hunting Opportunities for Veterans Act,Introduced,Environment and Public Works,"Sen. Hyde-Smith, Cindy [R-MS]"
S.2941,Strengthening the Cooperative Observer Program Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Thune, John [R-SD]"
S.2940,Anti-Semitism Awareness Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Scott, Tim [R-SC]"
S.2939,Shell Company Abuse Act,Introduced,Rules and Administration,"Sen. Whitehouse, Sheldon [D-RI]"
S.2938,Transporting Livestock Across America Safely Act,Introduced,"Commerce, Science, and Transportation","Sen. Sasse, Ben  [R-NE]"
S.2937,HELP Separated Children Act,Introduced,Judiciary,"Sen. Smith, Tina  [D-MN]"
