names,descriptions,statuses,bill_committees,sponsors
S.3705,"Northwest California Wilderness, Recreation, and Working Forests Act",Introduced,Energy and Natural Resources,"Sen. Harris, Kamala D. [D-CA]"
S.3704,San Gabriel Mountains Foothills and Rivers Protection Act,Introduced,Energy and Natural Resources,"Sen. Harris, Kamala D. [D-CA]"
S.3703,NFIP Extension Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Rubio, Marco [R-FL]"
S.3702,Right Rebate Act of 2018,Introduced,Finance,"Sen. Wyden, Ron [D-OR]"
S.3701,Smoke-Free Schools Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hatch, Orrin G. [R-UT]"
S.3700,Promoting Employment and Economic Mobility Act,Introduced,Finance,"Sen. Hatch, Orrin G. [R-UT]"
S.3699,Keep Our PACT Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Van Hollen, Chris [D-MD]"
S.3698,National POW/MIA Flag Act,Introduced,Judiciary,"Sen. Warren, Elizabeth [D-MA]"
S.3697,Workforce Development Through Post-Graduation Scholarships Act of 2018,Introduced,Finance,"Sen. Peters, Gary C. [D-MI]"
S.3696,Burma Human Rights and Freedom Act of 2018,Introduced,Foreign Relations,"Sen. Cardin, Benjamin L. [D-MD]"
S.3695,Global Electoral Exchange Act,Introduced,Foreign Relations,"Sen. Klobuchar, Amy [D-MN]"
S.3694,"A bill to designate the Manhattan Campus of the New York Harbor Health Care System of the Department of Veterans Affairs as the ""Margaret Cochran Corbin Campus of the New York Harbor Health Care System"".",Introduced,Veterans' Affairs,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3693,A bill to amend title XVIII of the Social Security Act to provide for the treatment of certain cancer hospitals.,Introduced,Finance,"Sen. Hatch, Orrin G. [R-UT]"
S.3692,Jobs and Opportunity with Benefits and Services for Success Act,Introduced,Finance,"Sen. Daines, Steve [R-MT]"
S.3691,Expanding Transparency of Information and Safeguarding Toxics (EtO is Toxic) Act of 2018,Introduced,Environment and Public Works,"Sen. Duckworth, Tammy [D-IL]"
S.3690,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",Introduced,Veterans' Affairs,"Sen. Lee, Mike [R-UT]"
S.3689,Small Business Reorganization Act of 2018,Introduced,Judiciary,"Sen. Grassley, Chuck [R-IA]"
S.3688,Closing the Law Enforcement Consent Loophole Act of 2018,Introduced,Judiciary,"Sen. Blumenthal, Richard [D-CT]"
S.3687,Breast Cancer Patient Equity Act,Introduced,Finance,"Sen. Duckworth, Tammy [D-IL]"
S.3686,Protecting Student Athletes from Concussions Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Durbin, Richard J. [D-IL]"
S.3685,Nurse WIN Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Young, Todd C. [R-IN]"
S.3684,A bill to add Ireland to the E-3 nonimmigrant visa program.,Introduced,Judiciary,"Sen. Hatch, Orrin G. [R-UT]"
S.3683,Department of Veterans Affairs Website Accessibility Act of 2018,Introduced,Veterans' Affairs,"Sen. Casey, Robert P., Jr. [D-PA]"
S.3682,A bill to require the appropriate Federal banking agencies to recognize the exposure-reducing nature of client margin for cleared derivatives.,Introduced,"Banking, Housing, and Urban Affairs","Sen. Perdue, David [R-GA]"
S.3681,"Animal Disease and Disaster Prevention, Surveillance, and Rapid Response Act of 2018",Introduced,"Agriculture, Nutrition, and Forestry","Sen. Klobuchar, Amy [D-MN]"
S.3680,Low Drug Prices Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Merkley, Jeff [D-OR]"
S.3679,READI for Disaster Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Casey, Robert P., Jr. [D-PA]"
S.3678,"A bill to amend the Federal Assets Sale and Transfer Act of 2016 to provide flexibility with respect to the leaseback of certain Federal real property, and for other purposes.",Introduced,Environment and Public Works,"Sen. Peters, Gary C. [D-MI]"
S.3677,Enhancing Grid Security through Public-Private Partnerships Act,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3676,Enhancing State Energy Security Planning and Emergency Preparedness Act of 2018,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3675,"A bill to amend the Federal Assets Sale and Transfer Act of 2016 to ensure that the Public Buildings Reform Board has adequate time to carry out the responsibilities of the Board, and for other purposes.",Introduced,Environment and Public Works,"Sen. Lankford, James [R-OK]"
S.3674,Removing Incentives for Outsourcing Act,Introduced,Finance,"Sen. Klobuchar, Amy [D-MN]"
S.3673,Department of Energy Quantum Information Science Research Act,Introduced,Energy and Natural Resources,"Sen. Murkowski, Lisa [R-AK]"
S.3672,Honoring All Veterans Act,Introduced,Veterans' Affairs,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3671,"A bill to require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.",Introduced,Environment and Public Works,"Sen. Durbin, Richard J. [D-IL]"
S.3670,National Flood Insurance Program Extension Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Scott, Tim [R-SC]"
S.3669,Guardianship Accountability Act of 2018,Introduced,Finance,"Sen. Collins, Susan M. [R-ME]"
S.3668,REAL PEACE Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Feinstein, Dianne [D-CA]"
S.3667,Prevention of Arms Race Act of 2018,Introduced,Foreign Relations,"Sen. Merkley, Jeff [D-OR]"
S.3666,Supporting Adoptive Families Act,Introduced,Finance,"Sen. Klobuchar, Amy [D-MN]"
S.3665,21st Century American Service Act,Introduced,Finance,"Sen. Duckworth, Tammy [D-IL]"
S.3664,Zero-Emission Vehicles Act of 2018,Introduced,Environment and Public Works,"Sen. Merkley, Jeff [D-OR]"
S.3663,Secret Service Overtime Pay Extension Act,Introduced,Judiciary,"Sen. Grassley, Chuck [R-IA]"
S.3662,Stopping Russian Nuclear Aggression Act,Introduced,Foreign Relations,"Sen. Cotton, Tom [R-AR]"
S.3661,75th Anniversary of World War II Commemoration Act,Became Law,433. (TXT | PDF) (All Actions),"Sen. Inhofe, James M. [R-OK]"
S.3660,Health Equity and Accountability Act of 2018,Introduced,Finance,"Sen. Hirono, Mazie K. [D-HI]"
S.3659,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",Introduced,Energy and Natural Resources,"Sen. Tillis, Thom [R-NC]"
S.3658,"A bill to require the Director of National Intelligence to submit to Congress a report on the death of Jamal Khashoggi, and for other purposes.",Introduced,Intelligence,"Sen. Wyden, Ron [D-OR]"
S.3657,Traumatic Brain Injury Program Reauthorization Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hatch, Orrin G. [R-UT]"
S.3656,Department of Energy Veterans Health Initiative Act,Introduced,Energy and Natural Resources,"Sen. Ernst, Joni  [R-IA]"
S.3655,TRACED Act,Introduced,"Commerce, Science, and Transportation","Sen. Thune, John [R-SD]"
S.3654,U.S. Agency for Global Media Reform Act,Introduced,Foreign Relations,"Sen. Menendez, Robert [D-NJ]"
S.3653,Reinvigorating American Energy Infrastructure Act,Introduced,Energy and Natural Resources,"Sen. Young, Todd C. [R-IN]"
S.3652,Saudi Arabia Accountability and Yemen Act of 2018,Introduced,Foreign Relations,"Sen. Menendez, Robert [D-NJ]"
S.3651,Retail Justice Review Act of 2018,Introduced,Judiciary,"Sen. Hatch, Orrin G. [R-UT]"
S.3650,ACCESS Rural America Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Baldwin, Tammy [D-WI]"
S.3649,First Step Act,Introduced,11/26/2018 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 674. (All Actions),"Sen. Grassley, Chuck [R-IA]"
S.3648,Hurricanes Florence and Michael and California Wildfire Tax Relief Act,Introduced,Finance,"Sen. Burr, Richard [R-NC]"
S.3647,TIFIA for Airports Act,Introduced,Environment and Public Works,"Sen. Duckworth, Tammy [D-IL]"
S.3646,Harry S Truman National Historic Site Establishment Act,Introduced,Energy and Natural Resources,"Sen. Blunt, Roy [R-MO]"
S.3645,A bill to extend the Secure Rural Schools and Community Self-Determination Act of 2000.,Introduced,Energy and Natural Resources,"Sen. Crapo, Mike [R-ID]"
S.3644,Chronic Wasting Disease Transmission in Cervidae Study Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Barrasso, John [R-WY]"
S.3643,Restore the Harmony Way Bridge Act,Introduced,Environment and Public Works,"Sen. Young, Todd C. [R-IN]"
S.3642,Lowell Observatory Conveyance Act,Introduced,Energy and Natural Resources,"Sen. Kyl, Jon [R-AZ]"
S.3641,FAIR FISH Act,Passed Senate,Foreign Relations,"Sen. Thune, John [R-SD]"
S.3640,Stop Welfare for Any Large Monopoly Amassing Revenue from Taxpayers Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Sanders, Bernard [I-VT]"
S.3639,"A bill to prohibit the circumvention of control measures used by Internet retailers to ensure equitable consumer access to products, and for other purposes.",Introduced,"Commerce, Science, and Transportation","Sen. Blumenthal, Richard [D-CT]"
S.3638,Estate Tax Rate Reduction Act,Introduced,Finance,"Sen. Kyl, Jon [R-AZ]"
S.3637,Local School Foods Expansion Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Wyden, Ron [D-OR]"
S.3636,Encouraging Americans to Save Act,Introduced,Finance,"Sen. Wyden, Ron [D-OR]"
S.3635,Second Chance Reauthorization Act of 2018,Introduced,Judiciary,"Sen. Portman, Rob [R-OH]"
S.3634,Black Mountain Range and Bullhead City Land Exchange Act of 2018,Introduced,Energy and Natural Resources,"Sen. Kyl, Jon [R-AZ]"
S.3633,Small Business Credit Protection Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Rubio, Marco [R-FL]"
S.3632,Section 331 Obligation Clarification Act,Introduced,"Commerce, Science, and Transportation","Sen. Menendez, Robert [D-NJ]"
S.3631,RAPID Act,Introduced,Environment and Public Works,"Sen. Cornyn, John [R-TX]"
S.3630,Great Lakes Water Protection Act,Introduced,Environment and Public Works,"Sen. Duckworth, Tammy [D-IL]"
S.3629,Income Verification Act,Introduced,Finance,"Sen. Kennedy, John [R-LA]"
S.3628,National Flood Insurance Program Extension Act,Became Law,"Banking, Housing, and Urban Affairs","Sen. Kennedy, John [R-LA]"
S.3627,VET Extension Act,Introduced,Veterans' Affairs,"Sen. Booker, Cory A. [D-NJ]"
S.3626,Keeping All Students Safe Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Murphy, Christopher [D-CT]"
S.3625,United States-Israel Cooperation Expansion Act,Introduced,Foreign Relations,"Sen. Hatch, Orrin G. [R-UT]"
S.3624,"Families, Not Facilities Act of 2018",Introduced,Judiciary,"Sen. Harris, Kamala D. [D-CA]"
S.3623,A bill to prohibit the use of funds appropriated for the Department of Defense for aerial refueling of aircraft of the Kingdom of Saudi Arabia.,Introduced,Armed Services,"Sen. Kaine, Tim [D-VA]"
S.3622,Uyghur Human Rights Policy Act of 2018,Introduced,Foreign Relations,"Sen. Rubio, Marco [R-FL]"
S.3621,A bill to amend the Internal Revenue Code of 1986 to provide for a permanent extension of the lower threshold for the medical expense deduction.,Introduced,Finance,"Sen. Collins, Susan M. [R-ME]"
S.3620,Chiropractic Health Parity for Military Beneficiaries Act,Introduced,Armed Services,"Sen. Baldwin, Tammy [D-WI]"
S.3619,Non-Emergency Ambulance Transportation Sustainability and Accountability (NEATSA) Act of 2018,Introduced,Finance,"Sen. Cassidy, Bill [R-LA]"
S.3618,Strategic Petroleum Reserve Reform Act,Introduced,Energy and Natural Resources,"Sen. Cassidy, Bill [R-LA]"
S.3617,Government Spectrum Valuation Act of 2018,Introduced,"Commerce, Science, and Transportation","Sen. Lee, Mike [R-UT]"
S.3616,Pregnant Women in Custody Act,Introduced,Judiciary,"Sen. Paul, Rand [R-KY]"
S.3615,Restoring Justice for Workers Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Murray, Patty [D-WA]"
S.3614,Corporate Governance Fairness Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Reed, Jack [D-RI]"
S.3613,Mancos Water Conservancy District Conveyance Act,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3612,Fair Housing Improvement Act of 2018,Introduced,"Banking, Housing, and Urban Affairs","Sen. Hatch, Orrin G. [R-UT]"
S.3611,Faster Access to Federal Student Aid Act of 2018,Passed Senate,Finance,"Sen. Alexander, Lamar [R-TN]"
S.3610,Medicare Patient Empowerment Act of 2018,Introduced,Finance,"Sen. Paul, Rand [R-KY]"
S.3609,Route 66 National Historic Trail Designation Act,Introduced,Energy and Natural Resources,"Sen. Udall, Tom [D-NM]"
S.3608,Care Corps Demonstration Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Udall, Tom [D-NM]"
S.3607,Organization of American States Legislative Engagement Act of 2018,Introduced,Foreign Relations,"Sen. Cardin, Benjamin L. [D-MD]"
S.3606,Disabled Veterans Rebuilding Infrastructure to Vitalize our Economy Act,Introduced,Environment and Public Works,"Sen. Peters, Gary C. [D-MI]"
S.3605,Wildlife Conservation and Anti-Trafficking Act of 2018,Introduced,Environment and Public Works,"Sen. Wyden, Ron [D-OR]"
S.3604,RTP Full Funding Act of 2018,Introduced,Environment and Public Works,"Sen. Klobuchar, Amy [D-MN]"
S.3603,Miranda's Law,Introduced,"Commerce, Science, and Transportation","Sen. Booker, Cory A. [D-NJ]"
S.3602,School-Based Health Centers Reauthorization Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Stabenow, Debbie [D-MI]"
S.3601,Delivering Outcomes for American Workers Act,Introduced,Judiciary,"Sen. Booker, Cory A. [D-NJ]"
S.3600,Travel Trailer and Camper Technical Correction Act,Introduced,Finance,"Sen. Donnelly, Joe [D-IN]"
S.3599,Medicare Wage Index Parity Act of 2018,Introduced,Finance,"Sen. Menendez, Robert [D-NJ]"
S.3598,Occupational Licensing Board Antitrust Damages Relief and Reform Act of 2018,Introduced,Judiciary,"Sen. Cornyn, John [R-TX]"
S.3597,Protecting Child Trafficking Victim Witnesses Act,Introduced,Judiciary,"Sen. Heller, Dean [R-NV]"
S.3596,Innovation Zone Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Young, Todd C. [R-IN]"
S.3595,Student Loan Repayment Acceleration Act,Introduced,Finance,"Sen. Gardner, Cory [R-CO]"
S.3594,Stamp Out Elder Abuse Act of 2018,Introduced,Homeland Security and Governmental Affairs,"Sen. Collins, Susan M. [R-ME]"
S.3593,FAIR Leave Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Ernst, Joni  [R-IA]"
S.3592,No More Surprise Medical Bills Act of 2018,Introduced,"Health, Education, Labor, and Pensions","Sen. Hassan, Margaret Wood [D-NH]"
S.3591,Never Forget the Heroes: Permanent Authorization of the September 11th Victim Compensation Fund Act,Introduced,Judiciary,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3590,A bill to prohibit military aid to Saudi Arabia until the Secretary of State determines that Jamal Khashoggi is alive and free.,Introduced,Foreign Relations,"Sen. Paul, Rand [R-KY]"
