names,descriptions,statuses,bill_committees,sponsors
S.3258,A bill to foster the implementation of the policy of the United States to achieve 355 battle force ships as soon as practicable.,Introduced,Armed Services,Roger F. Wicker
S.3257,"A bill to designate the facility of the United States Postal Service located at 311 West Wisconsin Avenue in Tomahawk, Wisconsin, as the ""Einar 'Sarge' H. Ingman, Jr. Post Office Building"".",Introduced,Homeland Security and Governmental Affairs,Ron Johnson
S.3256,"A bill to permit employees to require changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes.",Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3255,"A bill to repeal the authority under the National Labor Relations Act for States to enact laws prohibiting agreements requiring membership in a labor organization as a condition of employment, and for other purposes.",Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3254,"A bill to end the epidemic of gun violence and build safer communities by strengthening Federal firearms laws and supporting gun violence research, intervention, and prevention initiatives.",Introduced,Finance,Elizabeth Warren
S.3253,Innovators to Entrepreneurs Act of 2020,Introduced,"Commerce, Science, and Transportation",Christopher A. Coons
S.3252,Teleabortion Prevention Act of 2020,Introduced,Judiciary,Bill Cassidy
S.3251,Veterans Assistance Helpline Act,Introduced,"Commerce, Science, and Transportation",Jacky Rosen
S.3250,DHS Opioid Detection Resilience Act of 2020,Introduced,Homeland Security and Governmental Affairs,John Cornyn
S.3249,Motorcyclist Advisory Council Reauthorization Act,Introduced,Environment and Public Works,Ron Johnson
S.3248,United States Anti-Doping Agency Reauthorization Act of 2020,Introduced,"Commerce, Science, and Transportation",Jerry Moran
S.3247,Fracking Ban Act,Introduced,Energy and Natural Resources,Bernard Sanders
S.3246,SMART Act,Introduced,"Commerce, Science, and Transportation",John Kennedy
S.3245,WORKER Act,Introduced,"Health, Education, Labor, and Pensions",Catherine Cortez Masto
S.3244,HERO Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Jacky Rosen
S.3243,Simplifying Access to Student Loan Information Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Jeanne Shaheen
S.3242,Safeguarding Americans' Private Records Act of 2020,Introduced,Judiciary,Ron Wyden
S.3241,"A bill to amend the John D. Dingell, Jr. Conservation, Management, and Recreation Act to establish the Cerro de la Olla Wilderness in the Rio Grande del Norte National Monument, New Mexico.",Introduced,Energy and Natural Resources,Martin Heinrich
S.3240,Trafficking Survivors Relief Act of 2020,Introduced,Judiciary,Kirsten E. Gillibrand
S.3239,"William T. Coleman, Jr., Department of Transportation Headquarters Act",Introduced,Environment and Public Works,Roger F. Wicker
S.3238,Preventive Home Visit Act,Introduced,Finance,Angus S. King Jr.
S.3237,WELL Seniors Act of 2020,Introduced,Finance,Angus S. King Jr.
S.3236,Unborn Child Support Act,Introduced,Finance,Kevin Cramer
S.3235,Veterans Posttraumatic Growth Act,Introduced,Veterans' Affairs,Martha McSally
S.3234,Social Security Solvency and Sustainability Act,Introduced,Finance,Rand Paul
S.3233,Hemophilia SNF Access Act,Introduced,Finance,Robert Menendez
S.3232,PLACE Act,Introduced,Finance,Brian Schatz
S.3231,FAIR Act,Introduced,Homeland Security and Governmental Affairs,Brian Schatz
S.3230,TA SUPPORT Act,Introduced,Finance,Catherine Cortez Masto
S.3229,Solar and Geothermal Tax Credit Expansion Act,Introduced,Finance,Catherine Cortez Masto
S.3228,Justice for Victims of Hate Crimes Act,Introduced,Judiciary,Amy Klobuchar
S.3227,Prevent Future American Sickness Act of 2020,Introduced,Environment and Public Works,Bernard Sanders
S.3226,Pregnant Women Health and Safety Act of 2020,Introduced,Judiciary,John Kennedy
S.3225,Eliminating Leftover Expenses for Campaigns from Taxpayers (ELECT) Act of 2020,Introduced,Finance,Joni Ernst
S.3224,VA Research Approval Efficiency Act of 2020,Introduced,Veterans' Affairs,Bill Cassidy
S.3223,Resources to Prevent Youth Vaping Act,Introduced,"Health, Education, Labor, and Pensions",Jeanne Shaheen
S.3222,Student and Student Athlete Opioid Misuse Prevention Act,Introduced,"Health, Education, Labor, and Pensions",Jeanne Shaheen
S.3221,Farm System Reform Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry",Cory A. Booker
S.3220,Ensuring Access to Direct Support Professionals Act,Introduced,Finance,Rob Portman
S.3219,Respect Graduate Student Workers Act,Introduced,"Health, Education, Labor, and Pensions",Bernard Sanders
S.3218,Protecting Community Television Act,Introduced,"Commerce, Science, and Transportation",Edward J. Markey
S.3217,National Heritage Area Act,Introduced,Energy and Natural Resources,Debbie Stabenow
S.3216,Access to Breast Cancer Diagnosis Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Roy Blunt
S.3215,Accountable Capitalism Act,Introduced,"Commerce, Science, and Transportation",Elizabeth Warren
S.3214,MATCH Act of 2020,Introduced,"Agriculture, Nutrition, and Forestry",Mitt Romney
S.3213,Bank Merger Review Modernization Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Elizabeth Warren
S.3212,Public Housing Emergency Response Act,Introduced,"Banking, Housing, and Urban Affairs",Elizabeth Warren
S.3211,Clean Water Allotment Modernization Act,Introduced,Environment and Public Works,Marco Rubio
S.3210,Improving Mental Health Care for Veterans Act of 2020,Introduced,Veterans' Affairs,Bill Cassidy
S.3209,Campus Fire Safety Education Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Robert Menendez
S.3208,Regulatory Accountability Act,Introduced,Homeland Security and Governmental Affairs,Rob Portman
S.3207,Cybersecurity State Coordinator Act of 2020,Introduced,Homeland Security and Governmental Affairs,Margaret Wood Hassan
S.3206,Accessible Voting Act of 2020,Introduced,Rules and Administration,Robert P. Casey Jr.
S.3205,SECURE Small Business Act,Introduced,Small Business and Entrepreneurship,Catherine Cortez Masto
S.3204,FEMA Climate Change Preparedness Act,Introduced,Homeland Security and Governmental Affairs,Edward J. Markey
S.3203,Department of Veterans Affairs Therapeutic Medical Physicist Pay Cap Relief Act,Introduced,Veterans' Affairs,Tim Kaine
S.3202,End Speculative Oil and Gas Leasing Act of 2020,Introduced,Energy and Natural Resources,Catherine Cortez Masto
S.3201,Temporary Reauthorization and Study of the Emergency Scheduling of Fentanyl Analogues Act,Became Law,Energy and Commerce; Judiciary; Ways and Means,Lindsey Graham
S.3200,Chronic Disease Management Act of 2020,Introduced,Finance,John Thune
S.3199,Border Patrol Pay Security Act of 2020,Introduced,"Health, Education, Labor, and Pensions",John Cornyn
S.3198,Suicide Prevention Act,Introduced,"Health, Education, Labor, and Pensions",Jack Reed
S.3197,Ending China's Exit Ban for American Citizens Act of 2020,Introduced,Judiciary,Edward J. Markey
S.3196,Bear Protection Act of 2020,Introduced,Environment and Public Works,John Kennedy
S.3195,Promoting Coordination for Veteran Suicide Prevention Act of 2020,Introduced,Veterans' Affairs,Bill Cassidy
S.3194,Improving Access to Health Care in Rural and Underserved Areas Act,Introduced,"Health, Education, Labor, and Pensions",Jacky Rosen
S.3193,Federal Initiative to Guarantee Health by Targeting Fentanyl Act,Introduced,01/15/2020 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 405. (All Actions),Rob Portman
S.3192,National Air Grant Fellowship Program Act of 2020,Introduced,"Commerce, Science, and Transportation",Maria Cantwell
S.3191,Industries of the Future Act of 2020,Introduced,"Commerce, Science, and Transportation",Roger F. Wicker
S.3190,Domestic Terrorism Prevention Act of 2020,Introduced,Judiciary,Richard J. Durbin
S.3189,A bill to use proceeds from spectrum auctions to support supply chain innovation and multilateral security.,Introduced,"Commerce, Science, and Transportation",Mark R. Warner
S.3188,Advanced Manufacturing Jobs in America Act,Introduced,"Health, Education, Labor, and Pensions",Jacky Rosen
S.3187,"A bill to permit the Scipio A. Jones Post Office in Little Rock, Arkansas, to accept and display a portrait of Scipio A. Jones, and for other purposes.",Introduced,Homeland Security and Governmental Affairs,John Boozman
S.3186,"A bill to amend title 40, United States Code, to modify the definition of Appalachian region.",Introduced,Environment and Public Works,Lindsey Graham
S.3185,Bogus Bonus Ban Act of 2020,Introduced,Homeland Security and Governmental Affairs,Joni Ernst
S.3184,Federal Employees and Retirees with Delinquent Tax Debt Initiative (FERDI) Act,Introduced,Finance,Mike Braun
S.3183,Safe Routes to All Schools Act,Introduced,Environment and Public Works,Catherine Cortez Masto
S.3182,HEALTH Act,Introduced,Veterans' Affairs,Dan Sullivan
S.3181,Inspiring Nationally Vibrant Economies Sustaining Tribes Act of 2020,Introduced,Finance,Lisa Murkowski
S.3180,Responsibility in Drug Advertising Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Angus S. King Jr.
S.3179,Family Support Services for Addiction Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Kirsten E. Gillibrand
S.3178,Restoring Tax Fairness for States and Localities Act,Introduced,Finance,Charles E. Schumer
S.3177,Strengthening Oversight for Veterans Act of 2020,Introduced,Veterans' Affairs,Jon Tester
S.3176,United States-Israel Security Assistance Authorization Act of 2020,Introduced,Foreign Relations,Marco Rubio
S.3175,Smart Transportation Advancement and Transition Act,Introduced,"Commerce, Science, and Transportation",Catherine Cortez Masto
S.3174,Reversing the Youth Tobacco Epidemic Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Sherrod Brown
S.3173,Abortion Is Not Health Care Act of 2020,Introduced,Finance,Mike Lee
S.3172,Black Lung Benefits Disability Trust Fund Solvency Act of 2020,Introduced,Finance,Joe Manchin III
S.3171,Protect and Restore America's Estuaries Act,Introduced,Environment and Public Works,Sheldon Whitehouse
S.3170,Providing Urgent Maternal Protections for Nursing Mothers Act,Introduced,"Health, Education, Labor, and Pensions",Jeff Merkley
S.3169,Researching and Ending Disparities by Understanding and Creating Equity Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Cory A. Booker
S.3168,Preparing and Resourcing Our Student Parents and Early Childhood Teachers Act,Introduced,"Health, Education, Labor, and Pensions",Cory A. Booker
S.3167,Creating a Respectful and Open World for Natural Hair Act of 2019,Introduced,Judiciary,Cory A. Booker
S.3166,Prescription Drug Affordability and Access Act,Introduced,"Health, Education, Labor, and Pensions",Cory A. Booker
S.3165,SESTA/FOSTA Examination of Secondary Effects for Sex Workers Study Act,Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3164,Remove the Stain Act,Introduced,Armed Services,Elizabeth Warren
S.3163,Medical Innovation Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3162,Affordable Drug Manufacturing Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3161,National Biomedical Research Act,Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3160,Affordable Safe Drinking Water Act of 2020,Introduced,Environment and Public Works,Elizabeth Warren
S.3159,No War Against Iran Act,Introduced,Foreign Relations,Bernard Sanders
S.3158,Diversifying by Investing in Educators and Students to Improve Outcomes For Youth Act,Introduced,"Health, Education, Labor, and Pensions",Cory A. Booker
S.3157,Superfund Polluter Pays Restoration Act of 2020,Introduced,Finance,Cory A. Booker
S.3156,January 8th National Memorial Act,Introduced,Energy and Natural Resources,Martha McSally
S.3155,Success for Rural Students and Communities Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Susan M. Collins
S.3154,Tribal Child Support Enforcement Act,Introduced,Finance,John Thune
S.3153,A bill to prohibit the sharing of United States intelligence with countries that permit the operation of Huawei fifth generation telecommunications technology within their borders.,Introduced,Intelligence,Tom Cotton
S.3152,Data Mapping to Save Moms' Lives Act,Introduced,"Commerce, Science, and Transportation",Jacky Rosen
S.3151,Connected Rural Schools Act,Introduced,Energy and Natural Resources,Catherine Cortez Masto
S.3150,Native Plant Species Pilot Program Act of 2020,Introduced,Energy and Natural Resources,Susan M. Collins
S.3149,TRUE EQUITY Act,Introduced,"Health, Education, Labor, and Pensions",Benjamin L. Cardin
S.3148,Stopping Overdoses of Fentanyl Analogues Act,Introduced,01/03/2020 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 398. (All Actions),Ron Johnson
S.3147,Improving Safety and Security for Veterans Act of 2019,Passed Senate,Veterans' Affairs,Joe Manchin III
S.3146,"A bill to ensure a fair process for negotiations of collective bargaining agreements under chapter 71 of title 5, United States Code.",Introduced,Homeland Security and Governmental Affairs,Benjamin L. Cardin
S.3145,Desert National Wildlife Refuge and Nevada Test and Training Range Withdrawal and Management Act,Introduced,Armed Services,Catherine Cortez Masto
S.3144,Youth Workforce Readiness Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Tina Smith
S.3143,Magnet Injury Prevention Act,Introduced,"Commerce, Science, and Transportation",Richard Blumenthal
S.3142,Increasing Efficiency of All United States-Based Terrorism Information Sharing Act of 2019,Introduced,Intelligence,Margaret Wood Hassan
S.3141,Food Donation Improvement Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry",Pat Toomey
S.3140,American Wild Game and Livestock Protection Act,Introduced,Environment and Public Works,Mike Lee
S.3139,Lawful Interstate Transportation of Firearms Act,Introduced,Judiciary,Steve Daines
S.3138,Parental Accessibility Rights for Emergency and Negligent Treatment Act,Introduced,Finance,Mike Lee
S.3137,Parental Right to Know Act,Introduced,Finance,Mike Lee
S.3136,Small Business Start-up Savings Accounts Act of 2019,Introduced,Finance,Cory Gardner
S.3135,Consortia-Led Energy and Advanced Manufacturing Networks Act of 2019,Introduced,"Commerce, Science, and Transportation",Edward J. Markey
S.3134,A bill to add Ireland to the E-3 nonimmigrant visa program.,Introduced,Judiciary,Pat Toomey
S.3133,Conditional Approval Act,Introduced,"Health, Education, Labor, and Pensions",Mike Braun
S.3132,"A bill to extend the Undertaking Spam, Spyware, And Fraud Enforcement With Enforcers beyond Borders Act of 2006, and for other purposes.",Introduced,"Commerce, Science, and Transportation",Jerry Moran
S.3131,Mirador-Calakmul Basin Maya Security and Conservation Partnership Act of 2019,Introduced,Foreign Relations,James M. Inhofe
S.3130,Servicemembers Self-Defense Act of 2019,Introduced,Armed Services,Rand Paul
S.3129,"Lower Costs, More Cures Act of 2019",Introduced,Finance,Mike Crapo
S.3128,"A bill to amend title 38, United States Code, to reorganize the Chaplain Service of the Department of Veterans Affairs, and for other purposes.",Introduced,Veterans' Affairs,James Lankford
S.3127,Grand Canyon Centennial Protection Act,Introduced,Energy and Natural Resources,Kyrsten Sinema
S.3126,Native Behavioral Health Access Improvement Act of 2019,Introduced,Indian Affairs,Tina Smith
S.3125,"A bill to amend the Internal Revenue Code of 1986 to allow for contributions to the Alzheimer's Research and Caregiving Trust Fund, and for other purposes.",Introduced,Finance,Richard Blumenthal
S.3124,Cruise Passenger Protection Act of 2019,Introduced,"Commerce, Science, and Transportation",Richard Blumenthal
S.3123,State Insurance Regulation Preservation Act,Introduced,"Banking, Housing, and Urban Affairs",Thom Tillis
S.3122,"A bill to amend title 38, United States Code, to require the Secretary of Veterans Affairs to submit to Congress an annual report on suicide among veterans, and for other purposes.",Introduced,Veterans' Affairs,Martha McSally
S.3121,Chiricahua National Park Act,Introduced,Energy and Natural Resources,Martha McSally
S.3120,Yuma Crossing National Heritage Area Reauthorization Act,Introduced,Energy and Natural Resources,Martha McSally
S.3119,Casa Grande Ruins National Monument Boundary Modification Act of 2019,Introduced,Energy and Natural Resources,Martha McSally
S.3118,TRAC Act,Introduced,Homeland Security and Governmental Affairs,Ron Johnson
S.3117,Extinction Prevention Act of 2019,Introduced,Environment and Public Works,Richard Blumenthal
S.3116,Ending the Diagnostic Odyssey Act of 2019,Introduced,Finance,Susan M. Collins
S.3115,Time for Completion Act,Introduced,"Health, Education, Labor, and Pensions",Michael B. Enzi
S.3114,90/10 Accountability for All Act,Introduced,"Health, Education, Labor, and Pensions",Michael B. Enzi
S.3113,Gros Ventre and Assiniboine Tribes of the Fort Belknap Indian Community Water Rights Settlement Act of 2019,Introduced,Indian Affairs,Jon Tester
S.3112,Personalized Care Act of 2019,Introduced,Finance,Ted Cruz
S.3111,Brokered Deposit Affiliate-Subsidiary Modernization Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",David Perdue
S.3110,Identifying Barriers and Best Practices Study Act of 2019,Introduced,Veterans' Affairs,Thom Tillis
S.3109,Interregional Transmission Planning Improvement Act of 2019,Introduced,Energy and Natural Resources,Martin Heinrich
S.3108,Consumer Transaction Account Protection Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Doug Jones
S.3107,Electric Power Infrastructure Improvement Act,Introduced,Finance,Martin Heinrich
S.3106,Reforestation Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry",Tom Udall
S.3105,"A bill to designate the facility of the United States Postal Service located at 456 North Meridian Street in Indianapolis, Indiana, as the ""Richard G. Lugar Post Office"".",Passed Senate,12/19/2019 Held at the desk. (All Actions),Mike Braun
S.3104,Federal Employee Parental Leave Technical Correction Act,Introduced,Homeland Security and Governmental Affairs,Charles E. Schumer
S.3103,Rural Hospital Closure Relief Act of 2019,Introduced,Finance,Richard J. Durbin
S.3102,Measuring Real Income Growth Act of 2019,Introduced,"Commerce, Science, and Transportation",Charles E. Schumer
S.3101,A bill to amend the Internal Revenue Code of 1986 to repeal the limitation on the cover over of distilled spirits taxes to Puerto Rico and the Virgin Islands and to transfer a portion of such cover over to the Puerto Rico Conservation Trust Fund.,Introduced,Finance,Robert Menendez
S.3100,Alaska Native Tribal Health Consortium Land Transfer Act of 2019,Introduced,Indian Affairs,Lisa Murkowski
S.3099,Southeast Alaska Regional Health Consortium Land Transfer Act of 2019,Introduced,Indian Affairs,Lisa Murkowski
S.3098,Jimmy Carter National Historical Park Redesignation Act,Introduced,Energy and Natural Resources,David Perdue
S.3097,A bill to amend the Immigration and Nationality Act to provide an exception from the grounds of inadmissibility for participation in a cannabis business operating in compliance with State law.,Introduced,Judiciary,Cory Gardner
S.3096,PREVENT Act of 2020,Introduced,"Health, Education, Labor, and Pensions",Richard J. Durbin
S.3095,Accessible Instructional Materials in Higher Education Act,Introduced,"Health, Education, Labor, and Pensions",Elizabeth Warren
S.3094,Community Broadband Mapping Act,Introduced,"Agriculture, Nutrition, and Forestry",Jeff Merkley
S.3093,Broadband Speed Act,Introduced,"Commerce, Science, and Transportation",Jeff Merkley
S.3092,Expanding Access to Low-Cost Generics Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Tina Smith
S.3091,Justice for ALS Veterans Act of 2019,Introduced,Veterans' Affairs,Christopher A. Coons
S.3090,Public Housing Fire Safety Act,Introduced,"Banking, Housing, and Urban Affairs",Tina Smith
S.3089,BUILD for Veterans Act of 2019,Introduced,Veterans' Affairs,Jon Tester
S.3088,ACHA Act,Introduced,"Banking, Housing, and Urban Affairs",Tammy Duckworth
S.3087,"A bill to prohibit the Secretary of Veterans Affairs from denying home loans for veterans who legally work in the marijuana industry on the basis of the nature of such work, and for other purposes.",Introduced,Veterans' Affairs,Elizabeth Warren
S.3086,Temporary Judgeship Conversion Act of 2019,Introduced,Judiciary,Jerry Moran
S.3085,Ambulatory Surgical Center Quality and Access Act of 2019,Introduced,Finance,Mike Crapo
S.3084,"A bill to amend title 38, United States Code, to modify the limitation on pay for certain high-level employees and officers of the Department of Veterans Affairs.",Passed Senate,Veterans' Affairs | House,Jerry Moran
S.3083,Family Stability and Opportunity Vouchers Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Todd Young
S.3082,LEVEE Act,Introduced,Environment and Public Works,Kirsten E. Gillibrand
S.3081,Cambodia Democracy Act of 2019,Introduced,Foreign Relations,Cory Gardner
S.3080,Strategic Arctic Naval Focus Act of 2019,Introduced,Armed Services,Dan Sullivan
S.3079,FAA and TSA Family and Medical Leave Act,Introduced,"Commerce, Science, and Transportation",Roger F. Wicker
S.3078,"Audit & Appeals Fairness, Integrity, and Reforms in Medicare Act of 2019",Introduced,Finance,Chuck Grassley
S.3077,"A bill to provide technical and financial support for the completion of the Interstate 11 environmental impact statement, and for other purposes.",Introduced,Environment and Public Works,Martha McSally
S.3076,"An original bill to release a federal reversionary interest in Chester County, Tennessee, to manage certain Federal land in Bath County, Virginia, and for other purposes.",Passed Senate,"Agriculture, Nutrition, and Forestry",Pat Roberts
S.3075,Shawnee Wilderness Designation Act,Introduced,"Agriculture, Nutrition, and Forestry",Mitt Romney
S.3074,"Liver Illness Visibility, Education, and Research Act of 2019",Introduced,"Health, Education, Labor, and Pensions",Tammy Duckworth
S.3073,SANTA Act,Introduced,"Commerce, Science, and Transportation",Bill Cassidy
S.3072,Support And Value Expectant Moms and Babies Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Cindy Hyde-Smith
S.3071,Family Medical Leave Modernization Act,Introduced,"Health, Education, Labor, and Pensions",Richard J. Durbin
S.3070,Preventing Pill Mills Through Data Sharing Act,Introduced,Judiciary,Dianne Feinstein
S.3069,Rocky Mountain National Park Ownership Correction Act,Introduced,Energy and Natural Resources,Cory Gardner
S.3068,Rocky Mountain National Park Boundary Modification Act,Introduced,Energy and Natural Resources,Cory Gardner
S.3067,Non-Opioids Prevent Addiction In the Nation Act,Introduced,Finance,Shelley Moore Capito
S.3066,"A bill to provide for an advisory committee for the prevention of sexual misconduct in the Coast Guard, and for other purposes.",Introduced,"Commerce, Science, and Transportation",Joni Ernst
S.3065,Safe Gun Storage Act of 2019,Introduced,"Commerce, Science, and Transportation",Richard Blumenthal
S.3064,Ukraine Religious Freedom Support Act,Introduced,Foreign Relations,Roger F. Wicker
S.3063,Law Enforcement Trust and Integrity Act of 2019,Introduced,Judiciary,Benjamin L. Cardin
S.3062,Fracturing Responsibility and Awareness of Chemicals Act of 2019,Introduced,Environment and Public Works,Robert P. Casey Jr.
S.3061,Fair Housing for Domestic Violence and Sexual Assault Survivors Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Jeanne Shaheen
S.3060,RPPA Commercial Recreation Concessions Pilot Program Act of 2019,Introduced,Energy and Natural Resources,Martha McSally
S.3059,Combat Sexual Harassment in Housing Act,Introduced,"Banking, Housing, and Urban Affairs",Jeanne Shaheen
S.3058,Foreign Medical School Accountability Fairness Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Richard J. Durbin
S.3057,Modernization of the Older Americans Act Amendments,Introduced,"Health, Education, Labor, and Pensions",Susan M. Collins
S.3056,America's Red Rock Wilderness Act,Introduced,Energy and Natural Resources,Richard J. Durbin
S.3055,Student Loan Repayment Freedom Act,Introduced,"Health, Education, Labor, and Pensions",Lisa Murkowski
S.3054,State-based Education Loan Awareness Act,Introduced,"Health, Education, Labor, and Pensions",Lisa Murkowski
S.3053,Food Safety Modernization for Innovative Technologies Act,Introduced,"Agriculture, Nutrition, and Forestry",Michael B. Enzi
S.3052,United States-Mexico-Canada Agreement Implementation Act,Introduced,Finance,Chuck Grassley
S.3051,America's Conservation Enhancement Act,Introduced,Environment and Public Works,John Barrasso
S.3050,A bill to amend the Federal Financial Institutions Examination Council Act of 1978 to provide designees of the Secretary of Veterans Affairs and the Administrator of the Rural Housing Service of the Department of Agriculture with positions on the Appraisal Subcommittee of the Federal Financial Institutions Examination Council.,Introduced,"Banking, Housing, and Urban Affairs",Jon Tester
S.3049,Laboratory Access for Beneficiaries Act,Introduced,Finance,Sherrod Brown
S.3048,Asylum Seeker Work Authorization Act of 2019,Introduced,Judiciary,Susan M. Collins
S.3047,Creating Opportunities And Leveraging Technologies for Coal Carbon Act of 2019,Introduced,Energy and Natural Resources,John Barrasso
S.3046,Wastewater Efficiency and Treatment Act of 2019,Introduced,Energy and Natural Resources,Jeff Merkley
S.3045,Cybersecurity Vulnerability Identification and Notification Act of 2019,Introduced,Homeland Security and Governmental Affairs,Ron Johnson
S.3044,Western Tribal Water Infrastructure Act of 2019,Introduced,Indian Affairs,Ron Wyden
S.3043,Promoting Aviation Regulations for Technical Training (PARTT) 147 Act of 2019,Introduced,"Commerce, Science, and Transportation",James M. Inhofe
S.3042,Small Passenger Vessel Safety Act of 2019,Introduced,"Commerce, Science, and Transportation",Dianne Feinstein
S.3041,Veterans Health Administration Caregiver Retention and Eligibility Determination Act of 2019,Introduced,Veterans' Affairs,Margaret Wood Hassan
S.3040,Teacher Education for Computer Science Act,Introduced,"Health, Education, Labor, and Pensions",Jacky Rosen
S.3039,"A bill to authorize the Secretary of Veterans Affairs to establish a grant program to conduct cemetery research and produce educational materials for the Veterans Legacy Program, and for other purposes.",Introduced,Veterans' Affairs,Jon Tester
S.3038,Promoting Rigorous and Innovative Cost Efficiencies for Federal Procurement and Acquisitions Act of 2019,Introduced,Homeland Security and Governmental Affairs,Gary C. Peters
S.3037,International Violence Against Women Act of 2019,Introduced,Foreign Relations,Jeanne Shaheen
S.3036,Unsolicited Loan Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Doug Jones
S.3035,Elderly Home Detention Pilot Program Technical Corrections Act of 2019,Introduced,Judiciary,Richard J. Durbin
S.3034,TAA for Automation Act of 2019,Introduced,Finance,Gary C. Peters
S.3033,K-12 Cybersecurity Act of 2019,Introduced,Homeland Security and Governmental Affairs,Gary C. Peters
S.3032,Renewable Energy Transferability Act,Introduced,Finance,Michael F. Bennet
S.3031,Significant Transnational Criminal Organization Designation Act,Introduced,Judiciary,Tom Cotton
S.3030,Eviction Crisis Act of 2019,Introduced,"Banking, Housing, and Urban Affairs",Michael F. Bennet
S.3029,Territories Medicare Prescription Drug Assistance Equity Act of 2019,Introduced,Finance,Robert Menendez
S.3028,Partnerships for Affordability and Student Success Act,Introduced,"Health, Education, Labor, and Pensions",Jack Reed
S.3027,Child Abuse Death Disclosure Act,Introduced,Finance,Sherrod Brown
S.3026,Countering Russian and Other Overseas Kleptocracy Act,Introduced,Foreign Relations,Benjamin L. Cardin
S.3025,Increasing Opportunity for Former Foster Youth Act,Introduced,Finance,Chuck Grassley
S.3024,Hazardous Materials Safety Improvement Act of 2019,Introduced,"Commerce, Science, and Transportation",John Kennedy
S.3023,Pediatricians Accelerate Childhood Therapies Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Joni Ernst
S.3022,Southwest Tourism Expansion Act,Introduced,Judiciary,Martha McSally
S.3021,Gluten in Medicine Disclosure Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Richard Blumenthal
S.3020,Commitment to Veteran Support and Outreach Act,Introduced,Veterans' Affairs,Tammy Baldwin
S.3019,Montana Water Rights Protection Act,Introduced,Indian Affairs,Steve Daines
S.3018,A bill to require the United States Executive Director of the International Bank for Reconstruction and Development to oppose assistance by the Bank for any country that exceeds the graduation threshold of the Bank and is of concern with respect to religious freedom.,Introduced,Foreign Relations,Chuck Grassley
S.3017,Accountability for World Bank Loans to China Act of 2019,Introduced,Foreign Relations,Chuck Grassley
S.3016,Real Marketing Edible Artificials Truthfully Act of 2019,Introduced,"Health, Education, Labor, and Pensions",Deb Fischer
S.3015,Locality Pay Equity Act of 2019,Introduced,Homeland Security and Governmental Affairs,Robert P. Casey Jr.
S.3014,Preventing the Spread of Nuclear Weapons Act of 2019,Introduced,Foreign Relations,Edward J. Markey
S.3013,Encouraging Innovative Benefit Design to Lower Costs for Seniors Act,Introduced,Finance,Pat Toomey
S.3012,Private Security Officer Screening Improvement Act of 2019,Introduced,Judiciary,Pat Toomey
S.3011,Affordable Housing for Educational Achievement Demonstration Act,Introduced,"Health, Education, Labor, and Pensions",Patty Murray
S.3010,"Supporting and Empowering the Nation to Improve Outcomes that Reaffirm Careers, Activities, and Recreation for the Elderly Act",Introduced,Finance,Rob Portman
S.3009,Prevent Government Shutdowns Act of 2019,Introduced,12/11/2019 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 321. (All Actions),James Lankford
S.3008,Service-Disabled Veterans Small Business Continuation Act,Introduced,Small Business and Entrepreneurship,John Cornyn
S.3007,Eliminate Network Distribution of Child Exploitation Act,Introduced,Judiciary,Marsha Blackburn
