names,descriptions,statuses,bill_committees,sponsors
S.3258,A bill to foster the implementation of the policy of the United States to achieve 355 battle force ships as soon as practicable.,Introduced,Armed Services,"Sen. Wicker, Roger F. [R-MS]"
S.3257,"A bill to designate the facility of the United States Postal Service located at 311 West Wisconsin Avenue in Tomahawk, Wisconsin, as the ""Einar 'Sarge' H. Ingman, Jr. Post Office Building"".",Introduced,Homeland Security and Governmental Affairs,"Sen. Johnson, Ron [R-WI]"
S.3256,"A bill to permit employees to require changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes.",Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3255,"A bill to repeal the authority under the National Labor Relations Act for States to enact laws prohibiting agreements requiring membership in a labor organization as a condition of employment, and for other purposes.",Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3254,"A bill to end the epidemic of gun violence and build safer communities by strengthening Federal firearms laws and supporting gun violence research, intervention, and prevention initiatives.",Introduced,Finance,"Sen. Warren, Elizabeth [D-MA]"
S.3253,Innovators to Entrepreneurs Act of 2020,Introduced,"Commerce, Science, and Transportation","Sen. Coons, Christopher A. [D-DE]"
S.3252,Teleabortion Prevention Act of 2020,Introduced,Judiciary,"Sen. Cassidy, Bill [R-LA]"
S.3251,Veterans Assistance Helpline Act,Introduced,"Commerce, Science, and Transportation","Sen. Rosen, Jacky [D-NV]"
S.3250,DHS Opioid Detection Resilience Act of 2020,Introduced,Homeland Security and Governmental Affairs,"Sen. Cornyn, John [R-TX]"
S.3249,Motorcyclist Advisory Council Reauthorization Act,Introduced,Environment and Public Works,"Sen. Johnson, Ron [R-WI]"
S.3248,United States Anti-Doping Agency Reauthorization Act of 2020,Introduced,"Commerce, Science, and Transportation","Sen. Moran, Jerry [R-KS]"
S.3247,Fracking Ban Act,Introduced,Energy and Natural Resources,"Sen. Sanders, Bernard [I-VT]"
S.3246,SMART Act,Introduced,"Commerce, Science, and Transportation","Sen. Kennedy, John [R-LA]"
S.3245,WORKER Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Cortez Masto, Catherine  [D-NV]"
S.3244,HERO Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Rosen, Jacky [D-NV]"
S.3243,Simplifying Access to Student Loan Information Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Shaheen, Jeanne [D-NH]"
S.3242,Safeguarding Americans' Private Records Act of 2020,Introduced,Judiciary,"Sen. Wyden, Ron [D-OR]"
S.3241,"A bill to amend the John D. Dingell, Jr. Conservation, Management, and Recreation Act to establish the Cerro de la Olla Wilderness in the Rio Grande del Norte National Monument, New Mexico.",Introduced,Energy and Natural Resources,"Sen. Heinrich, Martin [D-NM]"
S.3240,Trafficking Survivors Relief Act of 2020,Introduced,Judiciary,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3239,"William T. Coleman, Jr., Department of Transportation Headquarters Act",Introduced,Environment and Public Works,"Sen. Wicker, Roger F. [R-MS]"
S.3238,Preventive Home Visit Act,Introduced,Finance,"Sen. King, Angus S., Jr. [I-ME]"
S.3237,WELL Seniors Act of 2020,Introduced,Finance,"Sen. King, Angus S., Jr. [I-ME]"
S.3236,Unborn Child Support Act,Introduced,Finance,"Sen. Cramer, Kevin [R-ND]"
S.3235,Veterans Posttraumatic Growth Act,Introduced,Veterans' Affairs,"Sen. McSally, Martha [R-AZ]"
S.3234,Social Security Solvency and Sustainability Act,Introduced,Finance,"Sen. Paul, Rand [R-KY]"
S.3233,Hemophilia SNF Access Act,Introduced,Finance,"Sen. Menendez, Robert [D-NJ]"
S.3232,PLACE Act,Introduced,Finance,"Sen. Schatz, Brian [D-HI]"
S.3231,FAIR Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Schatz, Brian [D-HI]"
S.3230,TA SUPPORT Act,Introduced,Finance,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3229,Solar and Geothermal Tax Credit Expansion Act,Introduced,Finance,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3228,Justice for Victims of Hate Crimes Act,Introduced,Judiciary,"Sen. Klobuchar, Amy [D-MN]"
S.3227,Prevent Future American Sickness Act of 2020,Introduced,Environment and Public Works,"Sen. Sanders, Bernard [I-VT]"
S.3226,Pregnant Women Health and Safety Act of 2020,Introduced,Judiciary,"Sen. Kennedy, John [R-LA]"
S.3225,Eliminating Leftover Expenses for Campaigns from Taxpayers (ELECT) Act of 2020,Introduced,Finance,"Sen. Ernst, Joni  [R-IA]"
S.3224,VA Research Approval Efficiency Act of 2020,Introduced,Veterans' Affairs,"Sen. Cassidy, Bill [R-LA]"
S.3223,Resources to Prevent Youth Vaping Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Shaheen, Jeanne [D-NH]"
S.3222,Student and Student Athlete Opioid Misuse Prevention Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Shaheen, Jeanne [D-NH]"
S.3221,Farm System Reform Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Booker, Cory A. [D-NJ]"
S.3220,Ensuring Access to Direct Support Professionals Act,Introduced,Finance,"Sen. Portman, Rob [R-OH]"
S.3219,Respect Graduate Student Workers Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Sanders, Bernard [I-VT]"
S.3218,Protecting Community Television Act,Introduced,"Commerce, Science, and Transportation","Sen. Markey, Edward J. [D-MA]"
S.3217,National Heritage Area Act,Introduced,Energy and Natural Resources,"Sen. Stabenow, Debbie [D-MI]"
S.3216,Access to Breast Cancer Diagnosis Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Blunt, Roy [R-MO]"
S.3215,Accountable Capitalism Act,Introduced,"Commerce, Science, and Transportation","Sen. Warren, Elizabeth [D-MA]"
S.3214,MATCH Act of 2020,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Romney, Mitt  [R-UT]"
S.3213,Bank Merger Review Modernization Act of 2019,Introduced,"Banking, Housing, and Urban Affairs","Sen. Warren, Elizabeth [D-MA]"
S.3212,Public Housing Emergency Response Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Warren, Elizabeth [D-MA]"
S.3211,Clean Water Allotment Modernization Act,Introduced,Environment and Public Works,"Sen. Rubio, Marco [R-FL]"
S.3210,Improving Mental Health Care for Veterans Act of 2020,Introduced,Veterans' Affairs,"Sen. Cassidy, Bill [R-LA]"
S.3209,Campus Fire Safety Education Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Menendez, Robert [D-NJ]"
S.3208,Regulatory Accountability Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Portman, Rob [R-OH]"
S.3207,Cybersecurity State Coordinator Act of 2020,Introduced,Homeland Security and Governmental Affairs,"Sen. Hassan, Margaret Wood [D-NH]"
S.3206,Accessible Voting Act of 2020,Introduced,Rules and Administration,"Sen. Casey, Robert P., Jr. [D-PA]"
S.3205,SECURE Small Business Act,Introduced,Small Business and Entrepreneurship,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3204,FEMA Climate Change Preparedness Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Markey, Edward J. [D-MA]"
S.3203,Department of Veterans Affairs Therapeutic Medical Physicist Pay Cap Relief Act,Introduced,Veterans' Affairs,"Sen. Kaine, Tim [D-VA]"
S.3202,End Speculative Oil and Gas Leasing Act of 2020,Introduced,Energy and Natural Resources,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3201,Temporary Reauthorization and Study of the Emergency Scheduling of Fentanyl Analogues Act,Became Law,Energy and Commerce; Judiciary; Ways and Means,"Sen. Graham, Lindsey [R-SC]"
S.3200,Chronic Disease Management Act of 2020,Introduced,Finance,"Sen. Thune, John [R-SD]"
S.3199,Border Patrol Pay Security Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Cornyn, John [R-TX]"
S.3198,Suicide Prevention Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Reed, Jack [D-RI]"
S.3197,Ending China's Exit Ban for American Citizens Act of 2020,Introduced,Judiciary,"Sen. Markey, Edward J. [D-MA]"
S.3196,Bear Protection Act of 2020,Introduced,Environment and Public Works,"Sen. Kennedy, John [R-LA]"
S.3195,Promoting Coordination for Veteran Suicide Prevention Act of 2020,Introduced,Veterans' Affairs,"Sen. Cassidy, Bill [R-LA]"
S.3194,Improving Access to Health Care in Rural and Underserved Areas Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Rosen, Jacky [D-NV]"
S.3193,Federal Initiative to Guarantee Health by Targeting Fentanyl Act,Introduced,01/15/2020 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 405. (All Actions),"Sen. Portman, Rob [R-OH]"
S.3192,National Air Grant Fellowship Program Act of 2020,Introduced,"Commerce, Science, and Transportation","Sen. Cantwell, Maria [D-WA]"
S.3191,Industries of the Future Act of 2020,Introduced,"Commerce, Science, and Transportation","Sen. Wicker, Roger F. [R-MS]"
S.3190,Domestic Terrorism Prevention Act of 2020,Introduced,Judiciary,"Sen. Durbin, Richard J. [D-IL]"
S.3189,A bill to use proceeds from spectrum auctions to support supply chain innovation and multilateral security.,Introduced,"Commerce, Science, and Transportation","Sen. Warner, Mark R. [D-VA]"
S.3188,Advanced Manufacturing Jobs in America Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Rosen, Jacky [D-NV]"
S.3187,"A bill to permit the Scipio A. Jones Post Office in Little Rock, Arkansas, to accept and display a portrait of Scipio A. Jones, and for other purposes.",Introduced,Homeland Security and Governmental Affairs,"Sen. Boozman, John [R-AR]"
S.3186,"A bill to amend title 40, United States Code, to modify the definition of Appalachian region.",Introduced,Environment and Public Works,"Sen. Graham, Lindsey [R-SC]"
S.3185,Bogus Bonus Ban Act of 2020,Introduced,Homeland Security and Governmental Affairs,"Sen. Ernst, Joni  [R-IA]"
S.3184,Federal Employees and Retirees with Delinquent Tax Debt Initiative (FERDI) Act,Introduced,Finance,"Sen. Braun, Mike  [R-IN]"
S.3183,Safe Routes to All Schools Act,Introduced,Environment and Public Works,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3182,HEALTH Act,Introduced,Veterans' Affairs,"Sen. Sullivan, Dan  [R-AK]"
S.3181,Inspiring Nationally Vibrant Economies Sustaining Tribes Act of 2020,Introduced,Finance,"Sen. Murkowski, Lisa [R-AK]"
S.3180,Responsibility in Drug Advertising Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. King, Angus S., Jr. [I-ME]"
S.3179,Family Support Services for Addiction Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Gillibrand, Kirsten E. [D-NY]"
S.3178,Restoring Tax Fairness for States and Localities Act,Introduced,Finance,"Sen. Schumer, Charles E. [D-NY]"
S.3177,Strengthening Oversight for Veterans Act of 2020,Introduced,Veterans' Affairs,"Sen. Tester, Jon [D-MT]"
S.3176,United States-Israel Security Assistance Authorization Act of 2020,Introduced,Foreign Relations,"Sen. Rubio, Marco [R-FL]"
S.3175,Smart Transportation Advancement and Transition Act,Introduced,"Commerce, Science, and Transportation","Sen. Cortez Masto, Catherine  [D-NV]"
S.3174,Reversing the Youth Tobacco Epidemic Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Brown, Sherrod [D-OH]"
S.3173,Abortion Is Not Health Care Act of 2020,Introduced,Finance,"Sen. Lee, Mike [R-UT]"
S.3172,Black Lung Benefits Disability Trust Fund Solvency Act of 2020,Introduced,Finance,"Sen. Manchin, Joe, III [D-WV]"
S.3171,Protect and Restore America's Estuaries Act,Introduced,Environment and Public Works,"Sen. Whitehouse, Sheldon [D-RI]"
S.3170,Providing Urgent Maternal Protections for Nursing Mothers Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Merkley, Jeff [D-OR]"
S.3169,Researching and Ending Disparities by Understanding and Creating Equity Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.3168,Preparing and Resourcing Our Student Parents and Early Childhood Teachers Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.3167,Creating a Respectful and Open World for Natural Hair Act of 2019,Introduced,Judiciary,"Sen. Booker, Cory A. [D-NJ]"
S.3166,Prescription Drug Affordability and Access Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.3165,SESTA/FOSTA Examination of Secondary Effects for Sex Workers Study Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3164,Remove the Stain Act,Introduced,Armed Services,"Sen. Warren, Elizabeth [D-MA]"
S.3163,Medical Innovation Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3162,Affordable Drug Manufacturing Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3161,National Biomedical Research Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3160,Affordable Safe Drinking Water Act of 2020,Introduced,Environment and Public Works,"Sen. Warren, Elizabeth [D-MA]"
S.3159,No War Against Iran Act,Introduced,Foreign Relations,"Sen. Sanders, Bernard [I-VT]"
S.3158,Diversifying by Investing in Educators and Students to Improve Outcomes For Youth Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Booker, Cory A. [D-NJ]"
S.3157,Superfund Polluter Pays Restoration Act of 2020,Introduced,Finance,"Sen. Booker, Cory A. [D-NJ]"
S.3156,January 8th National Memorial Act,Introduced,Energy and Natural Resources,"Sen. McSally, Martha [R-AZ]"
S.3155,Success for Rural Students and Communities Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Collins, Susan M. [R-ME]"
S.3154,Tribal Child Support Enforcement Act,Introduced,Finance,"Sen. Thune, John [R-SD]"
S.3153,A bill to prohibit the sharing of United States intelligence with countries that permit the operation of Huawei fifth generation telecommunications technology within their borders.,Introduced,Intelligence,"Sen. Cotton, Tom [R-AR]"
S.3152,Data Mapping to Save Moms' Lives Act,Introduced,"Commerce, Science, and Transportation","Sen. Rosen, Jacky [D-NV]"
S.3151,Connected Rural Schools Act,Introduced,Energy and Natural Resources,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3150,Native Plant Species Pilot Program Act of 2020,Introduced,Energy and Natural Resources,"Sen. Collins, Susan M. [R-ME]"
S.3149,TRUE EQUITY Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Cardin, Benjamin L. [D-MD]"
S.3148,Stopping Overdoses of Fentanyl Analogues Act,Introduced,01/03/2020 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 398. (All Actions),"Sen. Johnson, Ron [R-WI]"
S.3147,Improving Safety and Security for Veterans Act of 2019,Passed Senate,Veterans' Affairs,"Sen. Manchin, Joe, III [D-WV]"
S.3146,"A bill to ensure a fair process for negotiations of collective bargaining agreements under chapter 71 of title 5, United States Code.",Introduced,Homeland Security and Governmental Affairs,"Sen. Cardin, Benjamin L. [D-MD]"
S.3145,Desert National Wildlife Refuge and Nevada Test and Training Range Withdrawal and Management Act,Introduced,Armed Services,"Sen. Cortez Masto, Catherine  [D-NV]"
S.3144,Youth Workforce Readiness Act of 2019,Introduced,"Health, Education, Labor, and Pensions","Sen. Smith, Tina  [D-MN]"
S.3143,Magnet Injury Prevention Act,Introduced,"Commerce, Science, and Transportation","Sen. Blumenthal, Richard [D-CT]"
S.3142,Increasing Efficiency of All United States-Based Terrorism Information Sharing Act of 2019,Introduced,Intelligence,"Sen. Hassan, Margaret Wood [D-NH]"
S.3141,Food Donation Improvement Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Toomey, Pat [R-PA]"
S.3140,American Wild Game and Livestock Protection Act,Introduced,Environment and Public Works,"Sen. Lee, Mike [R-UT]"
S.3139,Lawful Interstate Transportation of Firearms Act,Introduced,Judiciary,"Sen. Daines, Steve [R-MT]"
S.3138,Parental Accessibility Rights for Emergency and Negligent Treatment Act,Introduced,Finance,"Sen. Lee, Mike [R-UT]"
S.3137,Parental Right to Know Act,Introduced,Finance,"Sen. Lee, Mike [R-UT]"
S.3136,Small Business Start-up Savings Accounts Act of 2019,Introduced,Finance,"Sen. Gardner, Cory [R-CO]"
S.3135,Consortia-Led Energy and Advanced Manufacturing Networks Act of 2019,Introduced,"Commerce, Science, and Transportation","Sen. Markey, Edward J. [D-MA]"
S.3134,A bill to add Ireland to the E-3 nonimmigrant visa program.,Introduced,Judiciary,"Sen. Toomey, Pat [R-PA]"
S.3133,Conditional Approval Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Braun, Mike  [R-IN]"
S.3132,"A bill to extend the Undertaking Spam, Spyware, And Fraud Enforcement With Enforcers beyond Borders Act of 2006, and for other purposes.",Introduced,"Commerce, Science, and Transportation","Sen. Moran, Jerry [R-KS]"
S.3131,Mirador-Calakmul Basin Maya Security and Conservation Partnership Act of 2019,Introduced,Foreign Relations,"Sen. Inhofe, James M. [R-OK]"
S.3130,Servicemembers Self-Defense Act of 2019,Introduced,Armed Services,"Sen. Paul, Rand [R-KY]"
S.3129,"Lower Costs, More Cures Act of 2019",Introduced,Finance,"Sen. Crapo, Mike [R-ID]"
S.3128,"A bill to amend title 38, United States Code, to reorganize the Chaplain Service of the Department of Veterans Affairs, and for other purposes.",Introduced,Veterans' Affairs,"Sen. Lankford, James [R-OK]"
S.3127,Grand Canyon Centennial Protection Act,Introduced,Energy and Natural Resources,"Sen. Sinema, Kyrsten [D-AZ]"
S.3126,Native Behavioral Health Access Improvement Act of 2019,Introduced,Indian Affairs,"Sen. Smith, Tina  [D-MN]"
S.3125,"A bill to amend the Internal Revenue Code of 1986 to allow for contributions to the Alzheimer's Research and Caregiving Trust Fund, and for other purposes.",Introduced,Finance,"Sen. Blumenthal, Richard [D-CT]"
S.3124,Cruise Passenger Protection Act of 2019,Introduced,"Commerce, Science, and Transportation","Sen. Blumenthal, Richard [D-CT]"
S.3123,State Insurance Regulation Preservation Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Tillis, Thom [R-NC]"
S.3122,"A bill to amend title 38, United States Code, to require the Secretary of Veterans Affairs to submit to Congress an annual report on suicide among veterans, and for other purposes.",Introduced,Veterans' Affairs,"Sen. McSally, Martha [R-AZ]"
S.3121,Chiricahua National Park Act,Introduced,Energy and Natural Resources,"Sen. McSally, Martha [R-AZ]"
S.3120,Yuma Crossing National Heritage Area Reauthorization Act,Introduced,Energy and Natural Resources,"Sen. McSally, Martha [R-AZ]"
S.3119,Casa Grande Ruins National Monument Boundary Modification Act of 2019,Introduced,Energy and Natural Resources,"Sen. McSally, Martha [R-AZ]"
S.3118,TRAC Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Johnson, Ron [R-WI]"
S.3117,Extinction Prevention Act of 2019,Introduced,Environment and Public Works,"Sen. Blumenthal, Richard [D-CT]"
S.3116,Ending the Diagnostic Odyssey Act of 2019,Introduced,Finance,"Sen. Collins, Susan M. [R-ME]"
S.3115,Time for Completion Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Enzi, Michael B. [R-WY]"
S.3114,90/10 Accountability for All Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Enzi, Michael B. [R-WY]"
S.3113,Gros Ventre and Assiniboine Tribes of the Fort Belknap Indian Community Water Rights Settlement Act of 2019,Introduced,Indian Affairs,"Sen. Tester, Jon [D-MT]"
S.3112,Personalized Care Act of 2019,Introduced,Finance,"Sen. Cruz, Ted [R-TX]"
S.3111,Brokered Deposit Affiliate-Subsidiary Modernization Act of 2019,Introduced,"Banking, Housing, and Urban Affairs","Sen. Perdue, David [R-GA]"
S.3110,Identifying Barriers and Best Practices Study Act of 2019,Introduced,Veterans' Affairs,"Sen. Tillis, Thom [R-NC]"
S.3109,Interregional Transmission Planning Improvement Act of 2019,Introduced,Energy and Natural Resources,"Sen. Heinrich, Martin [D-NM]"
S.3108,Consumer Transaction Account Protection Act of 2019,Introduced,"Banking, Housing, and Urban Affairs","Sen. Jones, Doug  [D-AL]"
S.3107,Electric Power Infrastructure Improvement Act,Introduced,Finance,"Sen. Heinrich, Martin [D-NM]"
S.3106,Reforestation Act of 2019,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Udall, Tom [D-NM]"
S.3105,"A bill to designate the facility of the United States Postal Service located at 456 North Meridian Street in Indianapolis, Indiana, as the ""Richard G. Lugar Post Office"".",Passed Senate,12/19/2019 Held at the desk. (All Actions),"Sen. Braun, Mike  [R-IN]"
S.3104,Federal Employee Parental Leave Technical Correction Act,Introduced,Homeland Security and Governmental Affairs,"Sen. Schumer, Charles E. [D-NY]"
S.3103,Rural Hospital Closure Relief Act of 2019,Introduced,Finance,"Sen. Durbin, Richard J. [D-IL]"
S.3102,Measuring Real Income Growth Act of 2019,Introduced,"Commerce, Science, and Transportation","Sen. Schumer, Charles E. [D-NY]"
S.3101,A bill to amend the Internal Revenue Code of 1986 to repeal the limitation on the cover over of distilled spirits taxes to Puerto Rico and the Virgin Islands and to transfer a portion of such cover over to the Puerto Rico Conservation Trust Fund.,Introduced,Finance,"Sen. Menendez, Robert [D-NJ]"
S.3100,Alaska Native Tribal Health Consortium Land Transfer Act of 2019,Introduced,Indian Affairs,"Sen. Murkowski, Lisa [R-AK]"
S.3099,Southeast Alaska Regional Health Consortium Land Transfer Act of 2019,Introduced,Indian Affairs,"Sen. Murkowski, Lisa [R-AK]"
S.3098,Jimmy Carter National Historical Park Redesignation Act,Introduced,Energy and Natural Resources,"Sen. Perdue, David [R-GA]"
S.3097,A bill to amend the Immigration and Nationality Act to provide an exception from the grounds of inadmissibility for participation in a cannabis business operating in compliance with State law.,Introduced,Judiciary,"Sen. Gardner, Cory [R-CO]"
S.3096,PREVENT Act of 2020,Introduced,"Health, Education, Labor, and Pensions","Sen. Durbin, Richard J. [D-IL]"
S.3095,Accessible Instructional Materials in Higher Education Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Warren, Elizabeth [D-MA]"
S.3094,Community Broadband Mapping Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Merkley, Jeff [D-OR]"
S.3093,Broadband Speed Act,Introduced,"Commerce, Science, and Transportation","Sen. Merkley, Jeff [D-OR]"
S.3092,Expanding Access to Low-Cost Generics Act of 2019,Introduced,"Health, Education, Labor, and Pensions","Sen. Smith, Tina  [D-MN]"
S.3091,Justice for ALS Veterans Act of 2019,Introduced,Veterans' Affairs,"Sen. Coons, Christopher A. [D-DE]"
S.3090,Public Housing Fire Safety Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Smith, Tina  [D-MN]"
S.3089,BUILD for Veterans Act of 2019,Introduced,Veterans' Affairs,"Sen. Tester, Jon [D-MT]"
S.3088,ACHA Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Duckworth, Tammy [D-IL]"
S.3087,"A bill to prohibit the Secretary of Veterans Affairs from denying home loans for veterans who legally work in the marijuana industry on the basis of the nature of such work, and for other purposes.",Introduced,Veterans' Affairs,"Sen. Warren, Elizabeth [D-MA]"
S.3086,Temporary Judgeship Conversion Act of 2019,Introduced,Judiciary,"Sen. Moran, Jerry [R-KS]"
S.3085,Ambulatory Surgical Center Quality and Access Act of 2019,Introduced,Finance,"Sen. Crapo, Mike [R-ID]"
S.3084,"A bill to amend title 38, United States Code, to modify the limitation on pay for certain high-level employees and officers of the Department of Veterans Affairs.",Passed Senate,Veterans' Affairs | House,"Sen. Moran, Jerry [R-KS]"
S.3083,Family Stability and Opportunity Vouchers Act of 2019,Introduced,"Banking, Housing, and Urban Affairs","Sen. Young, Todd [R-IN]"
S.3082,LEVEE Act,Introduced,Environment and Public Works,"Sen. Gillibrand, Kirsten E. [D-NY]"
S.3081,Cambodia Democracy Act of 2019,Introduced,Foreign Relations,"Sen. Gardner, Cory [R-CO]"
S.3080,Strategic Arctic Naval Focus Act of 2019,Introduced,Armed Services,"Sen. Sullivan, Dan  [R-AK]"
S.3079,FAA and TSA Family and Medical Leave Act,Introduced,"Commerce, Science, and Transportation","Sen. Wicker, Roger F. [R-MS]"
S.3078,"Audit & Appeals Fairness, Integrity, and Reforms in Medicare Act of 2019",Introduced,Finance,"Sen. Grassley, Chuck [R-IA]"
S.3077,"A bill to provide technical and financial support for the completion of the Interstate 11 environmental impact statement, and for other purposes.",Introduced,Environment and Public Works,"Sen. McSally, Martha [R-AZ]"
S.3076,"An original bill to release a federal reversionary interest in Chester County, Tennessee, to manage certain Federal land in Bath County, Virginia, and for other purposes.",Passed Senate,"Agriculture, Nutrition, and Forestry","Sen. Roberts, Pat [R-KS]"
S.3075,Shawnee Wilderness Designation Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Romney, Mitt  [R-UT]"
S.3074,"Liver Illness Visibility, Education, and Research Act of 2019",Introduced,"Health, Education, Labor, and Pensions","Sen. Duckworth, Tammy [D-IL]"
S.3073,SANTA Act,Introduced,"Commerce, Science, and Transportation","Sen. Cassidy, Bill [R-LA]"
S.3072,Support And Value Expectant Moms and Babies Act of 2019,Introduced,"Health, Education, Labor, and Pensions","Sen. Hyde-Smith, Cindy [R-MS]"
S.3071,Family Medical Leave Modernization Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Durbin, Richard J. [D-IL]"
S.3070,Preventing Pill Mills Through Data Sharing Act,Introduced,Judiciary,"Sen. Feinstein, Dianne [D-CA]"
S.3069,Rocky Mountain National Park Ownership Correction Act,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3068,Rocky Mountain National Park Boundary Modification Act,Introduced,Energy and Natural Resources,"Sen. Gardner, Cory [R-CO]"
S.3067,Non-Opioids Prevent Addiction In the Nation Act,Introduced,Finance,"Sen. Capito, Shelley Moore [R-WV]"
S.3066,"A bill to provide for an advisory committee for the prevention of sexual misconduct in the Coast Guard, and for other purposes.",Introduced,"Commerce, Science, and Transportation","Sen. Ernst, Joni  [R-IA]"
S.3065,Safe Gun Storage Act of 2019,Introduced,"Commerce, Science, and Transportation","Sen. Blumenthal, Richard [D-CT]"
S.3064,Ukraine Religious Freedom Support Act,Introduced,Foreign Relations,"Sen. Wicker, Roger F. [R-MS]"
S.3063,Law Enforcement Trust and Integrity Act of 2019,Introduced,Judiciary,"Sen. Cardin, Benjamin L. [D-MD]"
S.3062,Fracturing Responsibility and Awareness of Chemicals Act of 2019,Introduced,Environment and Public Works,"Sen. Casey, Robert P., Jr. [D-PA]"
S.3061,Fair Housing for Domestic Violence and Sexual Assault Survivors Act of 2019,Introduced,"Banking, Housing, and Urban Affairs","Sen. Shaheen, Jeanne [D-NH]"
S.3060,RPPA Commercial Recreation Concessions Pilot Program Act of 2019,Introduced,Energy and Natural Resources,"Sen. McSally, Martha [R-AZ]"
S.3059,Combat Sexual Harassment in Housing Act,Introduced,"Banking, Housing, and Urban Affairs","Sen. Shaheen, Jeanne [D-NH]"
S.3058,Foreign Medical School Accountability Fairness Act of 2019,Introduced,"Health, Education, Labor, and Pensions","Sen. Durbin, Richard J. [D-IL]"
S.3057,Modernization of the Older Americans Act Amendments,Introduced,"Health, Education, Labor, and Pensions","Sen. Collins, Susan M. [R-ME]"
S.3056,America's Red Rock Wilderness Act,Introduced,Energy and Natural Resources,"Sen. Durbin, Richard J. [D-IL]"
S.3055,Student Loan Repayment Freedom Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Murkowski, Lisa [R-AK]"
S.3054,State-based Education Loan Awareness Act,Introduced,"Health, Education, Labor, and Pensions","Sen. Murkowski, Lisa [R-AK]"
S.3053,Food Safety Modernization for Innovative Technologies Act,Introduced,"Agriculture, Nutrition, and Forestry","Sen. Enzi, Michael B. [R-WY]"
