Committee,Subcommittee,Name,Title
House Committee on Financial Services,,Emanuel Cleaver,
House Committee on Financial Services,,Gwen Moore,
House Committee on Financial Services,,Keith Ellison,
House Committee on Financial Services,,Ed Perlmutter,
House Committee on Financial Services,,James A. Himes,
House Committee on Financial Services,,Bill Foster,
House Committee on Financial Services,,Daniel T. Kildee,
House Committee on Financial Services,,John K. Delaney,
House Committee on Financial Services,,Kyrsten Sinema,
House Committee on Financial Services,,Joyce Beatty,
House Committee on Financial Services,,Denny Heck,
House Committee on Financial Services,,Juan Vargas,
House Committee on Financial Services,,Josh Gottheimer,
House Committee on Financial Services,,Vicente Gonzalez,
House Committee on Financial Services,,Charlie Crist,
House Committee on Financial Services,,Ruben J. Kihuen,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Stevan Pearce,Chair
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Robert Pittenger,Vice Chair
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Keith J. Rothfus,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Luke Messer,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Scott R. Tipton,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Roger Williams,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Bruce Poliquin,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Mia B. Love,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",J. French Hill,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Tom Emmer,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Lee M. Zeldin,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Warren Davidson,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Ted Budd,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",David Kustoff,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Jeb Hensarling,Ex Officio
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Ed Perlmutter,Ranking Member
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Carolyn B. Maloney,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",James A. Himes,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Bill Foster,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Daniel T. Kildee,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",John K. Delaney,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Kyrsten Sinema,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Juan Vargas,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Josh Gottheimer,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Ruben J. Kihuen,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Stephen F. Lynch,
House Committee on Financial Services,"National Security, International Development, and Monetary Policy",Maxine Waters,Ex Officio
House Committee on Financial Services,"Housing, Community Development, and Insurance",Sean P. Duffy,Chair
House Committee on Financial Services,"Housing, Community Development, and Insurance",Dennis A. Ross,Vice Chair
House Committee on Financial Services,"Housing, Community Development, and Insurance",Edward R. Royce,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Stevan Pearce,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Bill Posey,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Blaine Luetkemeyer,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Steve Stivers,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Randy Hultgren,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Keith J. Rothfus,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Lee M. Zeldin,
House Committee on Financial Services,"Housing, Community Development, and Insurance",David A. Trott,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Thomas MacArthur,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Ted Budd,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Jeb Hensarling,Ex Officio
House Committee on Financial Services,"Housing, Community Development, and Insurance",Emanuel Cleaver,Ranking Member
House Committee on Financial Services,"Housing, Community Development, and Insurance",Nydia M. Velazquez,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Michael E. Capuano,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Wm. Lacy Clay,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Brad Sherman,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Joyce Beatty,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Daniel T. Kildee,
House Committee on Financial Services,"Housing, Community Development, and Insurance",John K. Delaney,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Ruben J. Kihuen,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Vicente Gonzalez,
House Committee on Financial Services,"Housing, Community Development, and Insurance",Maxine Waters,Ex Officio
House Committee on Financial Services,Oversight and Investigations,Ann Wagner,Chair
House Committee on Financial Services,Oversight and Investigations,Scott R. Tipton,Vice Chair
House Committee on Financial Services,Oversight and Investigations,Peter T. King,
House Committee on Financial Services,Oversight and Investigations,Patrick T. McHenry,
House Committee on Financial Services,Oversight and Investigations,Dennis A. Ross,
House Committee on Financial Services,Oversight and Investigations,Luke Messer,
House Committee on Financial Services,Oversight and Investigations,Lee M. Zeldin,
House Committee on Financial Services,Oversight and Investigations,David A. Trott,
House Committee on Financial Services,Oversight and Investigations,Barry Loudermilk,
House Committee on Financial Services,Oversight and Investigations,David Kustoff,
House Committee on Financial Services,Oversight and Investigations,Claudia Tenney,
House Committee on Financial Services,Oversight and Investigations,Trey Hollingsworth,
House Committee on Financial Services,Oversight and Investigations,Jeb Hensarling,Ex Officio
House Committee on Financial Services,Oversight and Investigations,Al Green,Ranking Member
House Committee on Financial Services,Oversight and Investigations,Keith Ellison,
House Committee on Financial Services,Oversight and Investigations,Emanuel Cleaver,
House Committee on Financial Services,Oversight and Investigations,Joyce Beatty,
House Committee on Financial Services,Oversight and Investigations,Michael E. Capuano,
House Committee on Financial Services,Oversight and Investigations,Gwen Moore,
House Committee on Financial Services,Oversight and Investigations,Josh Gottheimer,
House Committee on Financial Services,Oversight and Investigations,Vicente Gonzalez,
House Committee on Financial Services,Oversight and Investigations,Charlie Crist,
House Committee on Financial Services,Oversight and Investigations,Maxine Waters,Ex Officio
House Committee on Financial Services,Consumer Protection and Financial Institutions,Blaine Luetkemeyer,Chair
House Committee on Financial Services,Consumer Protection and Financial Institutions,Keith J. Rothfus,Vice Chair
House Committee on Financial Services,Consumer Protection and Financial Institutions,Edward R. Royce,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Frank D. Lucas,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Bill Posey,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Dennis A. Ross,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Robert Pittenger,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Andy Barr,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Scott R. Tipton,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Roger Williams,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Mia B. Love,
House Committee on Financial Services,Consumer Protection and Financial Institutions,David A. Trott,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Barry Loudermilk,
House Committee on Financial Services,Consumer Protection and Financial Institutions,David Kustoff,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Claudia Tenney,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Jeb Hensarling,Ex Officio
House Committee on Financial Services,Consumer Protection and Financial Institutions,Wm. Lacy Clay,Ranking Member
House Committee on Financial Services,Consumer Protection and Financial Institutions,Carolyn B. Maloney,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Gregory W. Meeks,
House Committee on Financial Services,Consumer Protection and Financial Institutions,David Scott,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Nydia M. Velazquez,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Al Green,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Keith Ellison,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Michael E. Capuano,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Denny Heck,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Gwen Moore,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Charlie Crist,
House Committee on Financial Services,Consumer Protection and Financial Institutions,Maxine Waters,Ex Officio
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Bill Huizenga,Chair
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Randy Hultgren,Vice Chair
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Peter T. King,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Patrick T. McHenry,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Sean P. Duffy,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Steve Stivers,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Ann Wagner,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Luke Messer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Bruce Poliquin,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",J. French Hill,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Tom Emmer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Alexander X. Mooney,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Thomas MacArthur,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Warren Davidson,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Ted Budd,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Trey Hollingsworth,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Jeb Hensarling,Ex Officio
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Carolyn B. Maloney,Ranking Member
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Brad Sherman,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Stephen F. Lynch,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",David Scott,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",James A. Himes,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Keith Ellison,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Bill Foster,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Gregory W. Meeks,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Kyrsten Sinema,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Juan Vargas,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Josh Gottheimer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Vicente Gonzalez,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Maxine Waters,Ex Officio
House Committee on Financial Services,Monetary Policy and Trade,Andy Barr,Chair
House Committee on Financial Services,Monetary Policy and Trade,Roger Williams,Vice Chair
House Committee on Financial Services,Monetary Policy and Trade,Frank D. Lucas,
House Committee on Financial Services,Monetary Policy and Trade,Bill Huizenga,
House Committee on Financial Services,Monetary Policy and Trade,Robert Pittenger,
House Committee on Financial Services,Monetary Policy and Trade,Mia B. Love,
House Committee on Financial Services,Monetary Policy and Trade,J. French Hill,
House Committee on Financial Services,Monetary Policy and Trade,Tom Emmer,
House Committee on Financial Services,Monetary Policy and Trade,Alexander X. Mooney,
House Committee on Financial Services,Monetary Policy and Trade,Warren Davidson,
House Committee on Financial Services,Monetary Policy and Trade,Claudia Tenney,
House Committee on Financial Services,Monetary Policy and Trade,Trey Hollingsworth,
House Committee on Financial Services,Monetary Policy and Trade,Jeb Hensarling,Ex Officio
House Committee on Financial Services,Monetary Policy and Trade,Gwen Moore,Ranking Member
House Committee on Financial Services,Monetary Policy and Trade,Gregory W. Meeks,
House Committee on Financial Services,Monetary Policy and Trade,Bill Foster,
House Committee on Financial Services,Monetary Policy and Trade,Brad Sherman,
House Committee on Financial Services,Monetary Policy and Trade,Al Green,
House Committee on Financial Services,Monetary Policy and Trade,Denny Heck,
House Committee on Financial Services,Monetary Policy and Trade,Daniel T. Kildee,
House Committee on Financial Services,Monetary Policy and Trade,Juan Vargas,
House Committee on Financial Services,Monetary Policy and Trade,Charlie Crist,
House Committee on Financial Services,Monetary Policy and Trade,Maxine Waters,Ex Officio
House Committee on the Budget,,Steve Womack,Chair
House Committee on the Budget,,Diane Black,
House Committee on the Budget,,Mario Diaz-Balart,
House Committee on the Budget,,Tom Cole,
House Committee on the Budget,,Tom McClintock,
House Committee on the Budget,,Todd Rokita,
House Committee on the Budget,,Rob Woodall,
House Committee on the Budget,,Mark Sanford,
House Committee on the Budget,,Dave Brat,
House Committee on the Budget,,Glenn Grothman,
House Committee on the Budget,,Gary J. Palmer,
House Committee on the Budget,,Bruce Westerman,
House Committee on the Budget,,James B. Renacci,
House Committee on the Budget,,Bill Johnson,
House Committee on the Budget,,Jason Smith,
House Committee on the Budget,,Jason Lewis,
House Committee on the Budget,,Jack Bergman,
House Committee on the Budget,,John J. Faso,
House Committee on the Budget,,Lloyd Smucker,
House Committee on the Budget,,Matt Gaetz,
House Committee on the Budget,,Jodey C. Arrington,
House Committee on the Budget,,A. Drew Ferguson IV,
House Committee on the Budget,,John A. Yarmuth,Ranking Member
House Committee on the Budget,,Barbara Lee,
House Committee on the Budget,,Seth Moulton,
House Committee on the Budget,,Hakeem S. Jeffries,
House Committee on the Budget,,Brian Higgins,
House Committee on the Budget,,Suzan K. DelBene,
House Committee on the Budget,,Debbie Wasserman Schultz,
House Committee on the Budget,,Brendan F. Boyle,
House Committee on the Budget,,Ro Khanna,
House Committee on the Budget,,Pramila Jayapal,
House Committee on the Budget,,Salud O. Carbajal,
House Committee on the Budget,,Sheila Jackson Lee,
House Committee on the Budget,,Janice D. Schakowsky,
House Committee on Education and Labor,,Virginia Foxx,Chair
House Committee on Education and Labor,,Joe Wilson,Vice Chair
House Committee on Education and Labor,,David P. Roe,
House Committee on Education and Labor,,Glenn Thompson,
House Committee on Education and Labor,,Tim Walberg,
House Committee on Education and Labor,,Brett Guthrie,
House Committee on Education and Labor,,Todd Rokita,
House Committee on Education and Labor,,Lou Barletta,
House Committee on Education and Labor,,Luke Messer,
House Committee on Education and Labor,,Bradley Byrne,
House Committee on Education and Labor,,Dave Brat,
House Committee on Education and Labor,,Glenn Grothman,
House Committee on Education and Labor,,Elise M. Stefanik,
House Committee on Education and Labor,,Rick W. Allen,
House Committee on Education and Labor,,Jason Lewis,
House Committee on Education and Labor,,Francis Rooney,
House Committee on Education and Labor,,Thomas A. Garrett Jr.,
House Committee on Education and Labor,,Lloyd Smucker,
House Committee on Education and Labor,,A. Drew Ferguson IV,
House Committee on Education and Labor,,Ron Estes,
House Committee on Education and Labor,,Karen C. Handel,
House Committee on Education and Labor,,Jim Banks,
House Committee on Education and Labor,,"Robert C. ""Bobby"" Scott",Ranking Member
House Committee on Education and Labor,,Susan A. Davis,
House Committee on Education and Labor,,Raul M. Grijalva,
House Committee on Education and Labor,,Joe Courtney,
House Committee on Education and Labor,,Marcia L. Fudge,
House Committee on Education and Labor,,Jared Polis,
House Committee on Education and Labor,,Gregorio Kilili Camacho Sablan,
House Committee on Education and Labor,,Frederica S. Wilson,
House Committee on Education and Labor,,Suzanne Bonamici,
House Committee on Education and Labor,,Mark Takano,
House Committee on Education and Labor,,Alma S. Adams,
House Committee on Education and Labor,,Mark DeSaulnier,
House Committee on Education and Labor,,Donald Norcross,
House Committee on Education and Labor,,Lisa Blunt Rochester,
House Committee on Education and Labor,,Raja Krishnamoorthi,
House Committee on Education and Labor,,Carol Shea-Porter,
House Committee on Education and Labor,,Adriano Espaillat,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Tim Walberg,Chair
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Joe Wilson,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",David P. Roe,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Todd Rokita,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lou Barletta,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Rick W. Allen,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Jason Lewis,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Francis Rooney,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lloyd Smucker,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",A. Drew Ferguson IV,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Ron Estes,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Jim Banks,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Gregorio Kilili Camacho Sablan,Ranking Member
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Frederica S. Wilson,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Donald Norcross,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lisa Blunt Rochester,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Carol Shea-Porter,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Adriano Espaillat,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Joe Courtney,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Marcia L. Fudge,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Suzanne Bonamici,
House Committee on Education and Labor,Workforce Protections,Bradley Byrne,Chair
House Committee on Education and Labor,Workforce Protections,Joe Wilson,
House Committee on Education and Labor,Workforce Protections,Dave Brat,
House Committee on Education and Labor,Workforce Protections,Glenn Grothman,
House Committee on Education and Labor,Workforce Protections,Elise M. Stefanik,
House Committee on Education and Labor,Workforce Protections,Francis Rooney,
House Committee on Education and Labor,Workforce Protections,A. Drew Ferguson IV,
House Committee on Education and Labor,Workforce Protections,Karen C. Handel,
House Committee on Education and Labor,Workforce Protections,Mark Takano,Ranking Member
House Committee on Education and Labor,Workforce Protections,Raul M. Grijalva,
House Committee on Education and Labor,Workforce Protections,Alma S. Adams,
House Committee on Education and Labor,Workforce Protections,Mark DeSaulnier,
House Committee on Education and Labor,Workforce Protections,Donald Norcross,
House Committee on Education and Labor,Workforce Protections,Raja Krishnamoorthi,
House Committee on Education and Labor,Workforce Protections,Carol Shea-Porter,
House Committee on Education and Labor,Higher Education and Workforce Investment,Brett Guthrie,Chair
House Committee on Education and Labor,Higher Education and Workforce Investment,Glenn Thompson,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lou Barletta,
House Committee on Education and Labor,Higher Education and Workforce Investment,Luke Messer,
House Committee on Education and Labor,Higher Education and Workforce Investment,Bradley Byrne,
House Committee on Education and Labor,Higher Education and Workforce Investment,Glenn Grothman,
House Committee on Education and Labor,Higher Education and Workforce Investment,Elise M. Stefanik,
House Committee on Education and Labor,Higher Education and Workforce Investment,Rick W. Allen,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jason Lewis,
House Committee on Education and Labor,Higher Education and Workforce Investment,Thomas A. Garrett Jr.,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lloyd Smucker,
House Committee on Education and Labor,Higher Education and Workforce Investment,Ron Estes,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jim Banks,
House Committee on Education and Labor,Higher Education and Workforce Investment,Susan A. Davis,Ranking Member
House Committee on Education and Labor,Higher Education and Workforce Investment,Joe Courtney,
House Committee on Education and Labor,Higher Education and Workforce Investment,Alma S. Adams,
House Committee on Education and Labor,Higher Education and Workforce Investment,Mark DeSaulnier,
House Committee on Education and Labor,Higher Education and Workforce Investment,Raja Krishnamoorthi,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jared Polis,
House Committee on Education and Labor,Higher Education and Workforce Investment,Gregorio Kilili Camacho Sablan,
House Committee on Education and Labor,Higher Education and Workforce Investment,Mark Takano,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lisa Blunt Rochester,
House Committee on Education and Labor,Higher Education and Workforce Investment,Adriano Espaillat,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Todd Rokita,Chair
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",David P. Roe,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Glenn Thompson,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Luke Messer,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Dave Brat,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Thomas A. Garrett Jr.,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Karen C. Handel,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Jared Polis,Ranking Member
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Raul M. Grijalva,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Marcia L. Fudge,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Suzanne Bonamici,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Susan A. Davis,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Frederica S. Wilson,
House Committee on Foreign Affairs,,Edward R. Royce,Chair
House Committee on Foreign Affairs,,Christopher H. Smith,
House Committee on Foreign Affairs,,Ileana Ros-Lehtinen,
House Committee on Foreign Affairs,,Dana Rohrabacher,
House Committee on Foreign Affairs,,Steve Chabot,
House Committee on Foreign Affairs,,Joe Wilson,
House Committee on Foreign Affairs,,Michael T. McCaul,
House Committee on Foreign Affairs,,Ted Poe,
House Committee on Foreign Affairs,,Darrell E. Issa,
House Committee on Foreign Affairs,,Tom Marino,
House Committee on Foreign Affairs,,Mo Brooks,
House Committee on Foreign Affairs,,Paul Cook,
House Committee on Foreign Affairs,,Scott Perry,
House Committee on Foreign Affairs,,Mark Meadows,
House Committee on Foreign Affairs,,Ted S. Yoho,
House Committee on Foreign Affairs,,Adam Kinzinger,
House Committee on Foreign Affairs,,Lee M. Zeldin,
House Committee on Foreign Affairs,,Daniel M. Donovan Jr.,
House Committee on Foreign Affairs,,F. James Sensenbrenner Jr.,
House Committee on Foreign Affairs,,Ann Wagner,
House Committee on Foreign Affairs,,Brian J. Mast,
House Committee on Foreign Affairs,,Francis Rooney,
House Committee on Foreign Affairs,,Brian K. Fitzpatrick,
House Committee on Foreign Affairs,,Thomas A. Garrett Jr.,
House Committee on Foreign Affairs,,John R. Curtis,
House Committee on Foreign Affairs,,Eliot L. Engel,Ranking Member
House Committee on Foreign Affairs,,Brad Sherman,
House Committee on Foreign Affairs,,Gregory W. Meeks,
House Committee on Foreign Affairs,,Albio Sires,
House Committee on Foreign Affairs,,Gerald E. Connolly,
House Committee on Foreign Affairs,,Theodore E. Deutch,
House Committee on Foreign Affairs,,Karen Bass,
House Committee on Foreign Affairs,,William R. Keating,
House Committee on Foreign Affairs,,David N. Cicilline,
House Committee on Foreign Affairs,,Ami Bera,
House Committee on Foreign Affairs,,Lois Frankel,
House Committee on Foreign Affairs,,Tulsi Gabbard,
House Committee on Foreign Affairs,,Joaquin Castro,
House Committee on Foreign Affairs,,Robin L. Kelly,
House Committee on Foreign Affairs,,Brendan F. Boyle,
House Committee on Foreign Affairs,,Dina Titus,
House Committee on Foreign Affairs,,Norma J. Torres,
House Committee on Foreign Affairs,,Bradley Scott Schneider,
House Committee on Foreign Affairs,,Thomas R. Suozzi,
House Committee on Foreign Affairs,,Adriano Espaillat,
House Committee on Foreign Affairs,,Ted Lieu,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ted S. Yoho,Chair
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Dana Rohrabacher,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Steve Chabot,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Tom Marino,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Mo Brooks,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Scott Perry,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Adam Kinzinger,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ann Wagner,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Brad Sherman,Ranking Member
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ami Bera,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Dina Titus,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Gerald E. Connolly,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Theodore E. Deutch,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Tulsi Gabbard,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Paul Cook,Chair
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Christopher H. Smith,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Ileana Ros-Lehtinen,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Michael T. McCaul,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Mo Brooks,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Ted S. Yoho,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Francis Rooney,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Albio Sires,Ranking Member
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Joaquin Castro,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Robin L. Kelly,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Norma J. Torres,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Adriano Espaillat,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Gregory W. Meeks,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Ileana Ros-Lehtinen,Chair
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Steve Chabot,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Darrell E. Issa,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Mark Meadows,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Adam Kinzinger,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Lee M. Zeldin,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Daniel M. Donovan Jr.,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Ann Wagner,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brian J. Mast,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brian K. Fitzpatrick,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",John R. Curtis,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Theodore E. Deutch,Ranking Member
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Gerald E. Connolly,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",David N. Cicilline,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Lois Frankel,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brendan F. Boyle,
