Committee,Subcommittee,Name,Title
House Permanent Select Committee on Intelligence,,Devin Nunes,Chair
House Permanent Select Committee on Intelligence,,K. Michael Conaway,
House Permanent Select Committee on Intelligence,,Peter T. King,
House Permanent Select Committee on Intelligence,,Frank A. LoBiondo,
House Permanent Select Committee on Intelligence,,Thomas J. Rooney,
House Permanent Select Committee on Intelligence,,Ileana Ros-Lehtinen,
House Permanent Select Committee on Intelligence,,Michael R. Turner,
House Permanent Select Committee on Intelligence,,Brad R. Wenstrup,
House Permanent Select Committee on Intelligence,,Chris Stewart,
House Permanent Select Committee on Intelligence,,"Eric A. ""Rick"" Crawford",
House Permanent Select Committee on Intelligence,,Trey Gowdy,
House Permanent Select Committee on Intelligence,,Elise M. Stefanik,
House Permanent Select Committee on Intelligence,,Will Hurd,
House Permanent Select Committee on Intelligence,,Adam B. Schiff,Ranking Member
House Permanent Select Committee on Intelligence,,James A. Himes,
House Permanent Select Committee on Intelligence,,Terri A. Sewell,
House Permanent Select Committee on Intelligence,,Andre Carson,
House Permanent Select Committee on Intelligence,,Jackie Speier,
House Permanent Select Committee on Intelligence,,Mike Quigley,
House Permanent Select Committee on Intelligence,,Eric Swalwell,
House Permanent Select Committee on Intelligence,,Joaquin Castro,
House Permanent Select Committee on Intelligence,,Denny Heck,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Frank A. LoBiondo,Chair
House Permanent Select Committee on Intelligence,Central Intelligence Agency,K. Michael Conaway,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Peter T. King,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Thomas J. Rooney,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Ileana Ros-Lehtinen,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Chris Stewart,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Eric Swalwell,Ranking Member
House Permanent Select Committee on Intelligence,Central Intelligence Agency,James A. Himes,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Joaquin Castro,
House Permanent Select Committee on Intelligence,Central Intelligence Agency,Denny Heck,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Thomas J. Rooney,Chair
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,K. Michael Conaway,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Ileana Ros-Lehtinen,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Michael R. Turner,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Trey Gowdy,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Elise M. Stefanik,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,James A. Himes,Ranking Member
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Terri A. Sewell,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Jackie Speier,
House Permanent Select Committee on Intelligence,National Security Agency and Cybersecurity,Mike Quigley,
House Permanent Select Committee on Intelligence,Emerging Threats,Peter T. King,Chair
House Permanent Select Committee on Intelligence,Emerging Threats,Frank A. LoBiondo,
House Permanent Select Committee on Intelligence,Emerging Threats,Brad R. Wenstrup,
House Permanent Select Committee on Intelligence,Emerging Threats,"Eric A. ""Rick"" Crawford",
House Permanent Select Committee on Intelligence,Emerging Threats,Trey Gowdy,
House Permanent Select Committee on Intelligence,Emerging Threats,Will Hurd,
House Permanent Select Committee on Intelligence,Emerging Threats,Andre Carson,Ranking Member
House Permanent Select Committee on Intelligence,Emerging Threats,Jackie Speier,
House Permanent Select Committee on Intelligence,Emerging Threats,Mike Quigley,
House Permanent Select Committee on Intelligence,Emerging Threats,Eric Swalwell,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Chris Stewart,Chair
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Michael R. Turner,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Brad R. Wenstrup,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,"Eric A. ""Rick"" Crawford",
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Elise M. Stefanik,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Will Hurd,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Terri A. Sewell,Ranking Member
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Andre Carson,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Joaquin Castro,
House Permanent Select Committee on Intelligence,Department of Defense Intelligence and Overhead Architecture,Denny Heck,
House Committee on Agriculture,,K. Michael Conaway,Chair
House Committee on Agriculture,,Bob Goodlatte,
House Committee on Agriculture,,Frank D. Lucas,
House Committee on Agriculture,,Steve King,
House Committee on Agriculture,,Mike D. Rogers,
House Committee on Agriculture,,Glenn Thompson,
House Committee on Agriculture,,Bob Gibbs,
House Committee on Agriculture,,Austin Scott,
House Committee on Agriculture,,"Eric A. ""Rick"" Crawford",
House Committee on Agriculture,,Scott DesJarlais,
House Committee on Agriculture,,Vicky Hartzler,
House Committee on Agriculture,,Jeff Denham,
House Committee on Agriculture,,Doug LaMalfa,
House Committee on Agriculture,,Rodney Davis,
House Committee on Agriculture,,Ted S. Yoho,
House Committee on Agriculture,,Rick W. Allen,
House Committee on Agriculture,,Mike Bost,
House Committee on Agriculture,,David Rouzer,
House Committee on Agriculture,,Ralph Lee Abraham,
House Committee on Agriculture,,Trent Kelly,
House Committee on Agriculture,,James Comer,
House Committee on Agriculture,,Roger W. Marshall,
House Committee on Agriculture,,Don Bacon,
House Committee on Agriculture,,John J. Faso,
House Committee on Agriculture,,Neal P. Dunn,
House Committee on Agriculture,,Jodey C. Arrington,
House Committee on Agriculture,,Collin C. Peterson,Ranking Member
House Committee on Agriculture,,David Scott,
House Committee on Agriculture,,Jim Costa,
House Committee on Agriculture,,Timothy J. Walz,
House Committee on Agriculture,,Marcia L. Fudge,
House Committee on Agriculture,,James P. McGovern,
House Committee on Agriculture,,Filemon Vela,
House Committee on Agriculture,,Ann M. Kuster,
House Committee on Agriculture,,Richard M. Nolan,
House Committee on Agriculture,,Cheri Bustos,
House Committee on Agriculture,,Sean Patrick Maloney,
House Committee on Agriculture,,Stacey E. Plaskett,
House Committee on Agriculture,,Alma S. Adams,
House Committee on Agriculture,,Dwight Evans,
House Committee on Agriculture,,Al Lawson Jr.,
House Committee on Agriculture,,Tom OHalleran,
House Committee on Agriculture,,Jimmy Panetta,
House Committee on Agriculture,,Darren Soto,
House Committee on Agriculture,,Lisa Blunt Rochester,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Glenn Thompson,Chair
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Steve King,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations","Eric A. ""Rick"" Crawford",
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Scott DesJarlais,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Vicky Hartzler,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Rodney Davis,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Ted S. Yoho,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",David Rouzer,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",James Comer,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Roger W. Marshall,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",John J. Faso,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Jodey C. Arrington,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",James P. McGovern,Ranking Member
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Alma S. Adams,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Dwight Evans,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Marcia L. Fudge,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Al Lawson Jr.,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Jimmy Panetta,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Darren Soto,
House Committee on Agriculture,"Nutrition, Oversight, and Department Operations",Sean Patrick Maloney,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Rodney Davis,Chair
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Bob Gibbs,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Jeff Denham,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Ted S. Yoho,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",David Rouzer,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Don Bacon,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Neal P. Dunn,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Jodey C. Arrington,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Al Lawson Jr.,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Jimmy Panetta,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Jim Costa,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",James P. McGovern,
House Committee on Agriculture,"Biotechnology, Horticulture, and Research",Lisa Blunt Rochester,
House Committee on Agriculture,Conservation and Forestry,Frank D. Lucas,Chair
House Committee on Agriculture,Conservation and Forestry,Glenn Thompson,
House Committee on Agriculture,Conservation and Forestry,Jeff Denham,
House Committee on Agriculture,Conservation and Forestry,Doug LaMalfa,
House Committee on Agriculture,Conservation and Forestry,Rick W. Allen,
House Committee on Agriculture,Conservation and Forestry,Mike Bost,
House Committee on Agriculture,Conservation and Forestry,Ralph Lee Abraham,
House Committee on Agriculture,Conservation and Forestry,Trent Kelly,
House Committee on Agriculture,Conservation and Forestry,Marcia L. Fudge,Ranking Member
House Committee on Agriculture,Conservation and Forestry,Timothy J. Walz,
House Committee on Agriculture,Conservation and Forestry,Ann M. Kuster,
House Committee on Agriculture,Conservation and Forestry,Richard M. Nolan,
House Committee on Agriculture,Conservation and Forestry,Tom OHalleran,
House Committee on Agriculture,Conservation and Forestry,Filemon Vela,
House Committee on Agriculture,General Farm Commodities and Risk Management,"Eric A. ""Rick"" Crawford",Chair
House Committee on Agriculture,General Farm Commodities and Risk Management,Frank D. Lucas,
House Committee on Agriculture,General Farm Commodities and Risk Management,Mike D. Rogers,
House Committee on Agriculture,General Farm Commodities and Risk Management,Bob Gibbs,
House Committee on Agriculture,General Farm Commodities and Risk Management,Austin Scott,
House Committee on Agriculture,General Farm Commodities and Risk Management,Scott DesJarlais,
House Committee on Agriculture,General Farm Commodities and Risk Management,Rick W. Allen,
House Committee on Agriculture,General Farm Commodities and Risk Management,Mike Bost,
House Committee on Agriculture,General Farm Commodities and Risk Management,Ralph Lee Abraham,
House Committee on Agriculture,General Farm Commodities and Risk Management,Don Bacon,
House Committee on Agriculture,General Farm Commodities and Risk Management,Neal P. Dunn,
House Committee on Agriculture,General Farm Commodities and Risk Management,Jodey C. Arrington,
House Committee on Agriculture,General Farm Commodities and Risk Management,Richard M. Nolan,Ranking Member
House Committee on Agriculture,General Farm Commodities and Risk Management,Timothy J. Walz,
House Committee on Agriculture,General Farm Commodities and Risk Management,Cheri Bustos,
House Committee on Agriculture,General Farm Commodities and Risk Management,Lisa Blunt Rochester,
House Committee on Agriculture,General Farm Commodities and Risk Management,David Scott,
House Committee on Agriculture,General Farm Commodities and Risk Management,Sean Patrick Maloney,
House Committee on Agriculture,General Farm Commodities and Risk Management,Stacey E. Plaskett,
House Committee on Agriculture,General Farm Commodities and Risk Management,Al Lawson Jr.,
House Committee on Agriculture,General Farm Commodities and Risk Management,Tom OHalleran,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Austin Scott,Chair
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Bob Goodlatte,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Mike D. Rogers,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Doug LaMalfa,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Rodney Davis,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",James Comer,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Roger W. Marshall,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",John J. Faso,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",David Scott,Ranking Member
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Sean Patrick Maloney,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Ann M. Kuster,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Stacey E. Plaskett,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Tom OHalleran,
House Committee on Agriculture,"Commodity Exchanges, Energy, and Credit",Darren Soto,
House Committee on Agriculture,Livestock and Foreign Agriculture,David Rouzer,Chair
House Committee on Agriculture,Livestock and Foreign Agriculture,Bob Goodlatte,
House Committee on Agriculture,Livestock and Foreign Agriculture,Steve King,
House Committee on Agriculture,Livestock and Foreign Agriculture,Scott DesJarlais,
House Committee on Agriculture,Livestock and Foreign Agriculture,Vicky Hartzler,
House Committee on Agriculture,Livestock and Foreign Agriculture,Ted S. Yoho,
House Committee on Agriculture,Livestock and Foreign Agriculture,Trent Kelly,
House Committee on Agriculture,Livestock and Foreign Agriculture,Roger W. Marshall,
House Committee on Agriculture,Livestock and Foreign Agriculture,Jim Costa,Ranking Member
House Committee on Agriculture,Livestock and Foreign Agriculture,Filemon Vela,
House Committee on Agriculture,Livestock and Foreign Agriculture,Cheri Bustos,
House Committee on Agriculture,Livestock and Foreign Agriculture,Stacey E. Plaskett,
House Committee on Agriculture,Livestock and Foreign Agriculture,Dwight Evans,
House Committee on Appropriations,,Rodney P. Frelinghuysen,Chair
House Committee on Appropriations,,Harold Rogers,
House Committee on Appropriations,,Robert B. Aderholt,
House Committee on Appropriations,,Kay Granger,
House Committee on Appropriations,,Michael K. Simpson,
House Committee on Appropriations,,John Abney Culberson,
House Committee on Appropriations,,John R. Carter,
House Committee on Appropriations,,Ken Calvert,
House Committee on Appropriations,,Tom Cole,
House Committee on Appropriations,,Mario Diaz-Balart,
House Committee on Appropriations,,Tom Graves,
House Committee on Appropriations,,Kevin Yoder,
House Committee on Appropriations,,Steve Womack,
House Committee on Appropriations,,Jeff Fortenberry,
House Committee on Appropriations,,Thomas J. Rooney,
House Committee on Appropriations,,"Charles J. ""Chuck"" Fleischmann",
House Committee on Appropriations,,Jaime Herrera Beutler,
House Committee on Appropriations,,David P. Joyce,
House Committee on Appropriations,,David G. Valadao,
House Committee on Appropriations,,Andy Harris,
House Committee on Appropriations,,Martha Roby,
House Committee on Appropriations,,Mark E. Amodei,
House Committee on Appropriations,,Chris Stewart,
House Committee on Appropriations,,David Young,
House Committee on Appropriations,,Steven M. Palazzo,
House Committee on Appropriations,,Dan Newhouse,
House Committee on Appropriations,,John R. Moolenaar,
House Committee on Appropriations,,Scott Taylor,
House Committee on Appropriations,,John H. Rutherford,
House Committee on Appropriations,,Nita M. Lowey,Ranking Member
House Committee on Appropriations,,Marcy Kaptur,
House Committee on Appropriations,,Peter J. Visclosky,
House Committee on Appropriations,,Jose E. Serrano,
House Committee on Appropriations,,Rosa L. DeLauro,
House Committee on Appropriations,,David E. Price,
House Committee on Appropriations,,Lucille Roybal-Allard,
House Committee on Appropriations,,Sanford D. Bishop Jr.,
House Committee on Appropriations,,Barbara Lee,
House Committee on Appropriations,,Betty McCollum,
House Committee on Appropriations,,Tim Ryan,
House Committee on Appropriations,,C. A. Dutch Ruppersberger,
House Committee on Appropriations,,Debbie Wasserman Schultz,
House Committee on Appropriations,,Henry Cuellar,
House Committee on Appropriations,,Chellie Pingree,
House Committee on Appropriations,,Mike Quigley,
House Committee on Appropriations,,Derek Kilmer,
House Committee on Appropriations,,Matt Cartwright,
House Committee on Appropriations,,Grace Meng,
House Committee on Appropriations,,Mark Pocan,
House Committee on Appropriations,,Katherine M. Clark,
House Committee on Appropriations,,Pete Aguilar,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Robert B. Aderholt,Chair
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Kevin Yoder,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Thomas J. Rooney,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",David G. Valadao,Vice Chair
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Andy Harris,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",David Young,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Steven M. Palazzo,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Sanford D. Bishop Jr.,Ranking Member
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rosa L. DeLauro,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Chellie Pingree,
House Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Mark Pocan,
House Committee on Appropriations,Defense,Kay Granger,Chair
House Committee on Appropriations,Defense,Harold Rogers,
House Committee on Appropriations,Defense,Ken Calvert,Vice Chair
House Committee on Appropriations,Defense,Tom Cole,
House Committee on Appropriations,Defense,Steve Womack,
House Committee on Appropriations,Defense,Robert B. Aderholt,
House Committee on Appropriations,Defense,John R. Carter,
House Committee on Appropriations,Defense,Mario Diaz-Balart,
House Committee on Appropriations,Defense,Tom Graves,
House Committee on Appropriations,Defense,Martha Roby,
House Committee on Appropriations,Defense,Peter J. Visclosky,Ranking Member
House Committee on Appropriations,Defense,Betty McCollum,
House Committee on Appropriations,Defense,Tim Ryan,
House Committee on Appropriations,Defense,C. A. Dutch Ruppersberger,
House Committee on Appropriations,Defense,Marcy Kaptur,
House Committee on Appropriations,Defense,Henry Cuellar,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Harold Rogers,Chair
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Kay Granger,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Mario Diaz-Balart,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Thomas J. Rooney,Vice Chair
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Jeff Fortenberry,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Chris Stewart,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",John H. Rutherford,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Nita M. Lowey,Ranking Member
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Barbara Lee,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",C. A. Dutch Ruppersberger,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",Grace Meng,
House Committee on Appropriations,"State, Foreign Operations, and Related Programs",David E. Price,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Ken Calvert,Chair
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Michael K. Simpson,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Tom Cole,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",David P. Joyce,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Chris Stewart,Vice Chair
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Mark E. Amodei,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Betty McCollum,Ranking Member
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Chellie Pingree,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Derek Kilmer,
House Committee on Appropriations,"Interior, Environment, and Related Agencies",Marcy Kaptur,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Tom Cole,Chair
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Michael K. Simpson,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Steve Womack,Vice Chair
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies","Charles J. ""Chuck"" Fleischmann",
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Andy Harris,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Martha Roby,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Jaime Herrera Beutler,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",John R. Moolenaar,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Rosa L. DeLauro,Ranking Member
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Lucille Roybal-Allard,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Barbara Lee,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Mark Pocan,
House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",Katherine M. Clark,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Michael K. Simpson,Chair
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Ken Calvert,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies","Charles J. ""Chuck"" Fleischmann",Vice Chair
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Jeff Fortenberry,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Kay Granger,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Jaime Herrera Beutler,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",David P. Joyce,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Dan Newhouse,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Marcy Kaptur,Ranking Member
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Peter J. Visclosky,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Debbie Wasserman Schultz,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Pete Aguilar,
House Committee on Appropriations,"Energy and Water Development, and Related Agencies",Jose E. Serrano,
House Committee on Appropriations,Homeland Security,Kevin Yoder,Chair
House Committee on Appropriations,Homeland Security,John Abney Culberson,
House Committee on Appropriations,Homeland Security,"Charles J. ""Chuck"" Fleischmann",
House Committee on Appropriations,Homeland Security,Andy Harris,
House Committee on Appropriations,Homeland Security,Steven M. Palazzo,Vice Chair
House Committee on Appropriations,Homeland Security,Dan Newhouse,
House Committee on Appropriations,Homeland Security,Scott Taylor,
House Committee on Appropriations,Homeland Security,Lucille Roybal-Allard,Ranking Member
House Committee on Appropriations,Homeland Security,Henry Cuellar,
House Committee on Appropriations,Homeland Security,David E. Price,
House Committee on Appropriations,Homeland Security,C. A. Dutch Ruppersberger,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",John R. Carter,Chair
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Thomas J. Rooney,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",David G. Valadao,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Steve Womack,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Scott Taylor,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",John H. Rutherford,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Debbie Wasserman Schultz,Ranking Member
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Sanford D. Bishop Jr.,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Barbara Lee,
House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",Tim Ryan,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",John Abney Culberson,Chair
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Harold Rogers,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Robert B. Aderholt,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",John R. Carter,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Martha Roby,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Steven M. Palazzo,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Jose E. Serrano,Ranking Member
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Derek Kilmer,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Matt Cartwright,
House Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Grace Meng,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",Mario Diaz-Balart,Chair
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",David P. Joyce,Vice Chair
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",John Abney Culberson,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",David Young,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",David G. Valadao,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",Tom Graves,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",John H. Rutherford,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",David E. Price,Ranking Member
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",Mike Quigley,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",Katherine M. Clark,
House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",Pete Aguilar,
House Committee on Appropriations,Financial Services and General Government,Tom Graves,Chair
House Committee on Appropriations,Financial Services and General Government,Kevin Yoder,
House Committee on Appropriations,Financial Services and General Government,Jaime Herrera Beutler,Vice Chair
House Committee on Appropriations,Financial Services and General Government,Mark E. Amodei,
House Committee on Appropriations,Financial Services and General Government,Chris Stewart,
House Committee on Appropriations,Financial Services and General Government,David Young,
House Committee on Appropriations,Financial Services and General Government,John R. Moolenaar,
House Committee on Appropriations,Financial Services and General Government,Mike Quigley,Ranking Member
House Committee on Appropriations,Financial Services and General Government,Jose E. Serrano,
House Committee on Appropriations,Financial Services and General Government,Matt Cartwright,
House Committee on Appropriations,Financial Services and General Government,Sanford D. Bishop Jr.,
House Committee on Appropriations,Legislative Branch,Jeff Fortenberry,Chair
House Committee on Appropriations,Legislative Branch,Mark E. Amodei,Vice Chair
House Committee on Appropriations,Legislative Branch,Dan Newhouse,
House Committee on Appropriations,Legislative Branch,John R. Moolenaar,
House Committee on Appropriations,Legislative Branch,Scott Taylor,
House Committee on Appropriations,Legislative Branch,Tim Ryan,Ranking Member
House Committee on Appropriations,Legislative Branch,Betty McCollum,
House Committee on Appropriations,Legislative Branch,Debbie Wasserman Schultz,
House Committee on Armed Services,,Mac Thornberry,Chair
House Committee on Armed Services,,Walter B. Jones Jr.,
House Committee on Armed Services,,Joe Wilson,
House Committee on Armed Services,,Frank A. LoBiondo,
House Committee on Armed Services,,Rob Bishop,
House Committee on Armed Services,,Michael R. Turner,
House Committee on Armed Services,,Mike D. Rogers,
House Committee on Armed Services,,Bill Shuster,
House Committee on Armed Services,,K. Michael Conaway,
House Committee on Armed Services,,Doug Lamborn,
House Committee on Armed Services,,Robert J. Wittman,
House Committee on Armed Services,,Mike Coffman,
House Committee on Armed Services,,Vicky Hartzler,
House Committee on Armed Services,,Austin Scott,
House Committee on Armed Services,,Mo Brooks,
House Committee on Armed Services,,Paul Cook,
House Committee on Armed Services,,Bradley Byrne,
House Committee on Armed Services,,Sam Graves,
House Committee on Armed Services,,Elise M. Stefanik,
House Committee on Armed Services,,Martha McSally,
