names,descriptions,statuses,bill_committees,sponsors
S.3744,Data Care Act of 2018,Introduced,"Commerce, Science, and Transportation",Brian Schatz
S.3743,DEFEND Act,Introduced,Judiciary,Kamala D. Harris
S.3742,Cancer Drug Parity Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Tina Smith
S.3741,Social Security Disability Protection Act,Introduced,Finance,Robert P. Casey Jr.
S.3740,SEAL Act,Introduced,"Commerce, Science, and Transportation",Lisa Murkowski
S.3739,Arctic Policy Act of 2018,Introduced,"Commerce, Science, and Transportation",Lisa Murkowski
S.3738,Hatch-Waxman Integrity Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Orrin G. Hatch
S.3737,Veterans Affairs Medical-Surgical Purchasing Stabilization Act,Introduced,Veterans'' Affairs,Bill Cassidy
S.3736,A bill to amend Rule 611 of the Federal Rules of Evidence to prohibit cross-examination by the accused of minor victims of sexual assault.,Introduced,Judiciary,Jeff Flake
S.3735,SuperPAC Elimination Act of 2018,Introduced,Rules and Administration,Ted Cruz
S.3734,Unsolicited Loan Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Doug Jones
S.3733,Protection of Source Code Act,Introduced,"Banking, Housing, and Urban Affairs",David Perdue
S.3732,Protection of Source Code Act,Introduced,"Agriculture, Nutrition, and Forestry",David Perdue
S.3731,BUILD Act,Introduced,"Banking, Housing, and Urban Affairs",Deb Fischer
S.3730,RISE Act,Introduced,Finance,Cory A. Booker
S.3729,United States Cadet Nurse Corps Service Recognition Act of 2018,Introduced,Veterans'' Affairs,Elizabeth Warren
S.3728,Exercise and Fitness for All Act,Introduced,Finance,Tammy Duckworth
S.3727,Good Samaritan Remediation of Orphan Hardrock Mines Act of 2018,Introduced,Environment and Public Works,Cory Gardner
S.3726,Protect Affordable Mortgages for Veterans Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Amy Klobuchar
S.3725,Online Sales Simplicity and Small Business Relief Act of 2018,Introduced,Finance,Jeanne Shaheen
S.3724,Modernizing the Trusted Workforce for the 21st Century Act of 2018,Introduced,Intelligence,Mark R. Warner
S.3723,Main Street Growth Act,Introduced,"Banking, Housing, and Urban Affairs",John Kennedy
S.3722,Prevention of Private Information Dissemination Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",John Kennedy
S.3721,"A bill to amend title 11, United States Code, with respect to the definition of the term ""family farmer"".",Introduced,Judiciary,Chuck Grassley
S.3720,Community Health and Clean Transit Act of 2018,Introduced,"Commerce, Science, and Transportation; Banking, Housing, and Urban Affairs",Jeff Merkley
S.3719,Missing Persons and Unidentified Remains Act of 2018,Introduced,Judiciary,John Cornyn
S.3718,Ban Conflicted Trading Act,Introduced,Homeland Security and Governmental Affairs,Jeff Merkley
S.3717,Small Business Lending Fairness Act,Introduced,"Banking, Housing, and Urban Affairs",Sherrod Brown
S.3716,REDUCE Government Waste Act,Introduced,"Agriculture, Nutrition, and Forestry",Jeff Flake
S.3715,Wildlife Corridors Conservation Act of 2018,Introduced,Environment and Public Works,Tom Udall
S.3714,Ashanti Alert Act of 2018,Introduced,Judiciary,Mark R. Warner
S.3713,WALL Act of 2018,Introduced,Finance,James M. Inhofe
S.3712,LIFT (Livable Incomes for Families Today) the Middle Class Act,Introduced,Finance,Kamala D. Harris
S.3711,Opioid Treatment Surge Act,Introduced,"Health, Education, Labor, and Pensions",Jeff Merkley
S.3710,Write the Laws Act,Introduced,Homeland Security and Governmental Affairs,Rand Paul
S.3709,Read the Bills Act,Introduced,Rules and Administration,Rand Paul
S.3708,One Subject at a Time Act,Introduced,Rules and Administration,Rand Paul
S.3707,Public-Private Cybersecurity Cooperation Act,Introduced,Homeland Security and Governmental Affairs,Rob Portman
S.3706,United States Ports of Entry Threat and Operational Review Act,Introduced,Homeland Security and Governmental Affairs,John Cornyn
S.3705,"Northwest California Wilderness, Recreation, and Working Forests Act",Introduced,Energy and Natural Resources,Kamala D. Harris
S.3704,San Gabriel Mountains Foothills and Rivers Protection Act,Introduced,Energy and Natural Resources,Kamala D. Harris
S.3703,NFIP Extension Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Marco Rubio
S.3702,Right Rebate Act of 2018,Introduced,Finance,Ron Wyden
S.3701,Smoke-Free Schools Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Orrin G. Hatch
S.3700,Promoting Employment and Economic Mobility Act,Introduced,Finance,Orrin G. Hatch
S.3699,Keep Our PACT Act,Introduced,"Health, Education, Labor, and Pensions",Chris Van Hollen
S.3698,National POW/MIA Flag Act,Introduced,Judiciary,Elizabeth Warren
S.3697,Workforce Development Through Post-Graduation Scholarships Act of 2018,Introduced,Finance,Gary C. Peters
S.3696,Burma Human Rights and Freedom Act of 2018,Introduced,Foreign Relations,Benjamin L. Cardin
S.3695,Global Electoral Exchange Act,Introduced,Foreign Relations,Amy Klobuchar
S.3694,"A bill to designate the Manhattan Campus of the New York Harbor Health Care System of the Department of Veterans Affairs as the ""Margaret Cochran Corbin Campus of the New York Harbor Health Care System"".",Introduced,Veterans'' Affairs,Kirsten E. Gillibrand
S.3693,A bill to amend title XVIII of the Social Security Act to provide for the treatment of certain cancer hospitals.,Introduced,Finance,Orrin G. Hatch
S.3692,Jobs and Opportunity with Benefits and Services for Success Act,Introduced,Finance,Steve Daines
S.3691,Expanding Transparency of Information and Safeguarding Toxics (EtO is Toxic) Act of 2018,Introduced,Environment and Public Works,Tammy Duckworth
S.3690,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",Introduced,Veterans'' Affairs,Mike Lee
S.3689,Small Business Reorganization Act of 2018,Introduced,Judiciary,Chuck Grassley
S.3688,Closing the Law Enforcement Consent Loophole Act of 2018,Introduced,Judiciary,Richard Blumenthal
S.3687,Breast Cancer Patient Equity Act,Introduced,Finance,Tammy Duckworth
S.3686,Protecting Student Athletes from Concussions Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Richard J. Durbin
S.3685,Nurse WIN Act,Introduced,"Health, Education, Labor, and Pensions",Todd Young
S.3684,A bill to add Ireland to the E-3 nonimmigrant visa program.,Introduced,Judiciary,Orrin G. Hatch
S.3683,Department of Veterans Affairs Website Accessibility Act of 2018,Introduced,Veterans'' Affairs,Robert P. Casey Jr.
S.3682,A bill to require the appropriate Federal banking agencies to recognize the exposure-reducing nature of client margin for cleared derivatives.,Introduced,"Banking, Housing, and Urban Affairs",David Perdue
S.3681,"Animal Disease and Disaster Prevention, Surveillance, and Rapid Response Act of 2018",Introduced,"Agriculture, Nutrition, and Forestry",Amy Klobuchar
S.3680,Low Drug Prices Act,Introduced,"Health, Education, Labor, and Pensions",Jeff Merkley
S.3679,READI for Disaster Act,Introduced,Homeland Security and Governmental Affairs,Robert P. Casey Jr.
S.3678,"A bill to amend the Federal Assets Sale and Transfer Act of 2016 to provide flexibility with respect to the leaseback of certain Federal real property, and for other purposes.",Introduced,Environment and Public Works,Gary C. Peters
S.3677,Enhancing Grid Security through Public-Private Partnerships Act,Introduced,Energy and Natural Resources,Cory Gardner
S.3676,Enhancing State Energy Security Planning and Emergency Preparedness Act of 2018,Introduced,Energy and Natural Resources,Cory Gardner
S.3675,"A bill to amend the Federal Assets Sale and Transfer Act of 2016 to ensure that the Public Buildings Reform Board has adequate time to carry out the responsibilities of the Board, and for other purposes.",Introduced,Environment and Public Works,James Lankford
S.3674,Removing Incentives for Outsourcing Act,Introduced,Finance,Amy Klobuchar
S.3673,Department of Energy Quantum Information Science Research Act,Introduced,Energy and Natural Resources,Lisa Murkowski
S.3672,Honoring All Veterans Act,Introduced,Veterans'' Affairs,Kirsten E. Gillibrand
S.3671,"A bill to require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.",Introduced,Environment and Public Works,Richard J. Durbin
S.3670,National Flood Insurance Program Extension Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Tim Scott
S.3669,Guardianship Accountability Act of 2018,Introduced,Finance,Susan M. Collins
S.3668,REAL PEACE Act of 2018,Introduced,"Commerce, Science, and Transportation",Dianne Feinstein
S.3667,Prevention of Arms Race Act of 2018,Introduced,Foreign Relations,Jeff Merkley
S.3666,Supporting Adoptive Families Act,Introduced,Finance,Amy Klobuchar
S.3665,21st Century American Service Act,Introduced,Finance,Tammy Duckworth
S.3664,Zero-Emission Vehicles Act of 2018,Introduced,Environment and Public Works,Jeff Merkley
S.3663,Secret Service Overtime Pay Extension Act,Introduced,Judiciary,Chuck Grassley
S.3662,Stopping Russian Nuclear Aggression Act,Introduced,Foreign Relations,Tom Cotton
S.3661,75th Anniversary of World War II Commemoration Act,Became Law,433. (TXT | PDF) (All Actions),James M. Inhofe
S.3660,Health Equity and Accountability Act of 2018,Introduced,Finance,Mazie K. Hirono
S.3659,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",Introduced,Energy and Natural Resources,Thom Tillis
S.3658,"A bill to require the Director of National Intelligence to submit to Congress a report on the death of Jamal Khashoggi, and for other purposes.",Introduced,Intelligence,Ron Wyden
S.3657,Traumatic Brain Injury Program Reauthorization Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Orrin G. Hatch
S.3656,Department of Energy Veterans Health Initiative Act,Introduced,Energy and Natural Resources,Joni Ernst
S.3655,TRACED Act,Introduced,"Commerce, Science, and Transportation",John Thune
S.3654,U.S. Agency for Global Media Reform Act,Introduced,Foreign Relations,Robert Menendez
S.3653,Reinvigorating American Energy Infrastructure Act,Introduced,Energy and Natural Resources,Todd Young
S.3652,Saudi Arabia Accountability and Yemen Act of 2018,Introduced,Foreign Relations,Robert Menendez
S.3651,Retail Justice Review Act of 2018,Introduced,Judiciary,Orrin G. Hatch
S.3650,ACCESS Rural America Act,Introduced,"Banking, Housing, and Urban Affairs",Tammy Baldwin
S.3649,First Step Act,Introduced,11/26/2018 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 674. (All Actions),Chuck Grassley
S.3648,Hurricanes Florence and Michael and California Wildfire Tax Relief Act,Introduced,Finance,Richard Burr
S.3647,TIFIA for Airports Act,Introduced,Environment and Public Works,Tammy Duckworth
S.3646,Harry S Truman National Historic Site Establishment Act,Introduced,Energy and Natural Resources,Roy Blunt
S.3645,A bill to extend the Secure Rural Schools and Community Self-Determination Act of 2000.,Introduced,Energy and Natural Resources,Mike Crapo
S.3644,Chronic Wasting Disease Transmission in Cervidae Study Act,Introduced,"Agriculture, Nutrition, and Forestry",John Barrasso
S.3643,Restore the Harmony Way Bridge Act,Introduced,Environment and Public Works,Todd Young
S.3642,Lowell Observatory Conveyance Act,Introduced,Energy and Natural Resources,Jon Kyl
S.3641,FAIR FISH Act,Passed Senate,Foreign Relations,John Thune
S.3640,Stop Welfare for Any Large Monopoly Amassing Revenue from Taxpayers Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Bernard Sanders
S.3639,"A bill to prohibit the circumvention of control measures used by Internet retailers to ensure equitable consumer access to products, and for other purposes.",Introduced,"Commerce, Science, and Transportation",Richard Blumenthal
S.3638,Estate Tax Rate Reduction Act,Introduced,Finance,Jon Kyl
S.3637,Local School Foods Expansion Act of 2018,Introduced,"Agriculture, Nutrition, and Forestry",Ron Wyden
S.3636,Encouraging Americans to Save Act,Introduced,Finance,Ron Wyden
S.3635,Second Chance Reauthorization Act of 2018,Introduced,Judiciary,Rob Portman
S.3634,Black Mountain Range and Bullhead City Land Exchange Act of 2018,Introduced,Energy and Natural Resources,Jon Kyl
S.3633,Small Business Credit Protection Act,Introduced,"Banking, Housing, and Urban Affairs",Marco Rubio
S.3632,Section 331 Obligation Clarification Act,Introduced,"Commerce, Science, and Transportation",Robert Menendez
S.3631,RAPID Act,Introduced,Environment and Public Works,John Cornyn
S.3630,Great Lakes Water Protection Act,Introduced,Environment and Public Works,Tammy Duckworth
S.3629,Income Verification Act,Introduced,Finance,John Kennedy
S.3628,National Flood Insurance Program Extension Act,Became Law,"Banking, Housing, and Urban Affairs",John Kennedy
S.3627,VET Extension Act,Introduced,Veterans'' Affairs,Cory A. Booker
S.3626,Keeping All Students Safe Act,Introduced,"Health, Education, Labor, and Pensions",Christopher Murphy
S.3625,United States-Israel Cooperation Expansion Act,Introduced,Foreign Relations,Orrin G. Hatch
S.3624,"Families, Not Facilities Act of 2018",Introduced,Judiciary,Kamala D. Harris
S.3623,A bill to prohibit the use of funds appropriated for the Department of Defense for aerial refueling of aircraft of the Kingdom of Saudi Arabia.,Introduced,Armed Services,Tim Kaine
S.3622,Uyghur Human Rights Policy Act of 2018,Introduced,Foreign Relations,Marco Rubio
S.3621,A bill to amend the Internal Revenue Code of 1986 to provide for a permanent extension of the lower threshold for the medical expense deduction.,Introduced,Finance,Susan M. Collins
S.3620,Chiropractic Health Parity for Military Beneficiaries Act,Introduced,Armed Services,Tammy Baldwin
S.3619,Non-Emergency Ambulance Transportation Sustainability and Accountability (NEATSA) Act of 2018,Introduced,Finance,Bill Cassidy
S.3618,Strategic Petroleum Reserve Reform Act,Introduced,Energy and Natural Resources,Bill Cassidy
S.3617,Government Spectrum Valuation Act of 2018,Introduced,"Commerce, Science, and Transportation",Mike Lee
S.3616,Pregnant Women in Custody Act,Introduced,Judiciary,Rand Paul
S.3615,Restoring Justice for Workers Act,Introduced,"Health, Education, Labor, and Pensions",Patty Murray
S.3614,Corporate Governance Fairness Act,Introduced,"Banking, Housing, and Urban Affairs",Jack Reed
S.3613,Mancos Water Conservancy District Conveyance Act,Introduced,Energy and Natural Resources,Cory Gardner
S.3612,Fair Housing Improvement Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Orrin G. Hatch
S.3611,Faster Access to Federal Student Aid Act of 2018,Passed Senate,Finance,Lamar Alexander
S.3610,Medicare Patient Empowerment Act of 2018,Introduced,Finance,Rand Paul
S.3609,Route 66 National Historic Trail Designation Act,Introduced,Energy and Natural Resources,Tom Udall
S.3608,Care Corps Demonstration Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Tom Udall
S.3607,Organization of American States Legislative Engagement Act of 2018,Introduced,Foreign Relations,Benjamin L. Cardin
S.3606,Disabled Veterans Rebuilding Infrastructure to Vitalize our Economy Act,Introduced,Environment and Public Works,Gary C. Peters
S.3605,Wildlife Conservation and Anti-Trafficking Act of 2018,Introduced,Environment and Public Works,Ron Wyden
S.3604,RTP Full Funding Act of 2018,Introduced,Environment and Public Works,Amy Klobuchar
S.3603,Miranda''s Law,Introduced,"Commerce, Science, and Transportation",Cory A. Booker
S.3602,School-Based Health Centers Reauthorization Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Debbie Stabenow
S.3601,Delivering Outcomes for American Workers Act,Introduced,Judiciary,Cory A. Booker
S.3600,Travel Trailer and Camper Technical Correction Act,Introduced,Finance,Joe Donnelly
S.3599,Medicare Wage Index Parity Act of 2018,Introduced,Finance,Robert Menendez
S.3598,Occupational Licensing Board Antitrust Damages Relief and Reform Act of 2018,Introduced,Judiciary,John Cornyn
S.3597,Protecting Child Trafficking Victim Witnesses Act,Introduced,Judiciary,Dean Heller
S.3596,Innovation Zone Act,Introduced,"Health, Education, Labor, and Pensions",Todd Young
S.3595,Student Loan Repayment Acceleration Act,Introduced,Finance,Cory Gardner
S.3594,Stamp Out Elder Abuse Act of 2018,Introduced,Homeland Security and Governmental Affairs,Susan M. Collins
S.3593,FAIR Leave Act,Introduced,"Health, Education, Labor, and Pensions",Joni Ernst
S.3592,No More Surprise Medical Bills Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Margaret Wood Hassan
S.3591,Never Forget the Heroes: Permanent Authorization of the September 11th Victim Compensation Fund Act,Introduced,Judiciary,Kirsten E. Gillibrand
S.3590,A bill to prohibit military aid to Saudi Arabia until the Secretary of State determines that Jamal Khashoggi is alive and free.,Introduced,Foreign Relations,Rand Paul
S.3589,INSPIRES Act,Introduced,"Health, Education, Labor, and Pensions",Brian Schatz
S.3588,PREP Act,Introduced,Judiciary,Brian Schatz
S.3587,"A bill to amend title 23, United States Code, to improve the nationally significant freight and highway projects program, and for other purposes.",Introduced,Environment and Public Works,Thomas R. Carper
S.3586,A bill to direct the Secretary of Agriculture to provide emergency payments to dairy producers.,Introduced,"Agriculture, Nutrition, and Forestry",Bernard Sanders
S.3585,European Energy Security and Diversification Act of 2018,Introduced,Foreign Relations,Christopher Murphy
S.3584,Affordable Loans for Any Student Act,Introduced,"Health, Education, Labor, and Pensions",Jeff Merkley
S.3583,"Innovations in Mentoring, Training, and Apprenticeships Act",Introduced,"Commerce, Science, and Transportation",Dean Heller
S.3582,A bill to amend the Internal Revenue Code of 1986 to establish a new phaseout of the credit for plug-in electric drive motor vehicles.,Introduced,Finance,Dean Heller
S.3581,Digital Goods and Services Tax Fairness Act of 2018,Introduced,Finance,John Thune
S.3580,Seniors Affordable Housing Tax Credit Act,Introduced,Finance,Dean Heller
S.3579,Investment Adviser Regulatory Flexibility Improvement Act,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3578,Improving Investment Research for Small and Emerging Issuers Act,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3577,Financial Stability Oversight Council Improvement Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3576,Developing and Empowering our Aspiring Leaders Act of 2018,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3575,Modernizing Disclosures for Investors Act,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3574,Alleviating Stress Test Burdens to Help Investors Act,Introduced,"Banking, Housing, and Urban Affairs",Mike Rounds
S.3573,Protect our Elections Act,Introduced,Rules and Administration,Chris Van Hollen
S.3572,ESIA,Introduced,Rules and Administration,Benjamin L. Cardin
S.3571,FDR Historic Preservation Act,Introduced,Energy and Natural Resources,Kirsten E. Gillibrand
S.3570,St. Mary Reinvestment Act,Introduced,Energy and Natural Resources,Jon Tester
S.3569,APEX Act,Introduced,"Banking, Housing, and Urban Affairs",Cory Gardner
S.3568,Rural MOMS Act,Introduced,"Health, Education, Labor, and Pensions",Heidi Heitkamp
S.3567,No Internment Camps Act,Introduced,Judiciary,Jeff Merkley
S.3566,Advancing Carbon Capture in Energy Generation Act,Introduced,Finance,Heidi Heitkamp
S.3565,Opioid Advocacy Transparency Act of 2018,Introduced,Finance,Claire McCaskill
S.3564,Low-Income Water Customer Assistance Programs Act of 2018,Introduced,Environment and Public Works,Benjamin L. Cardin
S.3563,Hire Student Veterans Act,Introduced,Finance,Heidi Heitkamp
S.3562,Small Business Runway Extension Act of 2018,Introduced,Small Business and Entrepreneurship,Benjamin L. Cardin
S.3561,National Guard and Reserve Entrepreneurship Support Act,Passed Senate,Small Business and Entrepreneurship,Jeanne Shaheen
S.3560,Retirement Freedom Act,Introduced,Finance,Ted Cruz
S.3559,Fairness for Every Driver Act,Introduced,Finance,John Barrasso
S.3558,Child Trafficking Victims Protection and Welfare Act,Introduced,Judiciary,Mazie K. Hirono
S.3557,Invest in America Act,Introduced,Judiciary,Angus S. King Jr.
S.3556,DEBRIS Act,Introduced,Homeland Security and Governmental Affairs,Richard Blumenthal
S.3555,Elder Pride Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Robert P. Casey Jr.
S.3554,A bill to extend the effective date for the sunset for collateral requirements for Small Business Administration disaster loans.,Became Law,Small Business and Entrepreneurship,John Kennedy
S.3553,Small Business ACE Act,Introduced,Small Business and Entrepreneurship,James E. Risch
S.3552,7(a) Real Estate Appraisal Harmonization Act,Introduced,Small Business and Entrepreneurship,James E. Risch
S.3551,SOFFA,Introduced,"Commerce, Science, and Transportation",Roger F. Wicker
S.3550,Public Land Recreational Opportunities Improvement Act,Introduced,Energy and Natural Resources,Martin Heinrich
S.3549,Palestinian Partnership Fund Act of 2018,Introduced,Foreign Relations,Christopher A. Coons
S.3548,"A bill to designate the facility of the United States Postal Service located at 400 N. Main Street in Encinal, Texas, as the ""Encinal Veterans Post Office"".",Introduced,Homeland Security and Governmental Affairs,John Cornyn
S.3547,"A bill to designate the facility of the United States Postal Service located at 122 W. Goodwin Street in Pleasanton, Texas, as the ""Pleasanton Veterans Post Office"".",Introduced,Homeland Security and Governmental Affairs,John Cornyn
S.3546,"A bill to designate the facility of the United States Postal Service located at 901 N. Francisco Avenue in Mission, Texas, as the ""Mission Veterans Post Office Building"".",Introduced,Homeland Security and Governmental Affairs,John Cornyn
S.3545,Home Health Payment Innovation Act of 2018,Introduced,Finance,Susan M. Collins
S.3544,Prohibiting Incentives for Corporations that Kickout Employees Tax (PICKET) Act,Introduced,Finance,Jon Tester
S.3543,Native American Voting Rights Act of 2018,Introduced,Judiciary,Tom Udall
S.3542,A bill to break up large financial entities.,Introduced,"Banking, Housing, and Urban Affairs",Bernard Sanders
S.3541,Reducing Costs for Out-of-Network Services Act of 2018,Introduced,"Health, Education, Labor, and Pensions",Jeanne Shaheen
S.3540,Central America Reform and Enforcement Act,Introduced,Judiciary,Charles E. Schumer
S.3539,No Red and Blue Banks Act,Introduced,Homeland Security and Governmental Affairs,John Kennedy
S.3538,DHS Body-Worn Camera Act of 2018,Introduced,Homeland Security and Governmental Affairs,Kamala D. Harris
S.3537,An Act Targeting Resources to Communities in Need,Introduced,Environment and Public Works,Cory A. Booker
